id,organization_id,url,type,species,breeds/primary,breeds/secondary,breeds/mixed,breeds/unknown,colors/primary,colors/secondary,colors/tertiary,age,gender,size,coat,attributes/spayed_neutered,attributes/house_trained,attributes/declawed,attributes/special_needs,attributes/shots_current,environment/children,environment/dogs,environment/cats,name,description,organization_animal_id,photos/0/small,photos/0/medium,photos/0/large,photos/0/full,primary_photo_cropped/small,primary_photo_cropped/medium,primary_photo_cropped/large,primary_photo_cropped/full,status,status_changed_at,published_at,distance,contact/email,contact/phone,contact/address/address1,contact/address/address2,contact/address/city,contact/address/state,contact/address/postcode,contact/address/country,_links/self/href,_links/type/href,_links/organization/href,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,photos/1/small,photos/1/medium,photos/1/large,photos/1/full,photos/2/small,photos/2/medium,photos/2/large,photos/2/full,photos/3/small,photos/3/medium,photos/3/large,photos/3/full,photos/4/small,photos/4/medium,photos/4/large,photos/4/full,photos/5/small,photos/5/medium,photos/5/large,photos/5/full,primary_photo_cropped
52739159,VA176,https:\/\/www.petfinder.com\/dog\/storm-52739159\/va\/lynchburg\/lynchburg-humane-society-va176\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Border Collie,Husky,,,Black,,,Baby,Male,Small,,,,,,,,,,Storm,,LNHS-A-61842,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739159\/1\/?bust=1629579674&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739159\/1\/?bust=1629579674&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739159\/1\/?bust=1629579674&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739159\/1\/?bust=1629579674,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739159\/1\/?bust=1629579674&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739159\/1\/?bust=1629579674&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739159\/1\/?bust=1629579674&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739159\/1\/?bust=1629579674,adoptable,2021-08-21T20:50:21+0000,2021-08-21T20:50:21+0000,,adoption@lynchburghumane.org,(434) 448-0088,,,Lynchburg,VA,24502,US,\/v2\/animals\/52739159,\/v2\/types\/dog,\/v2\/organizations\/va176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52739158,VA176,https:\/\/www.petfinder.com\/dog\/little-creek-52739158\/va\/lynchburg\/lynchburg-humane-society-va176\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Border Collie,Husky,,,Brown \/ Chocolate,Black,,Baby,Male,Small,,,,,,,,,,Little Creek,,LNHS-A-61841,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739158\/1\/?bust=1629579669&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739158\/1\/?bust=1629579669&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739158\/1\/?bust=1629579669&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739158\/1\/?bust=1629579669,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739158\/1\/?bust=1629579669&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739158\/1\/?bust=1629579669&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739158\/1\/?bust=1629579669&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739158\/1\/?bust=1629579669,adoptable,2021-08-21T20:50:21+0000,2021-08-21T20:50:21+0000,,adoption@lynchburghumane.org,(434) 448-0088,,,Lynchburg,VA,24502,US,\/v2\/animals\/52739158,\/v2\/types\/dog,\/v2\/organizations\/va176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52739157,VA176,https:\/\/www.petfinder.com\/cat\/georgie-52739157\/va\/lynchburg\/lynchburg-humane-society-va176\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Gray \/ Blue \/ Silver,White,,Senior,Male,Small,,,,,,,,,,Georgie,,LNHS-A-61969,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739157\/1\/?bust=1629579667&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739157\/1\/?bust=1629579667&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739157\/1\/?bust=1629579667&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739157\/1\/?bust=1629579667,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739157\/1\/?bust=1629579667&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739157\/1\/?bust=1629579667&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739157\/1\/?bust=1629579667&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739157\/1\/?bust=1629579667,adoptable,2021-08-21T20:50:21+0000,2021-08-21T20:50:21+0000,,adoption@lynchburghumane.org,(434) 448-0088,,,Lynchburg,VA,24502,US,\/v2\/animals\/52739157,\/v2\/types\/cat,\/v2\/organizations\/va176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52739155,CO426,https:\/\/www.petfinder.com\/dog\/jason-52739155\/co\/colorado-springs\/new-hope-rescue-inc-co426\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Mixed Breed,,,,Yellow \/ Tan \/ Blond \/ Fawn,Black,,Baby,Male,Small,,,,,,,,,,Jason,,NHR-A-6050,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739155\/1\/?bust=1629579687&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739155\/1\/?bust=1629579687&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739155\/1\/?bust=1629579687&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739155\/1\/?bust=1629579687,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739155\/1\/?bust=1629579687&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739155\/1\/?bust=1629579687&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739155\/1\/?bust=1629579687&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739155\/1\/?bust=1629579687,adoptable,2021-08-21T20:50:19+0000,2021-08-21T20:50:19+0000,,newhoperescueinc@gmail.com,(719) 622-1399,2502 E Bijou,,Colorado Springs,CO,80907,US,\/v2\/animals\/52739155,\/v2\/types\/dog,\/v2\/organizations\/co426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52739154,AZ256,https:\/\/www.petfinder.com\/dog\/and-number-34g-and-number-34-52739154\/az\/surprise\/where-wolves-rescue-az256\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Australian Cattle Dog \/ Blue Heeler,,,,,,,Young,Female,Medium,,,,,,,,,,&#34;G&#34;,"&amp;#39;G&amp;#39; Is a DOLL. We believe she is a pure breed Queensland. She is mellow and
patient, rides well in...",17145131,,,,,,,,,adoptable,2021-08-21T20:50:05+0000,2021-08-21T20:50:05+0000,,pangaya@msn.com,(623) 546-9653,,,Surprise,AZ,85387,US,\/v2\/animals\/52739154,\/v2\/types\/dog,\/v2\/organizations\/az256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52739153,PA235,https:\/\/www.petfinder.com\/cat\/sergei-52739153\/pa\/philadelphia\/paws-philadelphia-animal-welfare-society-pa235\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Black & White \/ Tuxedo,,,Baby,Male,Medium,,,,,,,,,,Sergei,Sergei is a sweet and snuggly kitten with a big purr! He has a habit of curling up in the...,17145124-A49910-Foster,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739153\/1\/?bust=1629580543&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739153\/1\/?bust=1629580543&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739153\/1\/?bust=1629580543&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739153\/1\/?bust=1629580543,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739153\/1\/?bust=1629580543&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739153\/1\/?bust=1629580543&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739153\/1\/?bust=1629580543&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739153\/1\/?bust=1629580543,adoptable,2021-08-21T20:48:55+0000,2021-08-21T20:48:55+0000,,adoptions@phillypaws.org,(215) 238-9901 ext. 30,100 N. 2nd Street,(on the corner of 2nd & Arch Streets),Philadelphia,PA,19106,US,\/v2\/animals\/52739153,\/v2\/types\/cat,\/v2\/organizations\/pa235,,,,,,,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739153\/2\/?bust=1629580552&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739153\/2\/?bust=1629580552&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739153\/2\/?bust=1629580552&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739153\/2\/?bust=1629580552,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739153\/3\/?bust=1629580539&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739153\/3\/?bust=1629580539&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739153\/3\/?bust=1629580539&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739153\/3\/?bust=1629580539,,,,,,,,,,,,,
52739152,MN332,https:\/\/www.petfinder.com\/cat\/zorro-52739152\/mn\/crystal\/redemption-road-rescue-mn332\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Black,,,Baby,Male,Medium,,,,,,,,,,Zorro,"You can fill out an adoption application online on our official website.

Don&amp;#39;t let his name fool you, Zorro is...",17137855,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739152\/1\/?bust=1629580535&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739152\/1\/?bust=1629580535&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739152\/1\/?bust=1629580535&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739152\/1\/?bust=1629580535,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739152\/1\/?bust=1629580535&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739152\/1\/?bust=1629580535&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739152\/1\/?bust=1629580535&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739152\/1\/?bust=1629580535,adoptable,2021-08-21T20:48:54+0000,2021-08-21T20:48:54+0000,,RedemptionRoad.MN@gmail.com,,P.O. Box 28084,,Crystal,MN,55428,US,\/v2\/animals\/52739152,\/v2\/types\/cat,\/v2\/organizations\/mn332,,,,,,,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739152\/2\/?bust=1629580539&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739152\/2\/?bust=1629580539&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739152\/2\/?bust=1629580539&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739152\/2\/?bust=1629580539,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739152\/3\/?bust=1629580549&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739152\/3\/?bust=1629580549&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739152\/3\/?bust=1629580549&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739152\/3\/?bust=1629580549,,,,,,,,,,,,,
52739151,PA1112,https:\/\/www.petfinder.com\/dog\/cookie-52739151\/pa\/walnutport\/red-rock-rescue-inc-pa1112\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Australian Shepherd,Catahoula Leopard Dog,,,,,,Baby,Male,Medium,,,,,,,,,,Cookie,You can fill out an adoption application online on our official website.Cookie is an adorable Australian Shepherd mix - he...,17145135-21-0095,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739151\/1\/?bust=1629579534&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739151\/1\/?bust=1629579534&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739151\/1\/?bust=1629579534&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739151\/1\/?bust=1629579534,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739151\/1\/?bust=1629579534&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739151\/1\/?bust=1629579534&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739151\/1\/?bust=1629579534&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739151\/1\/?bust=1629579534,adoptable,2021-08-21T20:48:51+0000,2021-08-21T20:48:51+0000,,redrockpetservices@gmail.com,(833) 777-3649,,,Walnutport,PA,18088,US,\/v2\/animals\/52739151,\/v2\/types\/dog,\/v2\/organizations\/pa1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52739149,CA39,https:\/\/www.petfinder.com\/dog\/cindy-lou-52739149\/ca\/burlingame\/peninsula-humane-society-and-spca-ca39\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,German Shepherd Dog,,,,,,,Young,Female,Large,,,,,,,,,,Cindy-Lou,"My name is Cindy-Lou. I&amp;#39;m a 9 month old, spayed female German Shepherd. I&amp;#39;m very skinny right now, I only...",17145139-A899893,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739149\/1\/?bust=1629579517&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739149\/1\/?bust=1629579517&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739149\/1\/?bust=1629579517&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739149\/1\/?bust=1629579517,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739149\/1\/?bust=1629579517&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739149\/1\/?bust=1629579517&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739149\/1\/?bust=1629579517&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739149\/1\/?bust=1629579517,adoptable,2021-08-21T20:48:30+0000,2021-08-21T20:48:30+0000,,adoptinquire@peninsulahumanesociety.org,650-340-7022,1450 Rollins Road,,Burlingame,CA,94010,US,\/v2\/animals\/52739149,\/v2\/types\/dog,\/v2\/organizations\/ca39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52739148,VA815,https:\/\/www.petfinder.com\/dog\/rex-52739148\/va\/fredericksburg\/compassion-animal-rescue-va815\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Mixed Breed,,,,Black,White \/ Cream,,Baby,Male,Medium,Short,,,,,,,,,Rex,My name is Rex and am one of the TWELVE  &quot;R Team&quot; puppies.  My mom is Rose and she had...,B169,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/1\/?bust=1629578904&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/1\/?bust=1629578904&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/1\/?bust=1629578904&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/1\/?bust=1629578904,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/1\/?bust=1629578904&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/1\/?bust=1629578904&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/1\/?bust=1629578904&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/1\/?bust=1629578904,adoptable,2021-08-21T20:48:28+0000,2021-08-21T20:48:28+0000,,Care@CompassionAnimalRescue.com,(540) 642-4359,,,Fredericksburg,VA,22408,US,\/v2\/animals\/52739148,\/v2\/types\/dog,\/v2\/organizations\/va815,Affectionate,Gentle,Playful,,,,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/2\/?bust=1629578905&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/2\/?bust=1629578905&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/2\/?bust=1629578905&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/2\/?bust=1629578905,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/3\/?bust=1629578905&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/3\/?bust=1629578905&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/3\/?bust=1629578905&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/3\/?bust=1629578905,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/4\/?bust=1629578906&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/4\/?bust=1629578906&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/4\/?bust=1629578906&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/4\/?bust=1629578906,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/5\/?bust=1629578906&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/5\/?bust=1629578906&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/5\/?bust=1629578906&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/5\/?bust=1629578906,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/6\/?bust=1629578907&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/6\/?bust=1629578907&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/6\/?bust=1629578907&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739148\/6\/?bust=1629578907,
