id,organization_id,url,type,species,breeds/primary,breeds/secondary,breeds/mixed,breeds/unknown,colors/primary,colors/secondary,colors/tertiary,age,gender,size,coat,attributes/spayed_neutered,attributes/house_trained,attributes/declawed,attributes/special_needs,attributes/shots_current,environment/children,environment/dogs,environment/cats,name,description,organization_animal_id,photos/0/small,photos/0/medium,photos/0/large,photos/0/full,photos/1/small,photos/1/medium,photos/1/large,photos/1/full,primary_photo_cropped/small,primary_photo_cropped/medium,primary_photo_cropped/large,primary_photo_cropped/full,status,status_changed_at,published_at,distance,contact/email,contact/phone,contact/address/address1,contact/address/address2,contact/address/city,contact/address/state,contact/address/postcode,contact/address/country,_links/self/href,_links/type/href,_links/organization/href,tags/0,tags/1,tags/2,photos/2/small,photos/2/medium,photos/2/large,photos/2/full,photos/3/small,photos/3/medium,photos/3/large,photos/3/full,photos/4/small,photos/4/medium,photos/4/large,photos/4/full,photos/5/small,photos/5/medium,photos/5/large,photos/5/full,tags/3,tags/4,tags/5,primary_photo_cropped,videos/0/embed
52739401,MI799,https://www.petfinder.com/cat/ayla-52739401/mi/saginaw/amazing-grace-animal-rescue-mi799/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,false,false,,,,Baby,Female,Medium,,false,false,false,false,true,,,,Ayla,"Animals can be seen at 3365 Freeland Road, Saginaw, MI 48604

Visit us on Facebook!

Donations can be made via...",S2021404,,,,,,,,,,,,,adoptable,2021-08-21T21:22:04+0000,2021-08-21T21:22:04+0000,,profsir@aol.com,989-792-0346   ,3365 Freeland Road,,Saginaw,MI,48604,US,/v2/animals/52739401,/v2/types/cat,/v2/organizations/mi799,,,,,,,,,,,,,,,,,,,,,,,,
52739399,MI799,https://www.petfinder.com/cat/moki-52739399/mi/saginaw/amazing-grace-animal-rescue-mi799/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,false,false,,,,Young,Male,Medium,,false,false,false,false,true,,,,Moki,"Animals can be seen at 3365 Freeland Road, Saginaw, MI 48604

Visit us on Facebook!

Donations can be made via...",S2021403,,,,,,,,,,,,,adoptable,2021-08-21T21:22:03+0000,2021-08-21T21:22:03+0000,,profsir@aol.com,989-792-0346   ,3365 Freeland Road,,Saginaw,MI,48604,US,/v2/animals/52739399,/v2/types/cat,/v2/organizations/mi799,,,,,,,,,,,,,,,,,,,,,,,,
52739398,NC135,https://www.petfinder.com/dog/kylie-52739398/nc/oxford/granville-county-animal-shelter-nc135/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Mixed Breed,,false,false,,,,Adult,Female,Medium,,false,false,,false,true,,,,Kylie,A7D86EC9-59FA-47B1-949A-072DC1F0022F.jpeg,20211776,,,,,,,,,,,,,adoptable,2021-08-21T21:21:49+0000,2021-08-21T21:21:49+0000,,william.spain@granvillecounty.org,(919) 693-6749,515 New Commerce Drive,,Oxford,NC,27565,US,/v2/animals/52739398,/v2/types/dog,/v2/organizations/nc135,,,,,,,,,,,,,,,,,,,,,,,,
52739396,WI49,https://www.petfinder.com/cat/feyre-june-52739396/wi/ashland/chequamegon-humane-association-inc-wi49/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,true,false,,,,Young,Female,Medium,,false,true,false,false,false,,,,Feyre (June),"All cats and dogs adopted from the Chequamegon Humane Association are spayed or neutered, up-to-date on age appropriate vaccinations, dewormed,...",14382,,,,,,,,,,,,,adoptable,2021-08-21T21:21:31+0000,2021-08-21T21:21:31+0000,,chaadopt@yahoo.com,(715) 682-9744,923 Rail Drive,PO Box 93,Ashland,WI,54806,US,/v2/animals/52739396,/v2/types/cat,/v2/organizations/wi49,,,,,,,,,,,,,,,,,,,,,,,,
52739395,GA978,https://www.petfinder.com/cat/milton-52739395/ga/warner-robins/the-rescue-ranch-ga978/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,false,false,Gray & White,,,Young,Male,Medium,Short,true,true,false,false,true,,,true,Milton,"All pets are spayed/neutered, combo tested, current on vaccinations, dewormed, and treated with a flea preventative.",991003911254096,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739395/1/?bust=1629580855&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739395/1/?bust=1629580855&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739395/1/?bust=1629580855&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739395/1/?bust=1629580855,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739395/2/?bust=1629580855&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739395/2/?bust=1629580855&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739395/2/?bust=1629580855&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739395/2/?bust=1629580855,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739395/1/?bust=1629580855&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739395/1/?bust=1629580855&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739395/1/?bust=1629580855&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739395/1/?bust=1629580855,adoptable,2021-08-21T21:20:58+0000,2021-08-21T21:20:58+0000,,kittycat6917@yahoo.com,,2730 Watson Blvd,,Warner Robins,GA,31093,US,/v2/animals/52739395,/v2/types/cat,/v2/organizations/ga978,,,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739395/3/?bust=1629580856&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739395/3/?bust=1629580856&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739395/3/?bust=1629580856&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739395/3/?bust=1629580856,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739395/4/?bust=1629580857&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739395/4/?bust=1629580857&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739395/4/?bust=1629580857&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739395/4/?bust=1629580857,,,,,,,,,,,,,
52739385,CA1654,https://www.petfinder.com/dog/oscar-52739385/ca/temecula/hope-ranch-animal-sanctuary-ca1654/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Yellow Labrador Retriever,American Staffordshire Terrier,true,false,Yellow / Tan / Blond / Fawn,,,Baby,Male,Medium,Short,true,true,,false,true,true,true,true,Oscar,"Oscar was approximately born on June 8, 2021. This absolutely handsome boy is such a joy and very well socialized...",,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/1/?bust=1629580811&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/1/?bust=1629580811&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/1/?bust=1629580811&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/1/?bust=1629580811,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/2/?bust=1629580812&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/2/?bust=1629580812&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/2/?bust=1629580812&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/2/?bust=1629580812,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/1/?bust=1629580811&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/1/?bust=1629580811&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/1/?bust=1629580811&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/1/?bust=1629580811,adoptable,2021-08-21T21:20:20+0000,2021-08-21T21:20:20+0000,,sandrahoperanch@gmail.com,,,,Temecula,CA,92592,US,/v2/animals/52739385,/v2/types/dog,/v2/organizations/ca1654,Friendly,Affectionate,Playful,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/3/?bust=1629580812&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/3/?bust=1629580812&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/3/?bust=1629580812&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/3/?bust=1629580812,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/4/?bust=1629580813&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/4/?bust=1629580813&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/4/?bust=1629580813&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/4/?bust=1629580813,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/5/?bust=1629580813&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/5/?bust=1629580813&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/5/?bust=1629580813&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52739385/5/?bust=1629580813,,,,,Curious,Funny,Loves kisses,,"<iframe title=""Video"" frameborder=""0"" allowfullscreen webkitallowfullscreen mozallowfullscreen msallowfullscreen name=""vidly-frame"" src=""https://s.vid.ly/embeded.html?link=h8b9p4&autoplay=false""><a target=""_blank"" href=""https://vid.ly/h8b9p4""><img src=""https://cf.cdn.vid.ly/h8b9p4/poster.jpg"" /></a></iframe>"
52739392,TX2118,https://www.petfinder.com/dog/jackson-52739392/tx/dickinson/bayou-animal-services-tx2118/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Black Labrador Retriever,,true,false,Black,White / Cream,,Young,Male,Medium,,true,false,,false,true,,,,Jackson,,BAS-A-2228,,,,,,,,,,,,,adoptable,2021-08-21T21:20:20+0000,2021-08-21T21:20:20+0000,,Info@BayouAnimalServices.org,(281) 337-3117,3120 Deats Road,,Dickinson,TX,77539,US,/v2/animals/52739392,/v2/types/dog,/v2/organizations/tx2118,,,,,,,,,,,,,,,,,,,,,,,,
52739386,VA824,https://www.petfinder.com/cat/bob-omb-52739386/va/christiansburg/pearls-piece-animal-rescue-va824/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Long Hair,,false,false,Black,White,,Baby,Male,Small,,false,false,false,false,true,,,,Bob-omb,"Bob-Omb is part of the Super Mario Litter! He is a very fluffy, long haired black and white tuxedo kitten,...",PPAR-A-90,,,,,,,,,,,,,adoptable,2021-08-21T21:20:11+0000,2021-08-21T21:20:11+0000,,pearlspieceanimalrescue@gmail.com,,,,CHRISTIANSBURG,VA,24073,US,/v2/animals/52739386,/v2/types/cat,/v2/organizations/va824,,,,,,,,,,,,,,,,,,,,,,,,
52739383,CA2522,https://www.petfinder.com/dog/mylo-scdrranchopaws-52739383/ca/wildomar/all-paws-k9-rescue-ca2522/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Husky,,true,false,Sable,,,Adult,Male,Medium,Long,true,true,,false,true,true,true,,Mylo SCDRRANCHOPAWS ,Mylo is housebroken great on the leash does need yard needs to be crated when left at home,,,,,,,,,,,,,,adoptable,2021-08-21T21:19:53+0000,2021-08-21T21:19:53+0000,,allpawsk9rescue@gmail.com,,,,Wildomar,CA,92595,US,/v2/animals/52739383,/v2/types/dog,/v2/organizations/ca2522,Friendly,Affectionate,Gentle,,,,,,,,,,,,,,,,,Loves kisses,Smart,,,
52739384,CA1726,https://www.petfinder.com/dog/dulce-52739384/ca/san-francisco/family-dog-rescue-ca1726/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Beagle,Terrier,true,false,,,,Young,Female,Medium,,false,false,,false,false,,,,Dulce,You can fill out an adoption application online on our official website.Meet Dulce! This awesome and goofy girl is so...,17015759,,,,,,,,,,,,,adoptable,2021-08-21T21:19:52+0000,2021-08-21T21:19:52+0000,,adopt@ilovefamilydog.org,,,,San Francisco,CA,94103,US,/v2/animals/52739384,/v2/types/dog,/v2/organizations/ca1726,,,,,,,,,,,,,,,,,,,,,,,,
