id,organization_id,url,type,species,breeds/primary,breeds/secondary,breeds/mixed,breeds/unknown,colors/primary,colors/secondary,colors/tertiary,age,gender,size,coat,attributes/spayed_neutered,attributes/house_trained,attributes/declawed,attributes/special_needs,attributes/shots_current,environment/children,environment/dogs,environment/cats,name,description,organization_animal_id,photos/0/small,photos/0/medium,photos/0/large,photos/0/full,photos/1/small,photos/1/medium,photos/1/large,photos/1/full,photos/2/small,photos/2/medium,photos/2/large,photos/2/full,photos/3/small,photos/3/medium,photos/3/large,photos/3/full,primary_photo_cropped/small,primary_photo_cropped/medium,primary_photo_cropped/large,primary_photo_cropped/full,status,status_changed_at,published_at,distance,contact/email,contact/phone,contact/address/address1,contact/address/address2,contact/address/city,contact/address/state,contact/address/postcode,contact/address/country,_links/self/href,_links/type/href,_links/organization/href,tags/0,tags/1,tags/2,tags/3,tags/4
52739137,TX403,https:\/\/www.petfinder.com\/dog\/sirus-black-52739137\/tx\/houston\/houston-spca-tx403\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,German Shepherd Dog,,,,,,,Adult,Male,Medium,,,,,,,,,,Sirus Black,Primary Color: Black Weight: 93.6lbs Age: 7yrs 0mths 0wks Animal has been Neutered,451283,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739137\/1\/?bust=1629579470&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739137\/1\/?bust=1629579470&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739137\/1\/?bust=1629579470&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739137\/1\/?bust=1629579470,,,,,,,,,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739137\/1\/?bust=1629579470&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739137\/1\/?bust=1629579470&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739137\/1\/?bust=1629579470&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739137\/1\/?bust=1629579470,adoptable,2021-08-21T20:47:46+0000,2021-08-21T20:47:46+0000,,info@houstonspca.org,(713) 869-7722,7007 Old Katy Rd,,Houston,TX,77024,US,\/v2\/animals\/52739137,\/v2\/types\/dog,\/v2\/organizations\/tx403,,,,,
52739136,TX403,https:\/\/www.petfinder.com\/dog\/french-fry-52739136\/tx\/houston\/houston-spca-tx403\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Beagle,,,,,,,Baby,Male,Medium,,,,,,,,,,French Fry,Primary Color: White Secondary Color: Buff Weight: 18.4lbs Age: 0yrs 3mths 0wks Animal has been Neutered,450919,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739136\/1\/?bust=1629579471&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739136\/1\/?bust=1629579471&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739136\/1\/?bust=1629579471&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739136\/1\/?bust=1629579471,,,,,,,,,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739136\/1\/?bust=1629579471&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739136\/1\/?bust=1629579471&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739136\/1\/?bust=1629579471&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739136\/1\/?bust=1629579471,adoptable,2021-08-21T20:47:46+0000,2021-08-21T20:47:46+0000,,info@houstonspca.org,(713) 869-7722,7007 Old Katy Rd,,Houston,TX,77024,US,\/v2\/animals\/52739136,\/v2\/types\/dog,\/v2\/organizations\/tx403,,,,,
52739135,MT37,https:\/\/www.petfinder.com\/dog\/whitney-52739135\/mt\/polson\/life-savers-animal-rescue-mt37\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Labrador Retriever,,,,,,,Adult,Female,Large,,,,,,,,,,Whitney,Whitney is a 3 year old spayed female lab cross. She is a beautiful girl and her foster says that...,17145132,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739135\/1\/?bust=1629579469&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739135\/1\/?bust=1629579469&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739135\/1\/?bust=1629579469&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739135\/1\/?bust=1629579469,,,,,,,,,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739135\/1\/?bust=1629579469&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739135\/1\/?bust=1629579469&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739135\/1\/?bust=1629579469&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739135\/1\/?bust=1629579469,adoptable,2021-08-21T20:47:45+0000,2021-08-21T20:47:45+0000,,lsar@lsar.org,(406) 676-4200,P. O. Box 643,,Polson,MT,59860,US,\/v2\/animals\/52739135,\/v2\/types\/dog,\/v2\/organizations\/mt37,,,,,
52739125,CA697,https:\/\/www.petfinder.com\/cat\/artemis-52739125\/ca\/santa-rosa\/humane-society-of-sonoma-county-santa-rosa-ca697\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Female,Small,,,,,,,,,,Artemis,Primary Color: Muted Tortoiseshell Weight: 1.45kg Age: 0yrs 3mths 0wks Animal has been Spayed,25691,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739125\/1\/?bust=1629579452&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739125\/1\/?bust=1629579452&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739125\/1\/?bust=1629579452&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739125\/1\/?bust=1629579452,,,,,,,,,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739125\/1\/?bust=1629579452&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739125\/1\/?bust=1629579452&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739125\/1\/?bust=1629579452&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739125\/1\/?bust=1629579452,adoptable,2021-08-21T20:47:25+0000,2021-08-21T20:47:25+0000,,mdallas@humanesocietysoco.org,(707) 542-0882,5345 Hwy 12,,Santa Rosa,CA,95401,US,\/v2\/animals\/52739125,\/v2\/types\/cat,\/v2\/organizations\/ca697,,,,,
52739124,CA398,https:\/\/www.petfinder.com\/dog\/stevie-52739124\/ca\/rancho-santa-fe\/helen-woodward-animal-center-ca398\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Mixed Breed,,,,,,,Baby,Female,Medium,,,,,,,,,,Stevie,,17145144-000044482,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739124\/1\/?bust=1629579456&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739124\/1\/?bust=1629579456&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739124\/1\/?bust=1629579456&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739124\/1\/?bust=1629579456,,,,,,,,,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739124\/1\/?bust=1629579456&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739124\/1\/?bust=1629579456&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739124\/1\/?bust=1629579456&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739124\/1\/?bust=1629579456,adoptable,2021-08-21T20:47:25+0000,2021-08-21T20:47:25+0000,,adoptions@animalcenter.org,(858) 756-4117,6461 El Apajo,,Rancho Santa Fe,CA,92067,US,\/v2\/animals\/52739124,\/v2\/types\/dog,\/v2\/organizations\/ca398,,,,,
52739126,CA697,https:\/\/www.petfinder.com\/cat\/persephone-52739126\/ca\/santa-rosa\/humane-society-of-sonoma-county-santa-rosa-ca697\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Female,Small,,,,,,,,,,Persephone,Primary Color: Tortoiseshell Weight: 1.51kg Age: 0yrs 3mths 0wks Animal has been Spayed,25692,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739126\/1\/?bust=1629579459&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739126\/1\/?bust=1629579459&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739126\/1\/?bust=1629579459&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739126\/1\/?bust=1629579459,,,,,,,,,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739126\/1\/?bust=1629579459&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739126\/1\/?bust=1629579459&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739126\/1\/?bust=1629579459&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739126\/1\/?bust=1629579459,adoptable,2021-08-21T20:47:25+0000,2021-08-21T20:47:25+0000,,mdallas@humanesocietysoco.org,(707) 542-0882,5345 Hwy 12,,Santa Rosa,CA,95401,US,\/v2\/animals\/52739126,\/v2\/types\/cat,\/v2\/organizations\/ca697,,,,,
52739123,MD330,https:\/\/www.petfinder.com\/cat\/stoli-52739123\/md\/baltimore\/pitties-and-purrs-md330\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Tabby (Leopard \/ Spotted),,,Baby,Male,Medium,Short,,,,,,,,,Stoli,"Stoli is a biscuit making machine. At three months, he is able to make them in the sky, in a...",,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739123\/1\/?bust=1629578808&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739123\/1\/?bust=1629578808&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739123\/1\/?bust=1629578808&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739123\/1\/?bust=1629578808,,,,,,,,,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739123\/1\/?bust=1629578808&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739123\/1\/?bust=1629578808&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739123\/1\/?bust=1629578808&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739123\/1\/?bust=1629578808,adoptable,2021-08-21T20:46:49+0000,2021-08-21T20:46:49+0000,,adoptpitties@gmail.com, ,,,Baltimore,MD,21206,US,\/v2\/animals\/52739123,\/v2\/types\/cat,\/v2\/organizations\/md330,,,,,
52739122,AZ180,https:\/\/www.petfinder.com\/dog\/ned-52739122\/az\/casa-grande\/valley-humane-society-inc-az180\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Beagle,,,,"Tricolor (Brown, Black, & White)",,,Young,Male,Small,Short,,,,,,,,,Ned,"Who doesn&#039;t want a Beagle buddy?  Ned is just two years old, playful and friendly, and wants to bring a...",,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739122\/1\/?bust=1629578805&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739122\/1\/?bust=1629578805&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739122\/1\/?bust=1629578805&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739122\/1\/?bust=1629578805,,,,,,,,,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739122\/1\/?bust=1629578805&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739122\/1\/?bust=1629578805&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739122\/1\/?bust=1629578805&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739122\/1\/?bust=1629578805,adoptable,2021-08-21T20:46:47+0000,2021-08-21T20:46:47+0000,,vhsmail@valleyhumane.net,(520) 836-0904,15699 W. Aniceto Rd.,PO Box 10480,Casa Grande,AZ,85230,US,\/v2\/animals\/52739122,\/v2\/types\/dog,\/v2\/organizations\/az180,,,,,
52739121,MI1121,https:\/\/www.petfinder.com\/dog\/rey-52739121\/mi\/alma\/dalis-to-the-rescue-mi1121\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Terrier,Pug,,,Gray \/ Blue \/ Silver,Black,,Baby,Female,Small,Medium,,,,,,,,,Rey,"This is Rey, a 10 month old terrier mix.

She needs a home with no other pets and NO young...",,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739121\/1\/?bust=1629578802&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739121\/1\/?bust=1629578802&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739121\/1\/?bust=1629578802&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739121\/1\/?bust=1629578802,,,,,,,,,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739121\/1\/?bust=1629578802&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739121\/1\/?bust=1629578802&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739121\/1\/?bust=1629578802&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739121\/1\/?bust=1629578802,adoptable,2021-08-21T20:46:43+0000,2021-08-21T20:46:43+0000,,dalis2therescue@gmail.com,(989) 463-9797,303 Valley Ave.,,Alma,MI,48801,US,\/v2\/animals\/52739121,\/v2\/types\/dog,\/v2\/organizations\/mi1121,Friendly,Affectionate,Gentle,Loyal,Funny
52739117,MI252,https:\/\/www.petfinder.com\/cat\/komanji-52739117\/mi\/sault-sainte-marie\/chippewa-county-animal-control-shelter-mi252\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Medium Hair,,,,Black,,,Young,Male,Medium,Medium,,,,,,,,,Komanji,"Komanji came in with brother, Gizmo. He is a beautiful boy with a luscious black coat. Komanji is new to...",,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739117\/1\/?bust=1629579031&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739117\/1\/?bust=1629579031&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739117\/1\/?bust=1629579031&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739117\/1\/?bust=1629579031,,,,,,,,,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739117\/1\/?bust=1629579031&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739117\/1\/?bust=1629579031&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739117\/1\/?bust=1629579031&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739117\/1\/?bust=1629579031,adoptable,2021-08-21T20:46:30+0000,2021-08-21T20:46:30+0000,,ccanimalshelter@att.net,(906) 632-2519,3660 South Mackinac Trail,,Sault Sainte Marie,MI,49783,US,\/v2\/animals\/52739117,\/v2\/types\/cat,\/v2\/organizations\/mi252,,,,,
