id,organization_id,url,type,species,breeds/primary,breeds/secondary,breeds/mixed,breeds/unknown,colors/primary,colors/secondary,colors/tertiary,age,gender,size,coat,attributes/spayed_neutered,attributes/house_trained,attributes/declawed,attributes/special_needs,attributes/shots_current,environment/children,environment/dogs,environment/cats,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,name,description,organization_animal_id,photos/0/small,photos/0/medium,photos/0/large,photos/0/full,primary_photo_cropped/small,primary_photo_cropped/medium,primary_photo_cropped/large,primary_photo_cropped/full,status,status_changed_at,published_at,distance,contact/email,contact/phone,contact/address/address1,contact/address/address2,contact/address/city,contact/address/state,contact/address/postcode,contact/address/country,_links/self/href,_links/type/href,_links/organization/href,photos/1/small,photos/1/medium,photos/1/large,photos/1/full,photos/2/small,photos/2/medium,photos/2/large,photos/2/full,photos/3/small,photos/3/medium,photos/3/large,photos/3/full,photos/4/small,photos/4/medium,photos/4/large,photos/4/full,photos/5/small,photos/5/medium,photos/5/large,photos/5/full,primary_photo_cropped
52739321,TX16,https:\/\/www.petfinder.com\/dog\/jacob-52739321\/tx\/north-richland-hills\/north-richland-hills-animal-adoption-and-rescue-center-tx16\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Shepherd,Mixed Breed,,,,,,Baby,Male,Medium,,,,,,,,,,,,,,,,,Jacob,,47948597,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739321\/1\/?bust=1629580671&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739321\/1\/?bust=1629580671&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739321\/1\/?bust=1629580671&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739321\/1\/?bust=1629580671,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739321\/1\/?bust=1629580671&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739321\/1\/?bust=1629580671&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739321\/1\/?bust=1629580671&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739321\/1\/?bust=1629580671,adoptable,2021-08-21T21:06:59+0000,2021-08-21T21:06:59+0000,,AnimalControl2@nrhtx.com,(817) 427-6570,7301 Iron Horse Blvd,,North Richland Hills,TX,76180,US,\/v2\/animals\/52739321,\/v2\/types\/dog,\/v2\/organizations\/tx16,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739321\/2\/?bust=1629580678&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739321\/2\/?bust=1629580678&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739321\/2\/?bust=1629580678&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739321\/2\/?bust=1629580678,,,,,,,,,,,,,,,,,
52739322,QC06,https:\/\/www.petfinder.com\/dog\/selah-52739322\/qc\/montreal\/spca-montreal-qc06\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Mixed Breed,,,,,,,Senior,Female,Medium,,,,,,,,,,,,,,,,,Selah,"Selah - 48461999

Disponible pour adoption humanitaire (griatrique et possible arthrose) \/ Available for humanitarian adoption (geriatric with possible arthritis)...",48461999,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739322\/1\/?bust=1629580682&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739322\/1\/?bust=1629580682&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739322\/1\/?bust=1629580682&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739322\/1\/?bust=1629580682,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739322\/1\/?bust=1629580682&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739322\/1\/?bust=1629580682&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739322\/1\/?bust=1629580682&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739322\/1\/?bust=1629580682,adoptable,2021-08-21T21:06:58+0000,2021-08-21T21:06:58+0000,,spcapetfinderteam@gmail.com,514-735-2711,5215 Jean-Talon Ouest,,Montreal,QC,H4P 1X4,CA,\/v2\/animals\/52739322,\/v2\/types\/dog,\/v2\/organizations\/qc06,,,,,,,,,,,,,,,,,,,,,
52739320,WI113,https:\/\/www.petfinder.com\/cat\/bowser-52739320\/wi\/madison\/dane-county-humane-society-wi113\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Adult,Male,Medium,,,,,,,,,,,,,,,,,Bowser,"Name: Bowser

Age: ~ 6 yrs

Weight: Medium

Personality: I am part of a pretty pair, bonded with Gizmo! We...",48055905,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739320\/1\/?bust=1629580681&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739320\/1\/?bust=1629580681&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739320\/1\/?bust=1629580681&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739320\/1\/?bust=1629580681,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739320\/1\/?bust=1629580681&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739320\/1\/?bust=1629580681&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739320\/1\/?bust=1629580681&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739320\/1\/?bust=1629580681,adoptable,2021-08-21T21:06:53+0000,2021-08-21T21:06:53+0000,,adoptions@giveshelter.org,(608) 838-0413,5132 Voges Road,,Madison,WI,53718,US,\/v2\/animals\/52739320,\/v2\/types\/cat,\/v2\/organizations\/wi113,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739320\/2\/?bust=1629580676&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739320\/2\/?bust=1629580676&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739320\/2\/?bust=1629580676&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739320\/2\/?bust=1629580676,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739320\/3\/?bust=1629580680&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739320\/3\/?bust=1629580680&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739320\/3\/?bust=1629580680&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739320\/3\/?bust=1629580680,,,,,,,,,,,,,
52739318,TX401,https:\/\/www.petfinder.com\/dog\/bubba-52739318\/tx\/cedar-hill\/tri-city-animal-shelter-tx401\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Cattle Dog,Mixed Breed,,,,,,Young,Male,Medium,,,,,,,,,,,,,,,,,Bubba,,48488622,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739318\/1\/?bust=1629580671&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739318\/1\/?bust=1629580671&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739318\/1\/?bust=1629580671&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739318\/1\/?bust=1629580671,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739318\/1\/?bust=1629580671&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739318\/1\/?bust=1629580671&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739318\/1\/?bust=1629580671&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739318\/1\/?bust=1629580671,adoptable,2021-08-21T21:06:50+0000,2021-08-21T21:06:50+0000,,tricities@cedarhilltx.com,(972) 291-5335,1150 E. Pleasant Run Rd.,,Cedar Hill,TX,75104,US,\/v2\/animals\/52739318,\/v2\/types\/dog,\/v2\/organizations\/tx401,,,,,,,,,,,,,,,,,,,,,
52739319,OK149,https:\/\/www.petfinder.com\/dog\/mofongo-52739319\/ok\/norman\/second-chance-animal-sanctuary-ok149\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Mixed Breed,,,,,,,Baby,Female,Small,,,,,,,,,,,,,,,,,Mofongo,,48490925,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739319\/1\/?bust=1629580680&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739319\/1\/?bust=1629580680&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739319\/1\/?bust=1629580680&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739319\/1\/?bust=1629580680,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739319\/1\/?bust=1629580680&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739319\/1\/?bust=1629580680&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739319\/1\/?bust=1629580680&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739319\/1\/?bust=1629580680,adoptable,2021-08-21T21:06:50+0000,2021-08-21T21:06:50+0000,,normansecondchance@gmail.com,(405) 321-1915,4500 24th Ave NW,,Norman,OK,73070,US,\/v2\/animals\/52739319,\/v2\/types\/dog,\/v2\/organizations\/ok149,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739319\/2\/?bust=1629580681&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739319\/2\/?bust=1629580681&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739319\/2\/?bust=1629580681&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739319\/2\/?bust=1629580681,,,,,,,,,,,,,,,,,
52739317,TX401,https:\/\/www.petfinder.com\/dog\/maui-52739317\/tx\/cedar-hill\/tri-city-animal-shelter-tx401\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Siberian Husky,Labrador Retriever,,,,,,Young,Male,Medium,,,,,,,,,,,,,,,,,Maui,,48493751,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739317\/1\/?bust=1629580678&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739317\/1\/?bust=1629580678&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739317\/1\/?bust=1629580678&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739317\/1\/?bust=1629580678,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739317\/1\/?bust=1629580678&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739317\/1\/?bust=1629580678&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739317\/1\/?bust=1629580678&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739317\/1\/?bust=1629580678,adoptable,2021-08-21T21:06:50+0000,2021-08-21T21:06:50+0000,,tricities@cedarhilltx.com,(972) 291-5335,1150 E. Pleasant Run Rd.,,Cedar Hill,TX,75104,US,\/v2\/animals\/52739317,\/v2\/types\/dog,\/v2\/organizations\/tx401,,,,,,,,,,,,,,,,,,,,,
52739312,NM25,https:\/\/www.petfinder.com\/cat\/django-52739312\/nm\/ruidoso\/humane-society-of-lincoln-county-nm25\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Male,Small,,,,,,,,,,,,,,,,,DJango,,48134865,,,,,,,,,adoptable,2021-08-21T21:06:47+0000,2021-08-21T21:06:47+0000,,sheltermgr@hslcnm.org,(575) 257-9841,422 Gavilan Canyon Road,,Ruidoso,NM,88345,US,\/v2\/animals\/52739312,\/v2\/types\/cat,\/v2\/organizations\/nm25,,,,,,,,,,,,,,,,,,,,,
52739313,NM25,https:\/\/www.petfinder.com\/cat\/sasha-52739313\/nm\/ruidoso\/humane-society-of-lincoln-county-nm25\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Female,Small,,,,,,,,,,,,,,,,,Sasha,,48347102,,,,,,,,,adoptable,2021-08-21T21:06:47+0000,2021-08-21T21:06:47+0000,,sheltermgr@hslcnm.org,(575) 257-9841,422 Gavilan Canyon Road,,Ruidoso,NM,88345,US,\/v2\/animals\/52739313,\/v2\/types\/cat,\/v2\/organizations\/nm25,,,,,,,,,,,,,,,,,,,,,
52739314,NM25,https:\/\/www.petfinder.com\/cat\/pockets-52739314\/nm\/ruidoso\/humane-society-of-lincoln-county-nm25\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Male,Small,,,,,,,,,,,,,,,,,Pockets,,48134860,,,,,,,,,adoptable,2021-08-21T21:06:47+0000,2021-08-21T21:06:47+0000,,sheltermgr@hslcnm.org,(575) 257-9841,422 Gavilan Canyon Road,,Ruidoso,NM,88345,US,\/v2\/animals\/52739314,\/v2\/types\/cat,\/v2\/organizations\/nm25,,,,,,,,,,,,,,,,,,,,,
52739315,NM25,https:\/\/www.petfinder.com\/cat\/oscar-g-52739315\/nm\/ruidoso\/humane-society-of-lincoln-county-nm25\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Adult,Male,Medium,,,,,,,,,,,,,,,,,Oscar G,,48230404,,,,,,,,,adoptable,2021-08-21T21:06:47+0000,2021-08-21T21:06:47+0000,,sheltermgr@hslcnm.org,(575) 257-9841,422 Gavilan Canyon Road,,Ruidoso,NM,88345,US,\/v2\/animals\/52739315,\/v2\/types\/cat,\/v2\/organizations\/nm25,,,,,,,,,,,,,,,,,,,,,
