id,organization_id,url,type,species,breeds/primary,breeds/secondary,breeds/mixed,breeds/unknown,colors/primary,colors/secondary,colors/tertiary,age,gender,size,coat,attributes/spayed_neutered,attributes/house_trained,attributes/declawed,attributes/special_needs,attributes/shots_current,environment/children,environment/dogs,environment/cats,name,description,organization_animal_id,photos/0/small,photos/0/medium,photos/0/large,photos/0/full,primary_photo_cropped/small,primary_photo_cropped/medium,primary_photo_cropped/large,primary_photo_cropped/full,status,status_changed_at,published_at,distance,contact/email,contact/phone,contact/address/address1,contact/address/address2,contact/address/city,contact/address/state,contact/address/postcode,contact/address/country,_links/self/href,_links/type/href,_links/organization/href,photos/1/small,photos/1/medium,photos/1/large,photos/1/full,photos/2/small,photos/2/medium,photos/2/large,photos/2/full,primary_photo_cropped
52742334,NJ44,https:\/\/www.petfinder.com\/cat\/orca-52742334\/nj\/vineland\/south-jersey-regional-animal-shelter-nj44\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Adult,Female,Medium,,,,,,,,,,Orca,For more information about this animal or our adoption process please visit our website at SouthJerseyRegionalAnimalShelter.org,S49547,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742334\/1\/?bust=1629627683&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742334\/1\/?bust=1629627683&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742334\/1\/?bust=1629627683&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742334\/1\/?bust=1629627683,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742334\/1\/?bust=1629627683&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742334\/1\/?bust=1629627683&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742334\/1\/?bust=1629627683&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742334\/1\/?bust=1629627683,adoptable,2021-08-22T10:08:12+0000,2021-08-22T10:08:12+0000,,adoptions@southjerseyregionalanimalshelter.org,(856) 691-1500,1244 North Delsea Drive,,Vineland,NJ,08360,US,\/v2\/animals\/52742334,\/v2\/types\/cat,\/v2\/organizations\/nj44,,,,,,,,,
52742336,NJ44,https:\/\/www.petfinder.com\/cat\/cassidy-52742336\/nj\/vineland\/south-jersey-regional-animal-shelter-nj44\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Adult,Female,Medium,,,,,,,,,,Cassidy,For more information about this animal or our adoption process please visit our website at SouthJerseyRegionalAnimalShelter.org,S51655,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742336\/1\/?bust=1629627679&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742336\/1\/?bust=1629627679&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742336\/1\/?bust=1629627679&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742336\/1\/?bust=1629627679,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742336\/1\/?bust=1629627679&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742336\/1\/?bust=1629627679&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742336\/1\/?bust=1629627679&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742336\/1\/?bust=1629627679,adoptable,2021-08-22T10:08:12+0000,2021-08-22T10:08:12+0000,,adoptions@southjerseyregionalanimalshelter.org,(856) 691-1500,1244 North Delsea Drive,,Vineland,NJ,08360,US,\/v2\/animals\/52742336,\/v2\/types\/cat,\/v2\/organizations\/nj44,,,,,,,,,
52742337,NJ44,https:\/\/www.petfinder.com\/cat\/blaze-52742337\/nj\/vineland\/south-jersey-regional-animal-shelter-nj44\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Male,Small,,,,,,,,,,Blaze,For more information about this animal or our adoption process please visit our website at SouthJerseyRegionalAnimalShelter.org,S49547b,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742337\/1\/?bust=1629627655&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742337\/1\/?bust=1629627655&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742337\/1\/?bust=1629627655&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742337\/1\/?bust=1629627655,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742337\/1\/?bust=1629627655&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742337\/1\/?bust=1629627655&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742337\/1\/?bust=1629627655&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742337\/1\/?bust=1629627655,adoptable,2021-08-22T10:08:12+0000,2021-08-22T10:08:12+0000,,adoptions@southjerseyregionalanimalshelter.org,(856) 691-1500,1244 North Delsea Drive,,Vineland,NJ,08360,US,\/v2\/animals\/52742337,\/v2\/types\/cat,\/v2\/organizations\/nj44,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742337\/2\/?bust=1629627676&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742337\/2\/?bust=1629627676&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742337\/2\/?bust=1629627676&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742337\/2\/?bust=1629627676,,,,,
52742335,NJ44,https:\/\/www.petfinder.com\/cat\/pete-52742335\/nj\/vineland\/south-jersey-regional-animal-shelter-nj44\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Male,Small,,,,,,,,,,Pete,For more information about this animal or our adoption process please visit our website at SouthJerseyRegionalAnimalShelter.org,S49547c,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742335\/1\/?bust=1629627675&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742335\/1\/?bust=1629627675&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742335\/1\/?bust=1629627675&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742335\/1\/?bust=1629627675,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742335\/1\/?bust=1629627675&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742335\/1\/?bust=1629627675&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742335\/1\/?bust=1629627675&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742335\/1\/?bust=1629627675,adoptable,2021-08-22T10:08:12+0000,2021-08-22T10:08:12+0000,,adoptions@southjerseyregionalanimalshelter.org,(856) 691-1500,1244 North Delsea Drive,,Vineland,NJ,08360,US,\/v2\/animals\/52742335,\/v2\/types\/cat,\/v2\/organizations\/nj44,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742335\/2\/?bust=1629627696&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742335\/2\/?bust=1629627696&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742335\/2\/?bust=1629627696&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742335\/2\/?bust=1629627696,,,,,
52742339,NJ44,https:\/\/www.petfinder.com\/cat\/blitz-52742339\/nj\/vineland\/south-jersey-regional-animal-shelter-nj44\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Male,Small,,,,,,,,,,Blitz,For more information about this animal or our adoption process please visit our website at SouthJerseyRegionalAnimalShelter.org,S51656a,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742339\/1\/?bust=1629627735&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742339\/1\/?bust=1629627735&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742339\/1\/?bust=1629627735&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742339\/1\/?bust=1629627735,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742339\/1\/?bust=1629627735&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742339\/1\/?bust=1629627735&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742339\/1\/?bust=1629627735&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742339\/1\/?bust=1629627735,adoptable,2021-08-22T10:08:12+0000,2021-08-22T10:08:12+0000,,adoptions@southjerseyregionalanimalshelter.org,(856) 691-1500,1244 North Delsea Drive,,Vineland,NJ,08360,US,\/v2\/animals\/52742339,\/v2\/types\/cat,\/v2\/organizations\/nj44,,,,,,,,,
52742338,NJ44,https:\/\/www.petfinder.com\/cat\/fuzzy-52742338\/nj\/vineland\/south-jersey-regional-animal-shelter-nj44\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Adult,Male,Medium,,,,,,,,,,Fuzzy,For more information about this animal or our adoption process please visit our website at SouthJerseyRegionalAnimalShelter.org,R202124492449,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742338\/1\/?bust=1629627730&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742338\/1\/?bust=1629627730&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742338\/1\/?bust=1629627730&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742338\/1\/?bust=1629627730,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742338\/1\/?bust=1629627730&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742338\/1\/?bust=1629627730&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742338\/1\/?bust=1629627730&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742338\/1\/?bust=1629627730,adoptable,2021-08-22T10:08:12+0000,2021-08-22T10:08:12+0000,,adoptions@southjerseyregionalanimalshelter.org,(856) 691-1500,1244 North Delsea Drive,,Vineland,NJ,08360,US,\/v2\/animals\/52742338,\/v2\/types\/cat,\/v2\/organizations\/nj44,,,,,,,,,
52742332,FL819,https:\/\/www.petfinder.com\/dog\/snowy-52742332\/fl\/st-augustine\/s-dot-af-dot-e-pet-rescue-of-northeast-florida-fl819\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Maltese,Poodle,,,,,,Senior,Male,Small,,,,,,,,,,Snowy,Interested in adopting this pet? Call 904-325-0196 or email rnordan_se1@comcast.net,A14574,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742332\/1\/?bust=1629627631&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742332\/1\/?bust=1629627631&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742332\/1\/?bust=1629627631&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742332\/1\/?bust=1629627631,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742332\/1\/?bust=1629627631&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742332\/1\/?bust=1629627631&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742332\/1\/?bust=1629627631&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742332\/1\/?bust=1629627631,adoptable,2021-08-22T10:08:05+0000,2021-08-22T10:08:05+0000,,Rnordan_se1@comcast.net,904-325-0196 ,P.O. Box 840215,6101 A1A S,St. Augustine,FL,32084,US,\/v2\/animals\/52742332,\/v2\/types\/dog,\/v2\/organizations\/fl819,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742332\/2\/?bust=1629627598&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742332\/2\/?bust=1629627598&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742332\/2\/?bust=1629627598&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742332\/2\/?bust=1629627598,,,,,
52742302,TX478,https:\/\/www.petfinder.com\/cat\/newton-52742302\/tx\/new-braunfels\/humane-society-of-new-braunfels-area-tx478\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Medium Hair,,,,,,,Baby,Male,Small,,,,,,,,,,Newton,"HSNBA lists all animals online from the moment of intake, and our listings are updated automatically every midnight. Some of...",HSC20211435,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742302\/1\/?bust=1629627594&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742302\/1\/?bust=1629627594&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742302\/1\/?bust=1629627594&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742302\/1\/?bust=1629627594,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742302\/1\/?bust=1629627594&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742302\/1\/?bust=1629627594&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742302\/1\/?bust=1629627594&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742302\/1\/?bust=1629627594,adoptable,2021-08-22T10:06:30+0000,2021-08-22T10:06:30+0000,,adoption@hsnba.org,(830) 629-5287,3353 Morningside Drive,,New Braunfels,TX,78132,US,\/v2\/animals\/52742302,\/v2\/types\/cat,\/v2\/organizations\/tx478,,,,,,,,,
52742308,TX478,https:\/\/www.petfinder.com\/dog\/greggo-52742308\/tx\/new-braunfels\/humane-society-of-new-braunfels-area-tx478\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Shepherd,,,,,,,Young,Male,Large,,,,,,,,,,Greggo,"HSNBA lists all animals online from the moment of intake, and our listings are updated automatically every midnight. Some of...",CCD20211638,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742308\/1\/?bust=1629627606&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742308\/1\/?bust=1629627606&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742308\/1\/?bust=1629627606&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742308\/1\/?bust=1629627606,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742308\/1\/?bust=1629627606&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742308\/1\/?bust=1629627606&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742308\/1\/?bust=1629627606&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742308\/1\/?bust=1629627606,adoptable,2021-08-22T10:06:30+0000,2021-08-22T10:06:30+0000,,adoption@hsnba.org,(830) 629-5287,3353 Morningside Drive,,New Braunfels,TX,78132,US,\/v2\/animals\/52742308,\/v2\/types\/dog,\/v2\/organizations\/tx478,,,,,,,,,
52742304,TX478,https:\/\/www.petfinder.com\/cat\/titan-52742304\/tx\/new-braunfels\/humane-society-of-new-braunfels-area-tx478\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Male,Small,,,,,,,,,,Titan,"HSNBA lists all animals online from the moment of intake, and our listings are updated automatically every midnight. Some of...",HSC20211354,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742304\/1\/?bust=1629627609&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742304\/1\/?bust=1629627609&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742304\/1\/?bust=1629627609&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742304\/1\/?bust=1629627609,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742304\/1\/?bust=1629627609&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742304\/1\/?bust=1629627609&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742304\/1\/?bust=1629627609&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742304\/1\/?bust=1629627609,adoptable,2021-08-22T10:06:30+0000,2021-08-22T10:06:30+0000,,adoption@hsnba.org,(830) 629-5287,3353 Morningside Drive,,New Braunfels,TX,78132,US,\/v2\/animals\/52742304,\/v2\/types\/cat,\/v2\/organizations\/tx478,,,,,,,,,
