id,organization_id,url,type,species,breeds/primary,breeds/secondary,breeds/mixed,breeds/unknown,colors/primary,colors/secondary,colors/tertiary,age,gender,size,coat,attributes/spayed_neutered,attributes/house_trained,attributes/declawed,attributes/special_needs,attributes/shots_current,environment/children,environment/dogs,environment/cats,name,description,organization_animal_id,photos/0/small,photos/0/medium,photos/0/large,photos/0/full,primary_photo_cropped/small,primary_photo_cropped/medium,primary_photo_cropped/large,primary_photo_cropped/full,status,status_changed_at,published_at,distance,contact/email,contact/phone,contact/address/address1,contact/address/address2,contact/address/city,contact/address/state,contact/address/postcode,contact/address/country,_links/self/href,_links/type/href,_links/organization/href,photos/1/small,photos/1/medium,photos/1/large,photos/1/full,photos/2/small,photos/2/medium,photos/2/large,photos/2/full,photos/3/small,photos/3/medium,photos/3/large,photos/3/full,photos/4/small,photos/4/medium,photos/4/large,photos/4/full,photos/5/small,photos/5/medium,photos/5/large,photos/5/full
52742296,AR77,https:\/\/www.petfinder.com\/dog\/sally-ann-52742296\/ar\/little-rock\/little-rock-animal-services-lras-ar77\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Rhodesian Ridgeback,Hound,,,,,,Adult,Female,Medium,,,,,,,,,,Sally Ann,"Very sweet and affectionate. Housebroken...will not use the bathroom in her kennel!If unaltered, will be scheduled for spay\/neuter before leaving...",58318,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/1\/?bust=1629627618&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/1\/?bust=1629627618&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/1\/?bust=1629627618&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/1\/?bust=1629627618,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/1\/?bust=1629627618&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/1\/?bust=1629627618&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/1\/?bust=1629627618&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/1\/?bust=1629627618,adoptable,2021-08-22T10:06:28+0000,2021-08-22T10:06:28+0000,,troark@littlerock.gov,(501) 376-3067,4500 S. Kramer St.,,Little Rock,AR,72206,US,\/v2\/animals\/52742296,\/v2\/types\/dog,\/v2\/organizations\/ar77,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/2\/?bust=1629627603&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/2\/?bust=1629627603&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/2\/?bust=1629627603&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/2\/?bust=1629627603,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/3\/?bust=1629627612&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/3\/?bust=1629627612&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/3\/?bust=1629627612&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/3\/?bust=1629627612,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/4\/?bust=1629627653&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/4\/?bust=1629627653&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/4\/?bust=1629627653&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/4\/?bust=1629627653,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/5\/?bust=1629627570&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/5\/?bust=1629627570&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/5\/?bust=1629627570&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742296\/5\/?bust=1629627570,,,,
52742297,AR77,https:\/\/www.petfinder.com\/dog\/tory-52742297\/ar\/little-rock\/little-rock-animal-services-lras-ar77\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Labrador Retriever,Anatolian Shepherd,,,,,,Young,Male,Large,,,,,,,,,,Tory,"If unaltered, will be scheduled for spay\/neuter before leaving LRAV. To see all our animals, click here. For adoption or...",58664,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742297\/1\/?bust=1629627582&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742297\/1\/?bust=1629627582&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742297\/1\/?bust=1629627582&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742297\/1\/?bust=1629627582,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742297\/1\/?bust=1629627582&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742297\/1\/?bust=1629627582&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742297\/1\/?bust=1629627582&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742297\/1\/?bust=1629627582,adoptable,2021-08-22T10:06:28+0000,2021-08-22T10:06:28+0000,,troark@littlerock.gov,(501) 376-3067,4500 S. Kramer St.,,Little Rock,AR,72206,US,\/v2\/animals\/52742297,\/v2\/types\/dog,\/v2\/organizations\/ar77,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742297\/2\/?bust=1629627583&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742297\/2\/?bust=1629627583&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742297\/2\/?bust=1629627583&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742297\/2\/?bust=1629627583,,,,,,,,,,,,,,,,
52742294,AR77,https:\/\/www.petfinder.com\/dog\/palmer-52742294\/ar\/little-rock\/little-rock-animal-services-lras-ar77\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Rottweiler,,,,,,,Adult,Male,Extra Large,,,,,,,,,,Palmer,"If unaltered, will be scheduled for spay\/neuter before leaving LRAV. To see all our animals, click here. For adoption or...",58795,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742294\/1\/?bust=1629627581&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742294\/1\/?bust=1629627581&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742294\/1\/?bust=1629627581&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742294\/1\/?bust=1629627581,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742294\/1\/?bust=1629627581&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742294\/1\/?bust=1629627581&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742294\/1\/?bust=1629627581&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742294\/1\/?bust=1629627581,adoptable,2021-08-22T10:06:28+0000,2021-08-22T10:06:28+0000,,troark@littlerock.gov,(501) 376-3067,4500 S. Kramer St.,,Little Rock,AR,72206,US,\/v2\/animals\/52742294,\/v2\/types\/dog,\/v2\/organizations\/ar77,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742294\/2\/?bust=1629627615&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742294\/2\/?bust=1629627615&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742294\/2\/?bust=1629627615&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742294\/2\/?bust=1629627615,,,,,,,,,,,,,,,,
52742298,AR77,https:\/\/www.petfinder.com\/dog\/ivory-52742298\/ar\/little-rock\/little-rock-animal-services-lras-ar77\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Shepherd,Labrador Retriever,,,,,,Young,Female,Medium,,,,,,,,,,Ivory,"If unaltered, will be scheduled for spay\/neuter before leaving LRAV. To see all our animals, click here. For adoption or...",58631,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742298\/1\/?bust=1629627580&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742298\/1\/?bust=1629627580&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742298\/1\/?bust=1629627580&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742298\/1\/?bust=1629627580,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742298\/1\/?bust=1629627580&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742298\/1\/?bust=1629627580&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742298\/1\/?bust=1629627580&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742298\/1\/?bust=1629627580,adoptable,2021-08-22T10:06:28+0000,2021-08-22T10:06:28+0000,,troark@littlerock.gov,(501) 376-3067,4500 S. Kramer St.,,Little Rock,AR,72206,US,\/v2\/animals\/52742298,\/v2\/types\/dog,\/v2\/organizations\/ar77,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742298\/2\/?bust=1629627605&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742298\/2\/?bust=1629627605&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742298\/2\/?bust=1629627605&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742298\/2\/?bust=1629627605,,,,,,,,,,,,,,,,
52742292,IL68,https:\/\/www.petfinder.com\/dog\/halo-52742292\/il\/belleville\/belleville-area-humane-society-il68\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Mixed Breed,,,,,,,Adult,Female,Medium,,,,,,,,,,Halo,"Hi, I&amp;#39;m Halo! I am a sweet two year old girl. I have great and expressive ears. I once was...",S2021349,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742292\/1\/?bust=1629627580&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742292\/1\/?bust=1629627580&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742292\/1\/?bust=1629627580&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742292\/1\/?bust=1629627580,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742292\/1\/?bust=1629627580&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742292\/1\/?bust=1629627580&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742292\/1\/?bust=1629627580&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742292\/1\/?bust=1629627580,adoptable,2021-08-22T10:06:19+0000,2021-08-22T10:06:19+0000,,admin@bahspets.org,(618) 235-3712,1301 South 11th Street,,Belleville,IL,62226,US,\/v2\/animals\/52742292,\/v2\/types\/dog,\/v2\/organizations\/il68,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742292\/2\/?bust=1629627638&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742292\/2\/?bust=1629627638&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742292\/2\/?bust=1629627638&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742292\/2\/?bust=1629627638,,,,,,,,,,,,,,,,
52742291,IL68,https:\/\/www.petfinder.com\/dog\/yui-52742291\/il\/belleville\/belleville-area-humane-society-il68\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Mixed Breed,,,,,,,Young,Female,Large,,,,,,,,,,Yui,"Hi, I&amp;#39;m Yui! It&amp;#39;s pronounced like you-eee! I am a sweet girl and I LOVE LOVE LOVE other dogs. I...",S2021354,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742291\/1\/?bust=1629627579&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742291\/1\/?bust=1629627579&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742291\/1\/?bust=1629627579&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742291\/1\/?bust=1629627579,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742291\/1\/?bust=1629627579&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742291\/1\/?bust=1629627579&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742291\/1\/?bust=1629627579&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742291\/1\/?bust=1629627579,adoptable,2021-08-22T10:06:19+0000,2021-08-22T10:06:19+0000,,admin@bahspets.org,(618) 235-3712,1301 South 11th Street,,Belleville,IL,62226,US,\/v2\/animals\/52742291,\/v2\/types\/dog,\/v2\/organizations\/il68,,,,,,,,,,,,,,,,,,,,
52742290,VT22,https:\/\/www.petfinder.com\/cat\/mickey-52742290\/vt\/st-albans\/franklin-county-animal-rescue-vt22\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Young,Male,Medium,,,,,,,,,,Mickey,"Mickey is a wonderful young boy who loves to cuddle, but he needs a little time to get to know...",N21Y051,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742290\/1\/?bust=1629627567&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742290\/1\/?bust=1629627567&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742290\/1\/?bust=1629627567&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742290\/1\/?bust=1629627567,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742290\/1\/?bust=1629627567&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742290\/1\/?bust=1629627567&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742290\/1\/?bust=1629627567&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742290\/1\/?bust=1629627567,adoptable,2021-08-22T10:06:18+0000,2021-08-22T10:06:18+0000,,info@fcarpets.org,(802) 524-9650,30 Sunset Meadow,,St. Albans,VT,05478,US,\/v2\/animals\/52742290,\/v2\/types\/cat,\/v2\/organizations\/vt22,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742290\/2\/?bust=1629627617&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742290\/2\/?bust=1629627617&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742290\/2\/?bust=1629627617&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742290\/2\/?bust=1629627617,,,,,,,,,,,,,,,,
52742289,VT22,https:\/\/www.petfinder.com\/cat\/lagertha-52742289\/vt\/st-albans\/franklin-county-animal-rescue-vt22\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Siamese,,,,,,,Young,Female,Medium,,,,,,,,,,Lagertha,"Lagertha is such a wonderful lady who was a wonderful mother to her kittens. They&amp;#39;re all grown up now, so...",U21Y054,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742289\/1\/?bust=1629627580&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742289\/1\/?bust=1629627580&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742289\/1\/?bust=1629627580&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742289\/1\/?bust=1629627580,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742289\/1\/?bust=1629627580&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742289\/1\/?bust=1629627580&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742289\/1\/?bust=1629627580&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742289\/1\/?bust=1629627580,adoptable,2021-08-22T10:06:18+0000,2021-08-22T10:06:18+0000,,info@fcarpets.org,(802) 524-9650,30 Sunset Meadow,,St. Albans,VT,05478,US,\/v2\/animals\/52742289,\/v2\/types\/cat,\/v2\/organizations\/vt22,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742289\/2\/?bust=1629627570&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742289\/2\/?bust=1629627570&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742289\/2\/?bust=1629627570&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742289\/2\/?bust=1629627570,,,,,,,,,,,,,,,,
52742288,VT22,https:\/\/www.petfinder.com\/cat\/cuervo-52742288\/vt\/st-albans\/franklin-county-animal-rescue-vt22\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Long Hair,,,,,,,Young,Female,Medium,,,,,,,,,,Cuervo,Very friendly! Cuervo is such a sweet lady who loves people and she loves to cuddle. At only about a...,U21Y061,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742288\/1\/?bust=1629627649&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742288\/1\/?bust=1629627649&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742288\/1\/?bust=1629627649&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742288\/1\/?bust=1629627649,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742288\/1\/?bust=1629627649&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742288\/1\/?bust=1629627649&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742288\/1\/?bust=1629627649&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742288\/1\/?bust=1629627649,adoptable,2021-08-22T10:06:18+0000,2021-08-22T10:06:18+0000,,info@fcarpets.org,(802) 524-9650,30 Sunset Meadow,,St. Albans,VT,05478,US,\/v2\/animals\/52742288,\/v2\/types\/cat,\/v2\/organizations\/vt22,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742288\/2\/?bust=1629627582&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742288\/2\/?bust=1629627582&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742288\/2\/?bust=1629627582&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742288\/2\/?bust=1629627582,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742288\/3\/?bust=1629627575&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742288\/3\/?bust=1629627575&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742288\/3\/?bust=1629627575&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742288\/3\/?bust=1629627575,,,,,,,,,,,,
52742283,NC552,https:\/\/www.petfinder.com\/cat\/appa-in-foster-52742283\/nc\/pittsboro\/goathouse-refuge-inc-nc552\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Male,Medium,,,,,,,,,,Appa (in foster),Approx. DOB: 05\/30\/2021,F2021136,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742283\/1\/?bust=1629627575&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742283\/1\/?bust=1629627575&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742283\/1\/?bust=1629627575&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742283\/1\/?bust=1629627575,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742283\/1\/?bust=1629627575&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742283\/1\/?bust=1629627575&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742283\/1\/?bust=1629627575&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742283\/1\/?bust=1629627575,adoptable,2021-08-22T10:05:42+0000,2021-08-22T10:05:42+0000,,goathouserefugeoffice@gmail.com,(919) 542-6815,680 Alton Alston Road,,Pittsboro,NC,27312,US,\/v2\/animals\/52742283,\/v2\/types\/cat,\/v2\/organizations\/nc552,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742283\/2\/?bust=1629627597&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742283\/2\/?bust=1629627597&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742283\/2\/?bust=1629627597&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742283\/2\/?bust=1629627597,,,,,,,,,,,,,,,,
