id,organization_id,url,type,species,breeds/primary,breeds/secondary,breeds/mixed,breeds/unknown,colors/primary,colors/secondary,colors/tertiary,age,gender,size,coat,attributes/spayed_neutered,attributes/house_trained,attributes/declawed,attributes/special_needs,attributes/shots_current,environment/children,environment/dogs,environment/cats,name,description,organization_animal_id,photos/0/small,photos/0/medium,photos/0/large,photos/0/full,photos/1/small,photos/1/medium,photos/1/large,photos/1/full,primary_photo_cropped/small,primary_photo_cropped/medium,primary_photo_cropped/large,primary_photo_cropped/full,status,status_changed_at,published_at,distance,contact/email,contact/phone,contact/address/address1,contact/address/address2,contact/address/city,contact/address/state,contact/address/postcode,contact/address/country,_links/self/href,_links/type/href,_links/organization/href,photos/2/small,photos/2/medium,photos/2/large,photos/2/full
52742410,CO489,https:\/\/www.petfinder.com\/dog\/mama-heaven-puppy-daphne-52742410\/co\/lakewood\/moms-and-mutts-colorado-rescue-for-pregnant-and-nursing-dogs-co489\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Great Pyrenees,,,,"Tricolor (Brown, Black, & White)",,,Baby,Female,Medium,,,,,,,,,,Mama Heaven Puppy - Daphne,"*In order to protect our puppies, we do not allow puppies to attend open events until they have a minimum...",ps_1180174-192495,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742410\/1\/?bust=1629628160&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742410\/1\/?bust=1629628160&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742410\/1\/?bust=1629628160&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742410\/1\/?bust=1629628160,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742410\/2\/?bust=1629628156&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742410\/2\/?bust=1629628156&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742410\/2\/?bust=1629628156&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742410\/2\/?bust=1629628156,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742410\/1\/?bust=1629628160&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742410\/1\/?bust=1629628160&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742410\/1\/?bust=1629628160&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742410\/1\/?bust=1629628160,adoptable,2021-08-22T10:18:43+0000,2021-08-22T10:18:43+0000,,Info@mamcorescue.org,(720) 532-1668,,,Lakewood,CO,80227,US,\/v2\/animals\/52742410,\/v2\/types\/dog,\/v2\/organizations\/co489,,,,
52742429,CO489,https:\/\/www.petfinder.com\/dog\/mama-sophie-puppy-floof-52742429\/co\/lakewood\/moms-and-mutts-colorado-rescue-for-pregnant-and-nursing-dogs-co489\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Shih Tzu,Chihuahua,,,,,,Baby,Female,Medium,,,,,,,,,,Mama Sophie Puppy - Floof,"*In order to protect our puppies, we do not allow puppies to attend open events until they have a minimum...",ps_1178837-192495,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742429\/1\/?bust=1629628154&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742429\/1\/?bust=1629628154&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742429\/1\/?bust=1629628154&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742429\/1\/?bust=1629628154,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742429\/2\/?bust=1629628144&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742429\/2\/?bust=1629628144&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742429\/2\/?bust=1629628144&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742429\/2\/?bust=1629628144,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742429\/1\/?bust=1629628154&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742429\/1\/?bust=1629628154&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742429\/1\/?bust=1629628154&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742429\/1\/?bust=1629628154,adoptable,2021-08-22T10:18:43+0000,2021-08-22T10:18:43+0000,,Info@mamcorescue.org,(720) 532-1668,,,Lakewood,CO,80227,US,\/v2\/animals\/52742429,\/v2\/types\/dog,\/v2\/organizations\/co489,,,,
52742428,CO489,https:\/\/www.petfinder.com\/dog\/mama-zelda-pup-zaid-52742428\/co\/lakewood\/moms-and-mutts-colorado-rescue-for-pregnant-and-nursing-dogs-co489\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,German Shepherd Dog,Saint Bernard,,,,,,Baby,Male,Medium,,,,,,,,,,Mama Zelda Pup - Zaid,"*In order to protect our puppies, we do not allow puppies to attend open events until they have a minimum...",ps_1184036-192495,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742428\/1\/?bust=1629628153&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742428\/1\/?bust=1629628153&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742428\/1\/?bust=1629628153&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742428\/1\/?bust=1629628153,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742428\/2\/?bust=1629628155&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742428\/2\/?bust=1629628155&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742428\/2\/?bust=1629628155&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742428\/2\/?bust=1629628155,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742428\/1\/?bust=1629628153&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742428\/1\/?bust=1629628153&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742428\/1\/?bust=1629628153&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742428\/1\/?bust=1629628153,adoptable,2021-08-22T10:18:43+0000,2021-08-22T10:18:43+0000,,Info@mamcorescue.org,(720) 532-1668,,,Lakewood,CO,80227,US,\/v2\/animals\/52742428,\/v2\/types\/dog,\/v2\/organizations\/co489,,,,
52742406,CO489,https:\/\/www.petfinder.com\/dog\/furrst-loves-frida-52742406\/co\/lakewood\/moms-and-mutts-colorado-rescue-for-pregnant-and-nursing-dogs-co489\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Border Collie,Corgi,,,"Tricolor (Brown, Black, & White)",,,Baby,Female,Medium,,,,,,,,,,Furrst Loves - Frida,"*In order to protect our puppies, we do not allow puppies to attend open events until they have a minimum...",ps_69340064,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742406\/1\/?bust=1629628153&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742406\/1\/?bust=1629628153&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742406\/1\/?bust=1629628153&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742406\/1\/?bust=1629628153,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742406\/2\/?bust=1629628153&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742406\/2\/?bust=1629628153&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742406\/2\/?bust=1629628153&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742406\/2\/?bust=1629628153,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742406\/1\/?bust=1629628153&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742406\/1\/?bust=1629628153&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742406\/1\/?bust=1629628153&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742406\/1\/?bust=1629628153,adoptable,2021-08-22T10:18:43+0000,2021-08-22T10:18:43+0000,,Info@mamcorescue.org,(720) 532-1668,,,Lakewood,CO,80227,US,\/v2\/animals\/52742406,\/v2\/types\/dog,\/v2\/organizations\/co489,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742406\/3\/?bust=1629628155&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742406\/3\/?bust=1629628155&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742406\/3\/?bust=1629628155&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742406\/3\/?bust=1629628155
52742423,CO489,https:\/\/www.petfinder.com\/dog\/mama-heaven-puppy-perdita-52742423\/co\/lakewood\/moms-and-mutts-colorado-rescue-for-pregnant-and-nursing-dogs-co489\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Great Pyrenees,,,,"Tricolor (Brown, Black, & White)",,,Baby,Female,Medium,,,,,,,,,,Mama Heaven Puppy - Perdita,"*In order to protect our puppies, we do not allow puppies to attend open events until they have a minimum...",ps_1180175-192495,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742423\/1\/?bust=1629628154&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742423\/1\/?bust=1629628154&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742423\/1\/?bust=1629628154&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742423\/1\/?bust=1629628154,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742423\/2\/?bust=1629628155&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742423\/2\/?bust=1629628155&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742423\/2\/?bust=1629628155&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742423\/2\/?bust=1629628155,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742423\/1\/?bust=1629628154&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742423\/1\/?bust=1629628154&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742423\/1\/?bust=1629628154&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742423\/1\/?bust=1629628154,adoptable,2021-08-22T10:18:43+0000,2021-08-22T10:18:43+0000,,Info@mamcorescue.org,(720) 532-1668,,,Lakewood,CO,80227,US,\/v2\/animals\/52742423,\/v2\/types\/dog,\/v2\/organizations\/co489,,,,
52742419,CO489,https:\/\/www.petfinder.com\/dog\/mama-heaven-puppy-georgie-52742419\/co\/lakewood\/moms-and-mutts-colorado-rescue-for-pregnant-and-nursing-dogs-co489\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Great Pyrenees,,,,White \/ Cream,,,Baby,Male,Medium,,,,,,,,,,Mama Heaven Puppy - Georgie,"*In order to protect our puppies, we do not allow puppies to attend open events until they have a minimum...",ps_1180173-192495,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742419\/1\/?bust=1629628150&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742419\/1\/?bust=1629628150&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742419\/1\/?bust=1629628150&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742419\/1\/?bust=1629628150,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742419\/2\/?bust=1629628156&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742419\/2\/?bust=1629628156&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742419\/2\/?bust=1629628156&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742419\/2\/?bust=1629628156,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742419\/1\/?bust=1629628150&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742419\/1\/?bust=1629628150&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742419\/1\/?bust=1629628150&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742419\/1\/?bust=1629628150,adoptable,2021-08-22T10:18:43+0000,2021-08-22T10:18:43+0000,,Info@mamcorescue.org,(720) 532-1668,,,Lakewood,CO,80227,US,\/v2\/animals\/52742419,\/v2\/types\/dog,\/v2\/organizations\/co489,,,,
52742408,CO489,https:\/\/www.petfinder.com\/dog\/furrst-loves-frilly-52742408\/co\/lakewood\/moms-and-mutts-colorado-rescue-for-pregnant-and-nursing-dogs-co489\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Border Collie,Corgi,,,"Tricolor (Brown, Black, & White)",,,Baby,Female,Medium,,,,,,,,,,Furrst Loves - Frilly,"*In order to protect our puppies, we do not allow puppies to attend open events until they have a minimum...",ps_1187654-192495,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742408\/1\/?bust=1629628152&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742408\/1\/?bust=1629628152&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742408\/1\/?bust=1629628152&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742408\/1\/?bust=1629628152,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742408\/2\/?bust=1629628157&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742408\/2\/?bust=1629628157&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742408\/2\/?bust=1629628157&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742408\/2\/?bust=1629628157,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742408\/1\/?bust=1629628152&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742408\/1\/?bust=1629628152&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742408\/1\/?bust=1629628152&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742408\/1\/?bust=1629628152,adoptable,2021-08-22T10:18:43+0000,2021-08-22T10:18:43+0000,,Info@mamcorescue.org,(720) 532-1668,,,Lakewood,CO,80227,US,\/v2\/animals\/52742408,\/v2\/types\/dog,\/v2\/organizations\/co489,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742408\/3\/?bust=1629628150&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742408\/3\/?bust=1629628150&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742408\/3\/?bust=1629628150&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742408\/3\/?bust=1629628150
52742411,CO489,https:\/\/www.petfinder.com\/dog\/mama-zelda-pup-zander-52742411\/co\/lakewood\/moms-and-mutts-colorado-rescue-for-pregnant-and-nursing-dogs-co489\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,German Shepherd Dog,Saint Bernard,,,Brown \/ Chocolate,,,Baby,Male,Medium,,,,,,,,,,Mama Zelda Pup - Zander,"*In order to protect our puppies, we do not allow puppies to attend open events until they have a minimum...",ps_1184039-192495,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742411\/1\/?bust=1629628157&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742411\/1\/?bust=1629628157&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742411\/1\/?bust=1629628157&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742411\/1\/?bust=1629628157,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742411\/2\/?bust=1629628143&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742411\/2\/?bust=1629628143&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742411\/2\/?bust=1629628143&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742411\/2\/?bust=1629628143,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742411\/1\/?bust=1629628157&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742411\/1\/?bust=1629628157&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742411\/1\/?bust=1629628157&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742411\/1\/?bust=1629628157,adoptable,2021-08-22T10:18:43+0000,2021-08-22T10:18:43+0000,,Info@mamcorescue.org,(720) 532-1668,,,Lakewood,CO,80227,US,\/v2\/animals\/52742411,\/v2\/types\/dog,\/v2\/organizations\/co489,,,,
52742412,CO489,https:\/\/www.petfinder.com\/dog\/mama-zelda-pup-zion-52742412\/co\/lakewood\/moms-and-mutts-colorado-rescue-for-pregnant-and-nursing-dogs-co489\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,German Shepherd Dog,Saint Bernard,,,Brown \/ Chocolate,,,Baby,Male,Medium,,,,,,,,,,Mama Zelda Pup - Zion,"*In order to protect our puppies, we do not allow puppies to attend open events until they have a minimum...",ps_1184035-192495,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742412\/1\/?bust=1629628164&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742412\/1\/?bust=1629628164&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742412\/1\/?bust=1629628164&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742412\/1\/?bust=1629628164,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742412\/2\/?bust=1629628151&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742412\/2\/?bust=1629628151&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742412\/2\/?bust=1629628151&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742412\/2\/?bust=1629628151,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742412\/1\/?bust=1629628164&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742412\/1\/?bust=1629628164&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742412\/1\/?bust=1629628164&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742412\/1\/?bust=1629628164,adoptable,2021-08-22T10:18:43+0000,2021-08-22T10:18:43+0000,,Info@mamcorescue.org,(720) 532-1668,,,Lakewood,CO,80227,US,\/v2\/animals\/52742412,\/v2\/types\/dog,\/v2\/organizations\/co489,,,,
52742420,CO489,https:\/\/www.petfinder.com\/dog\/mama-heaven-puppy-small-fry-52742420\/co\/lakewood\/moms-and-mutts-colorado-rescue-for-pregnant-and-nursing-dogs-co489\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Great Pyrenees,,,,White \/ Cream,,,Baby,Female,Medium,,,,,,,,,,Mama Heaven Puppy - Small Fry,"*In order to protect our puppies, we do not allow puppies to attend open events until they have a minimum...",ps_83483219,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742420\/1\/?bust=1629628163&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742420\/1\/?bust=1629628163&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742420\/1\/?bust=1629628163&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742420\/1\/?bust=1629628163,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742420\/2\/?bust=1629628150&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742420\/2\/?bust=1629628150&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742420\/2\/?bust=1629628150&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742420\/2\/?bust=1629628150,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742420\/1\/?bust=1629628163&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742420\/1\/?bust=1629628163&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742420\/1\/?bust=1629628163&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742420\/1\/?bust=1629628163,adoptable,2021-08-22T10:18:43+0000,2021-08-22T10:18:43+0000,,Info@mamcorescue.org,(720) 532-1668,,,Lakewood,CO,80227,US,\/v2\/animals\/52742420,\/v2\/types\/dog,\/v2\/organizations\/co489,,,,
