id,organization_id,url,type,species,breeds/primary,breeds/secondary,breeds/mixed,breeds/unknown,colors/primary,colors/secondary,colors/tertiary,age,gender,size,coat,attributes/spayed_neutered,attributes/house_trained,attributes/declawed,attributes/special_needs,attributes/shots_current,environment/children,environment/dogs,environment/cats,name,description,organization_animal_id,photos/0/small,photos/0/medium,photos/0/large,photos/0/full,primary_photo_cropped/small,primary_photo_cropped/medium,primary_photo_cropped/large,primary_photo_cropped/full,status,status_changed_at,published_at,distance,contact/email,contact/phone,contact/address/address1,contact/address/address2,contact/address/city,contact/address/state,contact/address/postcode,contact/address/country,_links/self/href,_links/type/href,_links/organization/href,photos/1/small,photos/1/medium,photos/1/large,photos/1/full,photos/2/small,photos/2/medium,photos/2/large,photos/2/full,tags/0,tags/1,primary_photo_cropped,photos/3/small,photos/3/medium,photos/3/large,photos/3/full,photos/4/small,photos/4/medium,photos/4/large,photos/4/full,photos/5/small,photos/5/medium,photos/5/large,photos/5/full
52739100,PA802,https:\/\/www.petfinder.com\/cat\/pearl-52739100\/pa\/philadelphia\/animal-care-and-control-team-of-philadelphia-pa802\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Black,,,Baby,Male,Small,,,,,,,,,,Pearl,,ACCT-A-98391,,,,,,,,,adoptable,2021-08-21T20:45:18+0000,2021-08-21T20:45:18+0000,,adopt@acctphilly.org,(267) 385-3800,111 W. Hunting Park Ave.,,Philadelphia,PA,19140,US,\/v2\/animals\/52739100,\/v2\/types\/cat,\/v2\/organizations\/pa802,,,,,,,,,,,,,,,,,,,,,,,
52739101,PA802,https:\/\/www.petfinder.com\/cat\/flash-52739101\/pa\/philadelphia\/animal-care-and-control-team-of-philadelphia-pa802\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Gray \/ Blue \/ Silver,Black,,Baby,Male,Small,,,,,,,,,,Flash,,ACCT-A-98390,,,,,,,,,adoptable,2021-08-21T20:45:18+0000,2021-08-21T20:45:18+0000,,adopt@acctphilly.org,(267) 385-3800,111 W. Hunting Park Ave.,,Philadelphia,PA,19140,US,\/v2\/animals\/52739101,\/v2\/types\/cat,\/v2\/organizations\/pa802,,,,,,,,,Bonded,,,,,,,,,,,,,,
52739103,PA802,https:\/\/www.petfinder.com\/cat\/elliot-52739103\/pa\/philadelphia\/animal-care-and-control-team-of-philadelphia-pa802\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Brown \/ Chocolate,Black,,Adult,Male,Small,,,,,,,,,,Elliot,,ACCT-A-98393,,,,,,,,,adoptable,2021-08-21T20:45:18+0000,2021-08-21T20:45:18+0000,,adopt@acctphilly.org,(267) 385-3800,111 W. Hunting Park Ave.,,Philadelphia,PA,19140,US,\/v2\/animals\/52739103,\/v2\/types\/cat,\/v2\/organizations\/pa802,,,,,,,,,Bonded,,,,,,,,,,,,,,
52739106,PA802,https:\/\/www.petfinder.com\/dog\/emy-52739106\/pa\/philadelphia\/animal-care-and-control-team-of-philadelphia-pa802\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Mixed Breed,,,,Yellow \/ Tan \/ Blond \/ Fawn,White \/ Cream,,Adult,Female,Small,,,,,,,,,,Emy,,ACCT-A-98392,,,,,,,,,adoptable,2021-08-21T20:45:18+0000,2021-08-21T20:45:18+0000,,adopt@acctphilly.org,(267) 385-3800,111 W. Hunting Park Ave.,,Philadelphia,PA,19140,US,\/v2\/animals\/52739106,\/v2\/types\/dog,\/v2\/organizations\/pa802,,,,,,,,,Bonded,,,,,,,,,,,,,,
52739102,IN190,https:\/\/www.petfinder.com\/cat\/stevie-52739102\/in\/evansville\/vanderburgh-humane-society-in190\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Medium Hair,,,,Torbie,,,Baby,Female,Small,,,,,,,,,,Stevie,,VAN-A-35888,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739102\/1\/?bust=1629579388&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739102\/1\/?bust=1629579388&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739102\/1\/?bust=1629579388&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739102\/1\/?bust=1629579388,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739102\/1\/?bust=1629579388&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739102\/1\/?bust=1629579388&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739102\/1\/?bust=1629579388&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739102\/1\/?bust=1629579388,adoptable,2021-08-21T20:45:18+0000,2021-08-21T20:45:18+0000,,adoptions@vhslifesaver.org,(812) 426-2563,400 Millner Industrial Drive,,Evansville,IN,47710,US,\/v2\/animals\/52739102,\/v2\/types\/cat,\/v2\/organizations\/in190,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739102\/2\/?bust=1629579392&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739102\/2\/?bust=1629579392&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739102\/2\/?bust=1629579392&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739102\/2\/?bust=1629579392,,,,,,,,,,,,,,,,,,,
52739104,IN190,https:\/\/www.petfinder.com\/small-furry\/minion-52739104\/in\/evansville\/vanderburgh-humane-society-in190\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Small & Furry,Hamster,Hamster,,,,,,,Young,Male,Medium,,,,,,,,,,Minion,,VAN-A-36149,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739104\/1\/?bust=1629579385&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739104\/1\/?bust=1629579385&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739104\/1\/?bust=1629579385&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739104\/1\/?bust=1629579385,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739104\/1\/?bust=1629579385&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739104\/1\/?bust=1629579385&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739104\/1\/?bust=1629579385&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739104\/1\/?bust=1629579385,adoptable,2021-08-21T20:45:18+0000,2021-08-21T20:45:18+0000,,adoptions@vhslifesaver.org,(812) 426-2563,400 Millner Industrial Drive,,Evansville,IN,47710,US,\/v2\/animals\/52739104,\/v2\/types\/small-furry,\/v2\/organizations\/in190,,,,,,,,,,,,,,,,,,,,,,,
52739099,MO187,https:\/\/www.petfinder.com\/dog\/rosie-52739099\/mo\/columbia\/central-missouri-humane-society-mo187\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Mixed Breed,,,,White \/ Cream,Brown \/ Chocolate,,Baby,Female,Medium,,,,,,,,,,Rosie,"Rosie is a sweet little pup who loves to play with her sibs, cuddle, and spend lots of time outside...",CMHS-A-40875,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/1\/?bust=1629579406&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/1\/?bust=1629579406&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/1\/?bust=1629579406&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/1\/?bust=1629579406,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/1\/?bust=1629579406&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/1\/?bust=1629579406&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/1\/?bust=1629579406&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/1\/?bust=1629579406,adoptable,2021-08-21T20:45:18+0000,2021-08-21T20:45:18+0000,,staff@cmhspets.org,(573) 443-7387,616 Big Bear Blvd.,,Columbia,MO,65202,US,\/v2\/animals\/52739099,\/v2\/types\/dog,\/v2\/organizations\/mo187,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/2\/?bust=1629579394&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/2\/?bust=1629579394&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/2\/?bust=1629579394&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/2\/?bust=1629579394,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/3\/?bust=1629579409&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/3\/?bust=1629579409&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/3\/?bust=1629579409&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/3\/?bust=1629579409,two hundred Adoption Fee,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/4\/?bust=1629579410&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/4\/?bust=1629579410&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/4\/?bust=1629579410&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/4\/?bust=1629579410,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/5\/?bust=1629579393&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/5\/?bust=1629579393&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/5\/?bust=1629579393&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/5\/?bust=1629579393,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/6\/?bust=1629579386&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/6\/?bust=1629579386&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/6\/?bust=1629579386&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739099\/6\/?bust=1629579386
52739098,TN930,https:\/\/www.petfinder.com\/cat\/busa-52739098\/tn\/newport\/friends-animal-shelter-tn930\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Black,,,Baby,Male,Small,,,,,,,,,,Busa,"friendly playful kitten



apply at fashelter.com Choose Adopt Me or 3 lines at the top right on a mobile device...",FASC-A-1283,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/1\/?bust=1629579371&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/1\/?bust=1629579371&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/1\/?bust=1629579371&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/1\/?bust=1629579371,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/1\/?bust=1629579371&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/1\/?bust=1629579371&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/1\/?bust=1629579371&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/1\/?bust=1629579371,adoptable,2021-08-21T20:45:12+0000,2021-08-21T20:45:12+0000,,Friendssheltercockecounty@gmail.com,(423) 532-8475,420 Humane Way,,Newport,TN,37821,US,\/v2\/animals\/52739098,\/v2\/types\/cat,\/v2\/organizations\/tn930,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/2\/?bust=1629579371&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/2\/?bust=1629579371&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/2\/?bust=1629579371&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/2\/?bust=1629579371,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/3\/?bust=1629579374&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/3\/?bust=1629579374&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/3\/?bust=1629579374&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/3\/?bust=1629579374,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/4\/?bust=1629579378&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/4\/?bust=1629579378&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/4\/?bust=1629579378&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/4\/?bust=1629579378,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/5\/?bust=1629579374&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/5\/?bust=1629579374&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/5\/?bust=1629579374&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739098\/5\/?bust=1629579374,,,,
52739097,IN409,https:\/\/www.petfinder.com\/cat\/mario-52739097\/in\/shelbyville\/animal-outreach-of-shelby-county-in409\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Brown \/ Chocolate,,,Baby,Male,Small,,,,,,,,,,Mario,,AOSC-A-912,,,,,,,,,adoptable,2021-08-21T20:45:10+0000,2021-08-21T20:45:10+0000,,kmay@shelbypets.com,(317) 364-4227,,,Shelbyville,IN,46176,US,\/v2\/animals\/52739097,\/v2\/types\/cat,\/v2\/organizations\/in409,,,,,,,,,,,,,,,,,,,,,,,
52739096,AZ180,https:\/\/www.petfinder.com\/dog\/liberty-52739096\/az\/casa-grande\/valley-humane-society-inc-az180\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,German Shepherd Dog,,,,Brown \/ Chocolate,Black,,Young,Female,Medium,Medium,,,,,,,,,Liberty,"Liberty is a very sweet German Shepherd, just one year old.  She will make a wonderful addition to some lucky...",,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739096\/1\/?bust=1629578664&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739096\/1\/?bust=1629578664&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739096\/1\/?bust=1629578664&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739096\/1\/?bust=1629578664,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739096\/1\/?bust=1629578664&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739096\/1\/?bust=1629578664&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739096\/1\/?bust=1629578664&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739096\/1\/?bust=1629578664,adoptable,2021-08-21T20:44:26+0000,2021-08-21T20:44:26+0000,,vhsmail@valleyhumane.net,(520) 836-0904,15699 W. Aniceto Rd.,PO Box 10480,Casa Grande,AZ,85230,US,\/v2\/animals\/52739096,\/v2\/types\/dog,\/v2\/organizations\/az180,,,,,,,,,,,,,,,,,,,,,,,
