id,organization_id,url,type,species,breeds/primary,breeds/secondary,breeds/mixed,breeds/unknown,colors/primary,colors/secondary,colors/tertiary,age,gender,size,coat,attributes/spayed_neutered,attributes/house_trained,attributes/declawed,attributes/special_needs,attributes/shots_current,environment/children,environment/dogs,environment/cats,name,description,organization_animal_id,photos/0/small,photos/0/medium,photos/0/large,photos/0/full,primary_photo_cropped/small,primary_photo_cropped/medium,primary_photo_cropped/large,primary_photo_cropped/full,status,status_changed_at,published_at,distance,contact/email,contact/phone,contact/address/address1,contact/address/address2,contact/address/city,contact/address/state,contact/address/postcode,contact/address/country,_links/self/href,_links/type/href,_links/organization/href,photos/1/small,photos/1/medium,photos/1/large,photos/1/full,photos/2/small,photos/2/medium,photos/2/large,photos/2/full,primary_photo_cropped,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,photos/3/small,photos/3/medium,photos/3/large,photos/3/full,photos/4/small,photos/4/medium,photos/4/large,photos/4/full,photos/5/small,photos/5/medium,photos/5/large,photos/5/full
52742521,MD09,https:\/\/www.petfinder.com\/cat\/uncle-buck-52742521\/md\/chestertown\/humane-society-of-kent-county-maryland-md09\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Black & White \/ Tuxedo,,,Adult,Male,Medium,,,,,,,,,,Uncle Buck,"Uncle Buck is a sweet, older guy who loves nothing more than rubbing against your ankles. Despite his senior status,...",17146443-U2021106,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742521\/1\/?bust=1629632167&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742521\/1\/?bust=1629632167&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742521\/1\/?bust=1629632167&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742521\/1\/?bust=1629632167,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742521\/1\/?bust=1629632167&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742521\/1\/?bust=1629632167&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742521\/1\/?bust=1629632167&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742521\/1\/?bust=1629632167,adoptable,2021-08-22T10:39:36+0000,2021-08-22T10:39:36+0000,,info@kenthumane.org,,10720 Augustine Herman Hwy.,,Chestertown,MD,21620,US,\/v2\/animals\/52742521,\/v2\/types\/cat,\/v2\/organizations\/md09,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742521\/2\/?bust=1629632173&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742521\/2\/?bust=1629632173&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742521\/2\/?bust=1629632173&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742521\/2\/?bust=1629632173,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742521\/3\/?bust=1629632170&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742521\/3\/?bust=1629632170&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742521\/3\/?bust=1629632170&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742521\/3\/?bust=1629632170,,,,,,,,,,,,,,,,,,,,
52742520,MD09,https:\/\/www.petfinder.com\/dog\/gromit-52742520\/md\/chestertown\/humane-society-of-kent-county-maryland-md09\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Shih Tzu,Terrier,,,,,,Adult,Male,Small,,,,,,,,,,Gromit,.Animal meetings and adoptions by appointment only. Please go to kenthumane.org\/adoption-applicationOnce approved we will call you to set up an...,17146444-A20215342,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742520\/1\/?bust=1629632134&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742520\/1\/?bust=1629632134&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742520\/1\/?bust=1629632134&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742520\/1\/?bust=1629632134,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742520\/1\/?bust=1629632134&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742520\/1\/?bust=1629632134&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742520\/1\/?bust=1629632134&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742520\/1\/?bust=1629632134,adoptable,2021-08-22T10:39:36+0000,2021-08-22T10:39:36+0000,,info@kenthumane.org,,10720 Augustine Herman Hwy.,,Chestertown,MD,21620,US,\/v2\/animals\/52742520,\/v2\/types\/dog,\/v2\/organizations\/md09,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742520\/2\/?bust=1629632170&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742520\/2\/?bust=1629632170&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742520\/2\/?bust=1629632170&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742520\/2\/?bust=1629632170,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742520\/3\/?bust=1629632134&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742520\/3\/?bust=1629632134&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742520\/3\/?bust=1629632134&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742520\/3\/?bust=1629632134,,,,,,,,,,,,,,,,,,,,
52742519,CT523,https:\/\/www.petfinder.com\/dog\/ann-52742519\/ct\/bloomfield\/dog-star-rescue-ct523\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Retriever,Terrier,,,,,,Baby,Female,Medium,,,,,,,,,,Ann,This gorgeous black and white beauty is Ann. Ann is a 5 month old lab mix who currently weighs 32...,17146419-D20211775,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742519\/1\/?bust=1629632106&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742519\/1\/?bust=1629632106&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742519\/1\/?bust=1629632106&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742519\/1\/?bust=1629632106,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742519\/1\/?bust=1629632106&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742519\/1\/?bust=1629632106&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742519\/1\/?bust=1629632106&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742519\/1\/?bust=1629632106,adoptable,2021-08-22T10:39:10+0000,2021-08-22T10:39:10+0000,,adopt@dogstarrescue.org,,12 Tobey Road,,Bloomfield,CT,06002,US,\/v2\/animals\/52742519,\/v2\/types\/dog,\/v2\/organizations\/ct523,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742519\/2\/?bust=1629632110&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742519\/2\/?bust=1629632110&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742519\/2\/?bust=1629632110&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742519\/2\/?bust=1629632110,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742519\/3\/?bust=1629632105&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742519\/3\/?bust=1629632105&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742519\/3\/?bust=1629632105&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742519\/3\/?bust=1629632105,,,,,,,,,,,,,,,,,,,,
52742518,CT523,https:\/\/www.petfinder.com\/dog\/arlo-52742518\/ct\/bloomfield\/dog-star-rescue-ct523\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Australian Shepherd,,,,,,,Adult,Male,Medium,,,,,,,,,,Arlo,"Sweet, sweet Arlo! This lovable boy gets along with everyone! Arlo is a 4 year old, 40 lb, Australian Shepherd...",17146420-D20211828,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742518\/1\/?bust=1629632096&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742518\/1\/?bust=1629632096&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742518\/1\/?bust=1629632096&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742518\/1\/?bust=1629632096,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742518\/1\/?bust=1629632096&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742518\/1\/?bust=1629632096&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742518\/1\/?bust=1629632096&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742518\/1\/?bust=1629632096,adoptable,2021-08-22T10:39:10+0000,2021-08-22T10:39:10+0000,,adopt@dogstarrescue.org,,12 Tobey Road,,Bloomfield,CT,06002,US,\/v2\/animals\/52742518,\/v2\/types\/dog,\/v2\/organizations\/ct523,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742518\/2\/?bust=1629632104&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742518\/2\/?bust=1629632104&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742518\/2\/?bust=1629632104&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742518\/2\/?bust=1629632104,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742518\/3\/?bust=1629632104&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742518\/3\/?bust=1629632104&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742518\/3\/?bust=1629632104&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742518\/3\/?bust=1629632104,,,,,,,,,,,,,,,,,,,,
52742504,MI185,https:\/\/www.petfinder.com\/dog\/arrow-52742504\/mi\/muskegon\/pound-buddies-animal-shelter-and-adoption-center-mi185\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Doberman Pinscher,,,,,,,Young,Male,Large,,,,,,,,,,Arrow,Looking for an extra special adopter for this amazing senior dog. Arrow has had a tough life and is just...,S05312186,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742504\/1\/?bust=1629628990&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742504\/1\/?bust=1629628990&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742504\/1\/?bust=1629628990&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742504\/1\/?bust=1629628990,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742504\/1\/?bust=1629628990&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742504\/1\/?bust=1629628990&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742504\/1\/?bust=1629628990&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742504\/1\/?bust=1629628990,adoptable,2021-08-22T10:32:37+0000,2021-08-22T10:32:37+0000,,frontdesk@poundbuddies.org,(231) 724-6500,3279 E Laketon Ave,,Muskegon,MI,49442,US,\/v2\/animals\/52742504,\/v2\/types\/dog,\/v2\/organizations\/mi185,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742504\/2\/?bust=1629628995&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742504\/2\/?bust=1629628995&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742504\/2\/?bust=1629628995&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742504\/2\/?bust=1629628995,,,,,,,,,,,,,,,,,,,,,,,,
52742503,TX2033,https:\/\/www.petfinder.com\/cat\/hazel-52742503\/tx\/fort-worth\/animal-hope-tx2033\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Bengal,,,,,,,Adult,Female,Medium,,,,,,,,,,Hazel,"Hazel is located at the Pet Supermarket in NRH, Tx. You can go there to visit and potentially adopt.",U2021235,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742503\/1\/?bust=1629628955&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742503\/1\/?bust=1629628955&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742503\/1\/?bust=1629628955&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742503\/1\/?bust=1629628955,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742503\/1\/?bust=1629628955&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742503\/1\/?bust=1629628955&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742503\/1\/?bust=1629628955&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742503\/1\/?bust=1629628955,adoptable,2021-08-22T10:32:25+0000,2021-08-22T10:32:25+0000,,info@animalhope.org,(817) 984-1129,6708 S. Hulen,,Fort Worth,TX,76133,US,\/v2\/animals\/52742503,\/v2\/types\/cat,\/v2\/organizations\/tx2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52742502,TN909,https:\/\/www.petfinder.com\/dog\/lana-52742502\/tn\/greeneville\/big-dog-haven-tn909\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,German Shepherd Dog,,,,"Tricolor (Brown, Black, & White)",,,Young,Female,Large,Medium,,,,,,,,,Lana,"LANA IS AN AMAZING DOG THAT ARE EXTREMELY LOVING AND WELL BEHAVED. SHE IS VERY SMART AND VERY GENTLE.

LANA...",,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/1\/?bust=1629628329&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/1\/?bust=1629628329&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/1\/?bust=1629628329&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/1\/?bust=1629628329,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/1\/?bust=1629628329&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/1\/?bust=1629628329&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/1\/?bust=1629628329&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/1\/?bust=1629628329,adoptable,2021-08-22T10:32:11+0000,2021-08-22T10:32:11+0000,,rescueme@bigdoghaven.com,(615) 517-0282,,,Greeneville ,TN,37743,US,\/v2\/animals\/52742502,\/v2\/types\/dog,\/v2\/organizations\/tn909,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/2\/?bust=1629628330&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/2\/?bust=1629628330&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/2\/?bust=1629628330&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/2\/?bust=1629628330,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/3\/?bust=1629628545&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/3\/?bust=1629628545&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/3\/?bust=1629628545&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/3\/?bust=1629628545,,Friendly,Affectionate,Loyal,Gentle,Playful,Smart,Loves kisses,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/4\/?bust=1629628546&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/4\/?bust=1629628546&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/4\/?bust=1629628546&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/4\/?bust=1629628546,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/5\/?bust=1629628546&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/5\/?bust=1629628546&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/5\/?bust=1629628546&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/5\/?bust=1629628546,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/6\/?bust=1629628547&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/6\/?bust=1629628547&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/6\/?bust=1629628547&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742502\/6\/?bust=1629628547
52742501,MN245,https:\/\/www.petfinder.com\/cat\/marcia-52742501\/mn\/rochester\/camp-companion-mn245\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Calico,,,Baby,Female,Small,,,,,,,,,,Marcia,"Adoption fee $120.00 plus tax
Application www.campcompanion.org 

This kitten was nesting in a window well with her mom and two...",CCMN-A-4005,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742501\/1\/?bust=1629628829&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742501\/1\/?bust=1629628829&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742501\/1\/?bust=1629628829&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742501\/1\/?bust=1629628829,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742501\/1\/?bust=1629628829&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742501\/1\/?bust=1629628829&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742501\/1\/?bust=1629628829&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742501\/1\/?bust=1629628829,adoptable,2021-08-22T10:30:24+0000,2021-08-22T10:30:24+0000,,michele@campcompanion.org,(507) 951-7801,P. O. Box 7478,,Rochester,MN,55903,US,\/v2\/animals\/52742501,\/v2\/types\/cat,\/v2\/organizations\/mn245,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742501\/2\/?bust=1629628829&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742501\/2\/?bust=1629628829&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742501\/2\/?bust=1629628829&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742501\/2\/?bust=1629628829,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742501\/3\/?bust=1629628830&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742501\/3\/?bust=1629628830&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742501\/3\/?bust=1629628830&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742501\/3\/?bust=1629628830,,,,,,,,,,,,,,,,,,,,
52742499,IN220,https:\/\/www.petfinder.com\/dog\/austin-52742499\/in\/bloomington\/bloomington-animal-shelter-in220\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Shepherd,,,,,,,Young,Male,Large,,,,,,,,,,Austin,,D21081014,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742499\/1\/?bust=1629628636&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742499\/1\/?bust=1629628636&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742499\/1\/?bust=1629628636&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742499\/1\/?bust=1629628636,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742499\/1\/?bust=1629628636&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742499\/1\/?bust=1629628636&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742499\/1\/?bust=1629628636&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742499\/1\/?bust=1629628636,adoptable,2021-08-22T10:27:10+0000,2021-08-22T10:27:10+0000,,animal@bloomington.in.gov,(812) 349-3492,3410 S. Walnut Street,,Bloomington,IN,47401,US,\/v2\/animals\/52742499,\/v2\/types\/dog,\/v2\/organizations\/in220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52742500,IN220,https:\/\/www.petfinder.com\/cat\/scoots-52742500\/in\/bloomington\/bloomington-animal-shelter-in220\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Female,Large,,,,,,,,,,Scoots,,C2107790,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742500\/1\/?bust=1629628575&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742500\/1\/?bust=1629628575&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742500\/1\/?bust=1629628575&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742500\/1\/?bust=1629628575,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742500\/1\/?bust=1629628575&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742500\/1\/?bust=1629628575&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742500\/1\/?bust=1629628575&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742500\/1\/?bust=1629628575,adoptable,2021-08-22T10:27:10+0000,2021-08-22T10:27:10+0000,,animal@bloomington.in.gov,(812) 349-3492,3410 S. Walnut Street,,Bloomington,IN,47401,US,\/v2\/animals\/52742500,\/v2\/types\/cat,\/v2\/organizations\/in220,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742500\/2\/?bust=1629628568&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742500\/2\/?bust=1629628568&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742500\/2\/?bust=1629628568&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742500\/2\/?bust=1629628568,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742500\/3\/?bust=1629628569&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742500\/3\/?bust=1629628569&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742500\/3\/?bust=1629628569&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742500\/3\/?bust=1629628569,,,,,,,,,,,,,,,,,,,,
