id,organization_id,url,type,species,breeds/primary,breeds/secondary,breeds/mixed,breeds/unknown,colors/primary,colors/secondary,colors/tertiary,age,gender,size,coat,attributes/spayed_neutered,attributes/house_trained,attributes/declawed,attributes/special_needs,attributes/shots_current,environment/children,environment/dogs,environment/cats,name,description,organization_animal_id,primary_photo_cropped,status,status_changed_at,published_at,distance,contact/email,contact/phone,contact/address/address1,contact/address/address2,contact/address/city,contact/address/state,contact/address/postcode,contact/address/country,_links/self/href,_links/type/href,_links/organization/href,tags/0,photos/0/small,photos/0/medium,photos/0/large,photos/0/full,photos/1/small,photos/1/medium,photos/1/large,photos/1/full,photos/2/small,photos/2/medium,photos/2/large,photos/2/full,photos/3/small,photos/3/medium,photos/3/large,photos/3/full,photos/4/small,photos/4/medium,photos/4/large,photos/4/full,primary_photo_cropped/small,primary_photo_cropped/medium,primary_photo_cropped/large,primary_photo_cropped/full,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,photos/5/small,photos/5/medium,photos/5/large,photos/5/full
52739208,PA265,https:\/\/www.petfinder.com\/dog\/tea-52739208\/pa\/washington\/pet-search-pa265\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Mixed Breed,,,,Yellow \/ Tan \/ Blond \/ Fawn,White \/ Cream,,Adult,Female,Medium,,,,,,,,,,Tea,,PAPS-A-673,,adoptable,2021-08-21T21:00:29+0000,2021-08-21T21:00:29+0000,,info@petsearchpa.org,724.228 7335,PO Box 1653,,Washington,PA,15301,US,\/v2\/animals\/52739208,\/v2\/types\/dog,\/v2\/organizations\/pa265,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739208\/1\/?bust=1629580252&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739208\/1\/?bust=1629580252&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739208\/1\/?bust=1629580252&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739208\/1\/?bust=1629580252,,,,,,,,,,,,,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739208\/1\/?bust=1629580252&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739208\/1\/?bust=1629580252&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739208\/1\/?bust=1629580252&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739208\/1\/?bust=1629580252,,,,,,,,,,,
52739202,CA1886,https:\/\/www.petfinder.com\/cat\/magdalena-chino-hills-location-52739202\/ca\/chino-hills\/priceless-pet-rescue-ca1886\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Medium Hair,,,,Black,,,Baby,Female,Small,,,,,,,,,,Magdalena - Chino Hills Location,"Magdalena is spayed, up to date on her vaccines and is microchipped which will be registered to her new family....",PPR-A-17152,,adoptable,2021-08-21T21:00:28+0000,2021-08-21T21:00:28+0000,,priceless.pets@yahoo.com,(909) 203-3695,,,Chino Hills,CA,91709,US,\/v2\/animals\/52739202,\/v2\/types\/cat,\/v2\/organizations\/ca1886,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739202\/1\/?bust=1629580259&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739202\/1\/?bust=1629580259&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739202\/1\/?bust=1629580259&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739202\/1\/?bust=1629580259,,,,,,,,,,,,,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739202\/1\/?bust=1629580259&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739202\/1\/?bust=1629580259&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739202\/1\/?bust=1629580259&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739202\/1\/?bust=1629580259,,,,,,,,,,,
52739199,CA1886,https:\/\/www.petfinder.com\/cat\/madeleine-chino-hills-location-52739199\/ca\/chino-hills\/priceless-pet-rescue-ca1886\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Brown \/ Chocolate,,,Baby,Female,Small,,,,,,,,,,Madeleine - Chino Hills Location,"Madeleine is spayed, up to date on her vaccines and is microchipped which will be registered to her new family....",PPR-A-17148,,adoptable,2021-08-21T21:00:28+0000,2021-08-21T21:00:28+0000,,priceless.pets@yahoo.com,(909) 203-3695,,,Chino Hills,CA,91709,US,\/v2\/animals\/52739199,\/v2\/types\/cat,\/v2\/organizations\/ca1886,Good with Cats,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739199\/1\/?bust=1629580246&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739199\/1\/?bust=1629580246&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739199\/1\/?bust=1629580246&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739199\/1\/?bust=1629580246,,,,,,,,,,,,,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739199\/1\/?bust=1629580246&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739199\/1\/?bust=1629580246&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739199\/1\/?bust=1629580246&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739199\/1\/?bust=1629580246,,,,,,,,,,,
52739201,CA1886,https:\/\/www.petfinder.com\/cat\/astor-chino-hills-location-52739201\/ca\/chino-hills\/priceless-pet-rescue-ca1886\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Black,,,Baby,Male,Small,,,,,,,,,,Astor - Chino Hills Location,"Astor is neutered, up to date on his vaccines and is microchipped which will be registered to his new family....",PPR-A-17151,,adoptable,2021-08-21T21:00:28+0000,2021-08-21T21:00:28+0000,,priceless.pets@yahoo.com,(909) 203-3695,,,Chino Hills,CA,91709,US,\/v2\/animals\/52739201,\/v2\/types\/cat,\/v2\/organizations\/ca1886,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739201\/1\/?bust=1629580247&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739201\/1\/?bust=1629580247&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739201\/1\/?bust=1629580247&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739201\/1\/?bust=1629580247,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739201\/2\/?bust=1629580244&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739201\/2\/?bust=1629580244&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739201\/2\/?bust=1629580244&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739201\/2\/?bust=1629580244,,,,,,,,,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739201\/1\/?bust=1629580247&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739201\/1\/?bust=1629580247&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739201\/1\/?bust=1629580247&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739201\/1\/?bust=1629580247,,,,,,,,,,,
52739198,CA1886,https:\/\/www.petfinder.com\/cat\/dave-chino-hills-location-52739198\/ca\/chino-hills\/priceless-pet-rescue-ca1886\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Black,,,Baby,Male,Small,,,,,,,,,,Dave - Chino Hills Location,"Dave is neutered, up to date on his vaccines and is microchipped which will be registered to his new family....",PPR-A-17149,,adoptable,2021-08-21T21:00:28+0000,2021-08-21T21:00:28+0000,,priceless.pets@yahoo.com,(909) 203-3695,,,Chino Hills,CA,91709,US,\/v2\/animals\/52739198,\/v2\/types\/cat,\/v2\/organizations\/ca1886,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739198\/1\/?bust=1629580242&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739198\/1\/?bust=1629580242&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739198\/1\/?bust=1629580242&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739198\/1\/?bust=1629580242,,,,,,,,,,,,,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739198\/1\/?bust=1629580242&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739198\/1\/?bust=1629580242&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739198\/1\/?bust=1629580242&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739198\/1\/?bust=1629580242,,,,,,,,,,,
52739200,CA1886,https:\/\/www.petfinder.com\/cat\/kent-chino-hills-location-52739200\/ca\/chino-hills\/priceless-pet-rescue-ca1886\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Orange \/ Red,White,,Baby,Male,Small,,,,,,,,,,Kent - Chino Hills Location,"Kent is neutered, up to date on his vaccines and is microchipped which will be registered to his new family....",PPR-A-17150,,adoptable,2021-08-21T21:00:28+0000,2021-08-21T21:00:28+0000,,priceless.pets@yahoo.com,(909) 203-3695,,,Chino Hills,CA,91709,US,\/v2\/animals\/52739200,\/v2\/types\/cat,\/v2\/organizations\/ca1886,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739200\/1\/?bust=1629580238&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739200\/1\/?bust=1629580238&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739200\/1\/?bust=1629580238&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739200\/1\/?bust=1629580238,,,,,,,,,,,,,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739200\/1\/?bust=1629580238&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739200\/1\/?bust=1629580238&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739200\/1\/?bust=1629580238&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739200\/1\/?bust=1629580238,,,,,,,,,,,
52739197,CA912,https:\/\/www.petfinder.com\/cat\/london-52739197\/ca\/milpitas\/humane-society-silicon-valley-ca912\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Male,Small,,,,,,,,,,London,"Hello! Are you looking for a social kitty who loves getting showered with attention? Look no further, because I&amp;#39;m your...",189436,,adoptable,2021-08-21T21:00:28+0000,2021-08-21T21:00:28+0000,,adoptions@hssv.org,(408) 262-2133,901 Ames Ave.,,Milpitas,CA,95035,US,\/v2\/animals\/52739197,\/v2\/types\/cat,\/v2\/organizations\/ca912,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739197\/1\/?bust=1629580234&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739197\/1\/?bust=1629580234&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739197\/1\/?bust=1629580234&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739197\/1\/?bust=1629580234,,,,,,,,,,,,,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739197\/1\/?bust=1629580234&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739197\/1\/?bust=1629580234&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739197\/1\/?bust=1629580234&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739197\/1\/?bust=1629580234,,,,,,,,,,,
52739196,MO673,https:\/\/www.petfinder.com\/dog\/hollywood-52739196\/mo\/jefferson-city\/journey-home-german-shepherd-dog-rescue-mo673\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Husky,,,,,,,Young,Male,Medium,,,,,,,,,,Hollywood,"Hi I&#039;m Hollywood and I&#039;m waiting for my forever family.
I absolutely love everyone! Snuggles are my favorite part of...",,,adoptable,2021-08-21T21:00:03+0000,2021-08-21T21:00:03+0000,,journeyhomegsd@gmail.com,,,,Jefferson City,MO,65110,US,\/v2\/animals\/52739196,\/v2\/types\/dog,\/v2\/organizations\/mo673,Friendly,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739196\/1\/?bust=1629579598&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739196\/1\/?bust=1629579598&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739196\/1\/?bust=1629579598&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739196\/1\/?bust=1629579598,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739196\/2\/?bust=1629579599&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739196\/2\/?bust=1629579599&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739196\/2\/?bust=1629579599&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739196\/2\/?bust=1629579599,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739196\/3\/?bust=1629579600&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739196\/3\/?bust=1629579600&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739196\/3\/?bust=1629579600&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739196\/3\/?bust=1629579600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739196\/4\/?bust=1629579601&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739196\/4\/?bust=1629579601&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739196\/4\/?bust=1629579601&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739196\/4\/?bust=1629579601,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739196\/1\/?bust=1629579598&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739196\/1\/?bust=1629579598&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739196\/1\/?bust=1629579598&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739196\/1\/?bust=1629579598,Affectionate,Playful,Funny,Athletic,Smart,,,,,,
52739195,NE04,https:\/\/www.petfinder.com\/cat\/ferrand-52739195\/ne\/lincoln\/the-cat-house-ne04\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Tabby (Brown \/ Chocolate),White,,Baby,Male,Medium,Short,,,,,,,,,Ferrand,"Ferrand is a snuggly-buggly-chatty catty with a spirited streak!  As you can see, he enjoys striking just the right pose...",,,adoptable,2021-08-21T20:59:53+0000,2021-08-21T20:59:53+0000,,adoptions@thecathouse.org,(402) 441-9593,P O Box 23145,,Lincoln,NE,68542,US,\/v2\/animals\/52739195,\/v2\/types\/cat,\/v2\/organizations\/ne04,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739195\/1\/?bust=1629579591&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739195\/1\/?bust=1629579591&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739195\/1\/?bust=1629579591&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739195\/1\/?bust=1629579591,,,,,,,,,,,,,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739195\/1\/?bust=1629579591&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739195\/1\/?bust=1629579591&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739195\/1\/?bust=1629579591&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739195\/1\/?bust=1629579591,,,,,,,,,,,
52739194,TX953,https:\/\/www.petfinder.com\/dog\/estelle-52739194\/tx\/manchaca\/austin-dog-rescue-tx953\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,German Shepherd Dog,,,,Bicolor,Black,Yellow \/ Tan \/ Blond \/ Fawn,Adult,Female,Large,Medium,,,,,,,,,Estelle,"Please visit our website at: www.austindog.org for full details about Estelle and the most current, up-to-date status of all of...",,,adoptable,2021-08-21T20:59:46+0000,2021-08-21T20:59:46+0000,,Adoptions@austindog.org,,,,Manchaca,TX,78652,US,\/v2\/animals\/52739194,\/v2\/types\/dog,\/v2\/organizations\/tx953,Friendly,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/1\/?bust=1629579582&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/1\/?bust=1629579582&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/1\/?bust=1629579582&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/1\/?bust=1629579582,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/2\/?bust=1629579582&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/2\/?bust=1629579582&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/2\/?bust=1629579582&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/2\/?bust=1629579582,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/3\/?bust=1629579583&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/3\/?bust=1629579583&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/3\/?bust=1629579583&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/3\/?bust=1629579583,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/4\/?bust=1629579583&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/4\/?bust=1629579583&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/4\/?bust=1629579583&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/4\/?bust=1629579583,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/5\/?bust=1629579584&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/5\/?bust=1629579584&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/5\/?bust=1629579584&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/5\/?bust=1629579584,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/1\/?bust=1629579582&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/1\/?bust=1629579582&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/1\/?bust=1629579582&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/1\/?bust=1629579582,Affectionate,Loyal,Gentle,Smart,Funny,Dignified,Loves kisses,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/6\/?bust=1629579585&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/6\/?bust=1629579585&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/6\/?bust=1629579585&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739194\/6\/?bust=1629579585
