id,organization_id,url,type,species,breeds/primary,breeds/secondary,breeds/mixed,breeds/unknown,colors/primary,colors/secondary,colors/tertiary,age,gender,size,coat,attributes/spayed_neutered,attributes/house_trained,attributes/declawed,attributes/special_needs,attributes/shots_current,environment/children,environment/dogs,environment/cats,name,description,organization_animal_id,photos/0/small,photos/0/medium,photos/0/large,photos/0/full,photos/1/small,photos/1/medium,photos/1/large,photos/1/full,primary_photo_cropped/small,primary_photo_cropped/medium,primary_photo_cropped/large,primary_photo_cropped/full,status,status_changed_at,published_at,distance,contact/email,contact/phone,contact/address/address1,contact/address/address2,contact/address/city,contact/address/state,contact/address/postcode,contact/address/country,_links/self/href,_links/type/href,_links/organization/href,photos/2/small,photos/2/medium,photos/2/large,photos/2/full
52742398,MI02,https:\/\/www.petfinder.com\/cat\/nathan-52742398\/mi\/dearborn\/friends-for-animals-of-metro-detroit-mi02\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Male,Medium,,,,,,,,,,Nathan,Nathan is an older kitten with an energetic personality. He loves to use his paws to throw stuff around and...,S21Y616,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742398\/1\/?bust=1629628036&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742398\/1\/?bust=1629628036&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742398\/1\/?bust=1629628036&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742398\/1\/?bust=1629628036,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742398\/1\/?bust=1629628036&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742398\/1\/?bust=1629628036&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742398\/1\/?bust=1629628036&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742398\/1\/?bust=1629628036,adoptable,2021-08-22T10:15:09+0000,2021-08-22T10:15:09+0000,,friends@MetroDetroitAnimals.org,(313) 943-2697,16121 Reckinger Road,,Dearborn,MI,48121,US,\/v2\/animals\/52742398,\/v2\/types\/cat,\/v2\/organizations\/mi02,,,,
52742394,MI02,https:\/\/www.petfinder.com\/cat\/boa-52742394\/mi\/dearborn\/friends-for-animals-of-metro-detroit-mi02\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Male,Small,,,,,,,,,,Boa,Boa is a very unique white and buff mack tabby. The result of the two-tone coat is something truly special...,S21Y522,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742394\/1\/?bust=1629627945&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742394\/1\/?bust=1629627945&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742394\/1\/?bust=1629627945&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742394\/1\/?bust=1629627945,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742394\/1\/?bust=1629627945&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742394\/1\/?bust=1629627945&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742394\/1\/?bust=1629627945&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742394\/1\/?bust=1629627945,adoptable,2021-08-22T10:15:08+0000,2021-08-22T10:15:08+0000,,friends@MetroDetroitAnimals.org,(313) 943-2697,16121 Reckinger Road,,Dearborn,MI,48121,US,\/v2\/animals\/52742394,\/v2\/types\/cat,\/v2\/organizations\/mi02,,,,
52742374,MI02,https:\/\/www.petfinder.com\/cat\/hodor-52742374\/mi\/dearborn\/friends-for-animals-of-metro-detroit-mi02\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Long Hair,,,,,,,Adult,Male,Large,,,,,,,,,,Hodor,"Hodor is a big, handsome gentleman. He was found scared and alone on the side of the road. He&amp;#39;s a...",S21Y524,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742374\/1\/?bust=1629627971&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742374\/1\/?bust=1629627971&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742374\/1\/?bust=1629627971&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742374\/1\/?bust=1629627971,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742374\/1\/?bust=1629627971&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742374\/1\/?bust=1629627971&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742374\/1\/?bust=1629627971&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742374\/1\/?bust=1629627971,adoptable,2021-08-22T10:15:08+0000,2021-08-22T10:15:08+0000,,friends@MetroDetroitAnimals.org,(313) 943-2697,16121 Reckinger Road,,Dearborn,MI,48121,US,\/v2\/animals\/52742374,\/v2\/types\/cat,\/v2\/organizations\/mi02,,,,
52742391,MI02,https:\/\/www.petfinder.com\/cat\/andino-52742391\/mi\/dearborn\/friends-for-animals-of-metro-detroit-mi02\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Adult,Female,Small,,,,,,,,,,Andino,This adorable lil grey lady is Andino! She came to us as a lost kitty. Andino is a very sweet...,S19Y923,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742391\/1\/?bust=1629627978&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742391\/1\/?bust=1629627978&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742391\/1\/?bust=1629627978&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742391\/1\/?bust=1629627978,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742391\/1\/?bust=1629627978&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742391\/1\/?bust=1629627978&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742391\/1\/?bust=1629627978&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742391\/1\/?bust=1629627978,adoptable,2021-08-22T10:15:08+0000,2021-08-22T10:15:08+0000,,friends@MetroDetroitAnimals.org,(313) 943-2697,16121 Reckinger Road,,Dearborn,MI,48121,US,\/v2\/animals\/52742391,\/v2\/types\/cat,\/v2\/organizations\/mi02,,,,
52742384,MI02,https:\/\/www.petfinder.com\/cat\/eeyore-52742384\/mi\/dearborn\/friends-for-animals-of-metro-detroit-mi02\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Female,Small,,,,,,,,,,Eeyore,"A downtrodden friend of Winnie-the-Pooh, Eeyore would famously say, &amp;#34;&amp;#34;thanks for noticin&amp;#39; me.&amp;#34;&amp;#34; How could you NOT notice this timid...",S21Y463,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742384\/1\/?bust=1629627978&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742384\/1\/?bust=1629627978&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742384\/1\/?bust=1629627978&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742384\/1\/?bust=1629627978,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742384\/2\/?bust=1629628017&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742384\/2\/?bust=1629628017&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742384\/2\/?bust=1629628017&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742384\/2\/?bust=1629628017,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742384\/1\/?bust=1629627978&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742384\/1\/?bust=1629627978&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742384\/1\/?bust=1629627978&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742384\/1\/?bust=1629627978,adoptable,2021-08-22T10:15:08+0000,2021-08-22T10:15:08+0000,,friends@MetroDetroitAnimals.org,(313) 943-2697,16121 Reckinger Road,,Dearborn,MI,48121,US,\/v2\/animals\/52742384,\/v2\/types\/cat,\/v2\/organizations\/mi02,,,,
52742375,MI02,https:\/\/www.petfinder.com\/cat\/desert-rose-52742375\/mi\/dearborn\/friends-for-animals-of-metro-detroit-mi02\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Adult,Female,Medium,,,,,,,,,,Desert Rose,"For current adoption fees, please see our website, www.dearbornanimals.org. Adoption fee includes: age-appropriate vaccinations, spay or neuter, microchip, ID tag,...",S21Y322,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742375\/1\/?bust=1629628015&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742375\/1\/?bust=1629628015&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742375\/1\/?bust=1629628015&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742375\/1\/?bust=1629628015,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742375\/1\/?bust=1629628015&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742375\/1\/?bust=1629628015&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742375\/1\/?bust=1629628015&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742375\/1\/?bust=1629628015,adoptable,2021-08-22T10:15:08+0000,2021-08-22T10:15:08+0000,,friends@MetroDetroitAnimals.org,(313) 943-2697,16121 Reckinger Road,,Dearborn,MI,48121,US,\/v2\/animals\/52742375,\/v2\/types\/cat,\/v2\/organizations\/mi02,,,,
52742383,MI02,https:\/\/www.petfinder.com\/cat\/cyril-52742383\/mi\/dearborn\/friends-for-animals-of-metro-detroit-mi02\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Male,Small,,,,,,,,,,Cyril,"Little Cyril is a calm, sweet guy. He&amp;#39;s been with us in a foster home for most of his life....",S21Y366,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742383\/1\/?bust=1629628020&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742383\/1\/?bust=1629628020&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742383\/1\/?bust=1629628020&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742383\/1\/?bust=1629628020,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742383\/2\/?bust=1629627986&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742383\/2\/?bust=1629627986&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742383\/2\/?bust=1629627986&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742383\/2\/?bust=1629627986,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742383\/1\/?bust=1629628020&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742383\/1\/?bust=1629628020&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742383\/1\/?bust=1629628020&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742383\/1\/?bust=1629628020,adoptable,2021-08-22T10:15:08+0000,2021-08-22T10:15:08+0000,,friends@MetroDetroitAnimals.org,(313) 943-2697,16121 Reckinger Road,,Dearborn,MI,48121,US,\/v2\/animals\/52742383,\/v2\/types\/cat,\/v2\/organizations\/mi02,,,,
52742395,MI02,https:\/\/www.petfinder.com\/cat\/jasmine-52742395\/mi\/dearborn\/friends-for-animals-of-metro-detroit-mi02\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Female,Small,,,,,,,,,,Jasmine,"Jasmine is a sweet, curious girl who has a love of feather toys. She can be quite talkative at times....",B21Y028,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742395\/1\/?bust=1629628008&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742395\/1\/?bust=1629628008&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742395\/1\/?bust=1629628008&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742395\/1\/?bust=1629628008,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742395\/1\/?bust=1629628008&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742395\/1\/?bust=1629628008&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742395\/1\/?bust=1629628008&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742395\/1\/?bust=1629628008,adoptable,2021-08-22T10:15:08+0000,2021-08-22T10:15:08+0000,,friends@MetroDetroitAnimals.org,(313) 943-2697,16121 Reckinger Road,,Dearborn,MI,48121,US,\/v2\/animals\/52742395,\/v2\/types\/cat,\/v2\/organizations\/mi02,,,,
52742393,MI02,https:\/\/www.petfinder.com\/cat\/cynthia-52742393\/mi\/dearborn\/friends-for-animals-of-metro-detroit-mi02\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Long Hair,,,,,,,Adult,Female,Large,,,,,,,,,,Cynthia,This sweet beauty was found by some great people and brought to the shelter. Cynthia is calm and gentle and...,S21Y733,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742393\/1\/?bust=1629628009&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742393\/1\/?bust=1629628009&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742393\/1\/?bust=1629628009&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742393\/1\/?bust=1629628009,,,,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742393\/1\/?bust=1629628009&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742393\/1\/?bust=1629628009&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742393\/1\/?bust=1629628009&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742393\/1\/?bust=1629628009,adoptable,2021-08-22T10:15:08+0000,2021-08-22T10:15:08+0000,,friends@MetroDetroitAnimals.org,(313) 943-2697,16121 Reckinger Road,,Dearborn,MI,48121,US,\/v2\/animals\/52742393,\/v2\/types\/cat,\/v2\/organizations\/mi02,,,,
52742376,MI02,https:\/\/www.petfinder.com\/cat\/junipurr-52742376\/mi\/dearborn\/friends-for-animals-of-metro-detroit-mi02\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Young,Female,Medium,,,,,,,,,,Junipurr,"In ancient times, juniper was smoked for it&amp;#39;s lovely aroma and to purify temples. Our Junipurr also possesses magical powers...",S21Y454,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742376\/1\/?bust=1629627996&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742376\/1\/?bust=1629627996&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742376\/1\/?bust=1629627996&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742376\/1\/?bust=1629627996,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742376\/2\/?bust=1629628010&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742376\/2\/?bust=1629628010&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742376\/2\/?bust=1629628010&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742376\/2\/?bust=1629628010,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742376\/1\/?bust=1629627996&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742376\/1\/?bust=1629627996&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742376\/1\/?bust=1629627996&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742376\/1\/?bust=1629627996,adoptable,2021-08-22T10:15:08+0000,2021-08-22T10:15:08+0000,,friends@MetroDetroitAnimals.org,(313) 943-2697,16121 Reckinger Road,,Dearborn,MI,48121,US,\/v2\/animals\/52742376,\/v2\/types\/cat,\/v2\/organizations\/mi02,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742376\/3\/?bust=1629627980&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742376\/3\/?bust=1629627980&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742376\/3\/?bust=1629627980&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742376\/3\/?bust=1629627980
