id,organization_id,url,type,species,breeds/primary,breeds/secondary,breeds/mixed,breeds/unknown,colors/primary,colors/secondary,colors/tertiary,age,gender,size,coat,attributes/spayed_neutered,attributes/house_trained,attributes/declawed,attributes/special_needs,attributes/shots_current,environment/children,environment/dogs,environment/cats,name,description,organization_animal_id,photos/0/small,photos/0/medium,photos/0/large,photos/0/full,primary_photo_cropped/small,primary_photo_cropped/medium,primary_photo_cropped/large,primary_photo_cropped/full,status,status_changed_at,published_at,distance,contact/email,contact/phone,contact/address/address1,contact/address/address2,contact/address/city,contact/address/state,contact/address/postcode,contact/address/country,_links/self/href,_links/type/href,_links/organization/href,photos/1/small,photos/1/medium,photos/1/large,photos/1/full,photos/2/small,photos/2/medium,photos/2/large,photos/2/full
52742488,CA2413,https:\/\/www.petfinder.com\/dog\/calhoun-52742488\/ca\/chico\/wags-and-whiskers-pet-rescue-ca2413\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Chihuahua,,,,,,,Senior,Male,Small,,,,,,,,,,CALHOUN,,17109863,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742488\/1\/?bust=1629628634&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742488\/1\/?bust=1629628634&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742488\/1\/?bust=1629628634&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742488\/1\/?bust=1629628634,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742488\/1\/?bust=1629628634&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742488\/1\/?bust=1629628634&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742488\/1\/?bust=1629628634&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742488\/1\/?bust=1629628634,adoptable,2021-08-22T10:27:01+0000,2021-08-22T10:27:01+0000,,info@wwprca.com,(530) 895-8888,2156 Pillsbury Road,#155,Chico,CA,95973,US,\/v2\/animals\/52742488,\/v2\/types\/dog,\/v2\/organizations\/ca2413,,,,,,,,
52742487,CA2413,https:\/\/www.petfinder.com\/dog\/strudel-52742487\/ca\/chico\/wags-and-whiskers-pet-rescue-ca2413\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Yorkshire Terrier,Chihuahua,,,,,,Baby,Male,Small,,,,,,,,,,STRUDEL,"Apply to adopt by clicking on the link below

http:\/\/www.wagsandwhiskerspetrescue.com\/adopt.html

Thank you so much for looking into wags and whiskers...",17118084,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742487\/1\/?bust=1629628633&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742487\/1\/?bust=1629628633&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742487\/1\/?bust=1629628633&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742487\/1\/?bust=1629628633,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742487\/1\/?bust=1629628633&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742487\/1\/?bust=1629628633&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742487\/1\/?bust=1629628633&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742487\/1\/?bust=1629628633,adoptable,2021-08-22T10:27:01+0000,2021-08-22T10:27:01+0000,,info@wwprca.com,(530) 895-8888,2156 Pillsbury Road,#155,Chico,CA,95973,US,\/v2\/animals\/52742487,\/v2\/types\/dog,\/v2\/organizations\/ca2413,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742487\/2\/?bust=1629628634&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742487\/2\/?bust=1629628634&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742487\/2\/?bust=1629628634&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742487\/2\/?bust=1629628634,,,,
52742485,TX841,https:\/\/www.petfinder.com\/cat\/jacques-cousteau-52742485\/tx\/san-antonio\/san-antonio-feral-cat-coalition-tx841\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Black,,,Baby,Male,Small,,,,,,,,,,Jacques Cousteau,All fosters under the San Antonio Feral Cat Coalition: Community Cat Adoption Program are fostered privately through foster homes. They...,17146414-S20211313,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742485\/1\/?bust=1629631382&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742485\/1\/?bust=1629631382&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742485\/1\/?bust=1629631382&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742485\/1\/?bust=1629631382,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742485\/1\/?bust=1629631382&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742485\/1\/?bust=1629631382&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742485\/1\/?bust=1629631382&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742485\/1\/?bust=1629631382,adoptable,2021-08-22T10:25:56+0000,2021-08-22T10:25:56+0000,,adoptions@sanantonioferalcats.org,(210) 877-9067,,,San Antonio,TX,78247,US,\/v2\/animals\/52742485,\/v2\/types\/cat,\/v2\/organizations\/tx841,,,,,,,,
52742477,TX841,https:\/\/www.petfinder.com\/cat\/almendra-52742477\/tx\/san-antonio\/san-antonio-feral-cat-coalition-tx841\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Siamese,,,,,,,Baby,Female,Small,,,,,,,,,,Almendra,All fosters under the San Antonio Feral Cat Coalition: Community Cat Adoption Program are fostered privately through foster homes. They...,17146411-S20211215,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742477\/1\/?bust=1629631347&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742477\/1\/?bust=1629631347&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742477\/1\/?bust=1629631347&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742477\/1\/?bust=1629631347,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742477\/1\/?bust=1629631347&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742477\/1\/?bust=1629631347&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742477\/1\/?bust=1629631347&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742477\/1\/?bust=1629631347,adoptable,2021-08-22T10:25:55+0000,2021-08-22T10:25:55+0000,,adoptions@sanantonioferalcats.org,(210) 877-9067,,,San Antonio,TX,78247,US,\/v2\/animals\/52742477,\/v2\/types\/cat,\/v2\/organizations\/tx841,,,,,,,,
52742478,TX841,https:\/\/www.petfinder.com\/cat\/nelda-52742478\/tx\/san-antonio\/san-antonio-feral-cat-coalition-tx841\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Female,Small,,,,,,,,,,Nelda,All fosters under the San Antonio Feral Cat Coalition: Community Cat Adoption Program are fostered privately through foster homes. They...,17146409-S20211354,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742478\/1\/?bust=1629631396&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742478\/1\/?bust=1629631396&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742478\/1\/?bust=1629631396&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742478\/1\/?bust=1629631396,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742478\/1\/?bust=1629631396&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742478\/1\/?bust=1629631396&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742478\/1\/?bust=1629631396&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742478\/1\/?bust=1629631396,adoptable,2021-08-22T10:25:55+0000,2021-08-22T10:25:55+0000,,adoptions@sanantonioferalcats.org,(210) 877-9067,,,San Antonio,TX,78247,US,\/v2\/animals\/52742478,\/v2\/types\/cat,\/v2\/organizations\/tx841,,,,,,,,
52742484,TX841,https:\/\/www.petfinder.com\/cat\/terry-52742484\/tx\/san-antonio\/san-antonio-feral-cat-coalition-tx841\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Black,,,Baby,Male,Small,,,,,,,,,,Terry,All fosters under the San Antonio Feral Cat Coalition: Community Cat Adoption Program are fostered privately through foster homes. They...,17146413-S20211314,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742484\/1\/?bust=1629631333&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742484\/1\/?bust=1629631333&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742484\/1\/?bust=1629631333&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742484\/1\/?bust=1629631333,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742484\/1\/?bust=1629631333&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742484\/1\/?bust=1629631333&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742484\/1\/?bust=1629631333&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742484\/1\/?bust=1629631333,adoptable,2021-08-22T10:25:55+0000,2021-08-22T10:25:55+0000,,adoptions@sanantonioferalcats.org,(210) 877-9067,,,San Antonio,TX,78247,US,\/v2\/animals\/52742484,\/v2\/types\/cat,\/v2\/organizations\/tx841,,,,,,,,
52742481,TX841,https:\/\/www.petfinder.com\/cat\/shanaya-52742481\/tx\/san-antonio\/san-antonio-feral-cat-coalition-tx841\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Female,Medium,,,,,,,,,,Shanaya,"Contact: Susan, 210-803-9334, susanschmahlenberger@msn.com, DOB 7-2-21, female, white with few light gray spots on head, odd-eyed, one blue, one green...",17146406-S20211344,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742481\/1\/?bust=1629631319&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742481\/1\/?bust=1629631319&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742481\/1\/?bust=1629631319&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742481\/1\/?bust=1629631319,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742481\/1\/?bust=1629631319&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742481\/1\/?bust=1629631319&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742481\/1\/?bust=1629631319&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742481\/1\/?bust=1629631319,adoptable,2021-08-22T10:25:55+0000,2021-08-22T10:25:55+0000,,adoptions@sanantonioferalcats.org,(210) 877-9067,,,San Antonio,TX,78247,US,\/v2\/animals\/52742481,\/v2\/types\/cat,\/v2\/organizations\/tx841,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742481\/2\/?bust=1629631313&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742481\/2\/?bust=1629631313&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742481\/2\/?bust=1629631313&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742481\/2\/?bust=1629631313,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742481\/3\/?bust=1629631310&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742481\/3\/?bust=1629631310&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742481\/3\/?bust=1629631310&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742481\/3\/?bust=1629631310
52742480,TX841,https:\/\/www.petfinder.com\/cat\/nectar-52742480\/tx\/san-antonio\/san-antonio-feral-cat-coalition-tx841\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Tabby,,,,,,,Baby,Female,Small,,,,,,,,,,Nectar,All fosters under the San Antonio Feral Cat Coalition: Community Cat Adoption Program are fostered privately through foster homes. They...,17146408-S20211355,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742480\/1\/?bust=1629631359&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742480\/1\/?bust=1629631359&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742480\/1\/?bust=1629631359&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742480\/1\/?bust=1629631359,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742480\/1\/?bust=1629631359&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742480\/1\/?bust=1629631359&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742480\/1\/?bust=1629631359&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742480\/1\/?bust=1629631359,adoptable,2021-08-22T10:25:55+0000,2021-08-22T10:25:55+0000,,adoptions@sanantonioferalcats.org,(210) 877-9067,,,San Antonio,TX,78247,US,\/v2\/animals\/52742480,\/v2\/types\/cat,\/v2\/organizations\/tx841,,,,,,,,
52742479,TX841,https:\/\/www.petfinder.com\/cat\/flan-52742479\/tx\/san-antonio\/san-antonio-feral-cat-coalition-tx841\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Siamese,,,,,,,Baby,Female,Small,,,,,,,,,,Flan,All fosters under the San Antonio Feral Cat Coalition: Community Cat Adoption Program are fostered privately through foster homes. They...,17146412-S20211214,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742479\/1\/?bust=1629631362&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742479\/1\/?bust=1629631362&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742479\/1\/?bust=1629631362&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742479\/1\/?bust=1629631362,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742479\/1\/?bust=1629631362&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742479\/1\/?bust=1629631362&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742479\/1\/?bust=1629631362&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742479\/1\/?bust=1629631362,adoptable,2021-08-22T10:25:55+0000,2021-08-22T10:25:55+0000,,adoptions@sanantonioferalcats.org,(210) 877-9067,,,San Antonio,TX,78247,US,\/v2\/animals\/52742479,\/v2\/types\/cat,\/v2\/organizations\/tx841,,,,,,,,
52742482,TX841,https:\/\/www.petfinder.com\/cat\/tommy-hissfiger-52742482\/tx\/san-antonio\/san-antonio-feral-cat-coalition-tx841\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Black,,,Baby,Male,Small,,,,,,,,,,Tommy Hissfiger,All fosters under the San Antonio Feral Cat Coalition: Community Cat Adoption Program are fostered privately through foster homes. They...,17146410-S20211216,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742482\/1\/?bust=1629631352&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742482\/1\/?bust=1629631352&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742482\/1\/?bust=1629631352&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742482\/1\/?bust=1629631352,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742482\/1\/?bust=1629631352&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742482\/1\/?bust=1629631352&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742482\/1\/?bust=1629631352&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742482\/1\/?bust=1629631352,adoptable,2021-08-22T10:25:55+0000,2021-08-22T10:25:55+0000,,adoptions@sanantonioferalcats.org,(210) 877-9067,,,San Antonio,TX,78247,US,\/v2\/animals\/52742482,\/v2\/types\/cat,\/v2\/organizations\/tx841,,,,,,,,
