id,organization_id,url,type,species,breeds/primary,breeds/secondary,breeds/mixed,breeds/unknown,colors/primary,colors/secondary,colors/tertiary,age,gender,size,coat,attributes/spayed_neutered,attributes/house_trained,attributes/declawed,attributes/special_needs,attributes/shots_current,environment/children,environment/dogs,environment/cats,name,description,organization_animal_id,photos/0/small,photos/0/medium,photos/0/large,photos/0/full,primary_photo_cropped/small,primary_photo_cropped/medium,primary_photo_cropped/large,primary_photo_cropped/full,status,status_changed_at,published_at,distance,contact/email,contact/phone,contact/address/address1,contact/address/address2,contact/address/city,contact/address/state,contact/address/postcode,contact/address/country,_links/self/href,_links/type/href,_links/organization/href,photos/1/small,photos/1/medium,photos/1/large,photos/1/full,photos/2/small,photos/2/medium,photos/2/large,photos/2/full,photos/3/small,photos/3/medium,photos/3/large,photos/3/full,photos/4/small,photos/4/medium,photos/4/large,photos/4/full,photos/5/small,photos/5/medium,photos/5/large,photos/5/full,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,primary_photo_cropped
52739183,CA1902,https:\/\/www.petfinder.com\/dog\/twinkle-52739183\/ca\/westminster\/wags-westminster-adoption-group-and-services-ca1902\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Lhasa Apso,Schnauzer,,,White \/ Cream,Gray \/ Blue \/ Silver,,Young,Female,Small,,,,,,,,,,Twinkle,Available 8-8-21,WAGS-A-6858,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739183\/1\/?bust=1629579966&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739183\/1\/?bust=1629579966&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739183\/1\/?bust=1629579966&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739183\/1\/?bust=1629579966,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739183\/1\/?bust=1629579966&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739183\/1\/?bust=1629579966&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739183\/1\/?bust=1629579966&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739183\/1\/?bust=1629579966,adoptable,2021-08-21T20:55:17+0000,2021-08-21T20:55:17+0000,,cortney@wagspetadoption.org,(714) 887-6156,,,Westminster,CA,92683,US,\/v2\/animals\/52739183,\/v2\/types\/dog,\/v2\/organizations\/ca1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52739182,TN850,https:\/\/www.petfinder.com\/cat\/craig-52739182\/tn\/memphis\/memphis-animal-services-tn850\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Gray \/ Blue \/ Silver,White,,Baby,Male,Small,,,,,,,,,,Craig,,MAS-A-7354,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739182\/1\/?bust=1629579969&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739182\/1\/?bust=1629579969&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739182\/1\/?bust=1629579969&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739182\/1\/?bust=1629579969,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739182\/1\/?bust=1629579969&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739182\/1\/?bust=1629579969&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739182\/1\/?bust=1629579969&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739182\/1\/?bust=1629579969,adoptable,2021-08-21T20:55:13+0000,2021-08-21T20:55:13+0000,,mas@memphistn.gov,(901) 636-1416,2350 Appling City Cove,,Memphis,TN,38133,US,\/v2\/animals\/52739182,\/v2\/types\/cat,\/v2\/organizations\/tn850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52739176,AZ180,https:\/\/www.petfinder.com\/dog\/zena-52739176\/az\/casa-grande\/valley-humane-society-inc-az180\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Shepherd,,,,Black,Yellow \/ Tan \/ Blond \/ Fawn,,Baby,Female,Medium,Short,,,,,,,,,Zena,"Zena is a happy and playful Shepherd, just 5 months old.  She loves to play with humans and cuddle with...",,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739176\/1\/?bust=1629579311&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739176\/1\/?bust=1629579311&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739176\/1\/?bust=1629579311&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739176\/1\/?bust=1629579311,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739176\/1\/?bust=1629579311&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739176\/1\/?bust=1629579311&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739176\/1\/?bust=1629579311&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739176\/1\/?bust=1629579311,adoptable,2021-08-21T20:55:13+0000,2021-08-21T20:55:13+0000,,vhsmail@valleyhumane.net,(520) 836-0904,15699 W. Aniceto Rd.,PO Box 10480,Casa Grande,AZ,85230,US,\/v2\/animals\/52739176,\/v2\/types\/dog,\/v2\/organizations\/az180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52739180,TN850,https:\/\/www.petfinder.com\/cat\/claire-52739180\/tn\/memphis\/memphis-animal-services-tn850\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Gray \/ Blue \/ Silver,Orange \/ Red,,Baby,Female,Small,,,,,,,,,,Claire,,MAS-A-7355,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739180\/1\/?bust=1629579953&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739180\/1\/?bust=1629579953&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739180\/1\/?bust=1629579953&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739180\/1\/?bust=1629579953,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739180\/1\/?bust=1629579953&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739180\/1\/?bust=1629579953&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739180\/1\/?bust=1629579953&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739180\/1\/?bust=1629579953,adoptable,2021-08-21T20:55:12+0000,2021-08-21T20:55:12+0000,,mas@memphistn.gov,(901) 636-1416,2350 Appling City Cove,,Memphis,TN,38133,US,\/v2\/animals\/52739180,\/v2\/types\/cat,\/v2\/organizations\/tn850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52739177,TX2326,https:\/\/www.petfinder.com\/cat\/millie-52739177\/tx\/san-antonio\/footbridge-foundation-tx2326\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Tortoiseshell,,,Young,Female,Medium,,,,,,,,,,Millie,,FBF-A-700,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/1\/?bust=1629579951&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/1\/?bust=1629579951&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/1\/?bust=1629579951&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/1\/?bust=1629579951,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/1\/?bust=1629579951&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/1\/?bust=1629579951&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/1\/?bust=1629579951&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/1\/?bust=1629579951,adoptable,2021-08-21T20:55:12+0000,2021-08-21T20:55:12+0000,,info@footbridgefoundation.org,(713) 303-1635,,,San Antonio,TX,78204,US,\/v2\/animals\/52739177,\/v2\/types\/cat,\/v2\/organizations\/tx2326,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/2\/?bust=1629579950&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/2\/?bust=1629579950&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/2\/?bust=1629579950&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/2\/?bust=1629579950,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/3\/?bust=1629579962&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/3\/?bust=1629579962&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/3\/?bust=1629579962&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/3\/?bust=1629579962,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/4\/?bust=1629579951&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/4\/?bust=1629579951&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/4\/?bust=1629579951&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/4\/?bust=1629579951,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/5\/?bust=1629579956&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/5\/?bust=1629579956&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/5\/?bust=1629579956&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739177\/5\/?bust=1629579956,,,,,,,,,,,,,,,
52739181,TN850,https:\/\/www.petfinder.com\/cat\/cecile-52739181\/tn\/memphis\/memphis-animal-services-tn850\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Gray \/ Blue \/ Silver,White,,Baby,Female,Small,,,,,,,,,,Cecile,,MAS-A-7356,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739181\/1\/?bust=1629579956&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739181\/1\/?bust=1629579956&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739181\/1\/?bust=1629579956&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739181\/1\/?bust=1629579956,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739181\/1\/?bust=1629579956&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739181\/1\/?bust=1629579956&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739181\/1\/?bust=1629579956&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739181\/1\/?bust=1629579956,adoptable,2021-08-21T20:55:12+0000,2021-08-21T20:55:12+0000,,mas@memphistn.gov,(901) 636-1416,2350 Appling City Cove,,Memphis,TN,38133,US,\/v2\/animals\/52739181,\/v2\/types\/cat,\/v2\/organizations\/tn850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52739178,TN850,https:\/\/www.petfinder.com\/dog\/charlie-52739178\/tn\/memphis\/memphis-animal-services-tn850\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Mixed Breed,,,,Black,Yellow \/ Tan \/ Blond \/ Fawn,,Young,Male,Medium,,,,,,,,,,Charlie,,MAS-A-7529,,,,,,,,,adoptable,2021-08-21T20:55:12+0000,2021-08-21T20:55:12+0000,,mas@memphistn.gov,(901) 636-1416,2350 Appling City Cove,,Memphis,TN,38133,US,\/v2\/animals\/52739178,\/v2\/types\/dog,\/v2\/organizations\/tn850,,,,,,,,,,,,,,,,,,,,,Heartworm Negative,,,,,,,,,,
52739179,TN850,https:\/\/www.petfinder.com\/cat\/clark-52739179\/tn\/memphis\/memphis-animal-services-tn850\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Brown \/ Chocolate,White,,Baby,Female,Small,,,,,,,,,,Clark,,MAS-A-7357,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739179\/1\/?bust=1629579976&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739179\/1\/?bust=1629579976&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739179\/1\/?bust=1629579976&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739179\/1\/?bust=1629579976,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739179\/1\/?bust=1629579976&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739179\/1\/?bust=1629579976&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739179\/1\/?bust=1629579976&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739179\/1\/?bust=1629579976,adoptable,2021-08-21T20:55:12+0000,2021-08-21T20:55:12+0000,,mas@memphistn.gov,(901) 636-1416,2350 Appling City Cove,,Memphis,TN,38133,US,\/v2\/animals\/52739179,\/v2\/types\/cat,\/v2\/organizations\/tn850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52739175,ON79,https:\/\/www.petfinder.com\/rabbit\/simon-52739175\/on\/cambridge\/rabbit-rescue-inc-on79\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Rabbit,Rabbit,Bunny Rabbit,,,,Cream,,,Adult,Male,Large,Short,,,,,,,,,Simon,"Meet Simon (pronounced with a French accent)!

Simon was surrendered to Rabbit Rescue through no fault of his own. He...",,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739175\/1\/?bust=1629579292&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739175\/1\/?bust=1629579292&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739175\/1\/?bust=1629579292&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739175\/1\/?bust=1629579292,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739175\/1\/?bust=1629579292&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739175\/1\/?bust=1629579292&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739175\/1\/?bust=1629579292&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739175\/1\/?bust=1629579292,adoptable,2021-08-21T20:54:54+0000,2021-08-21T20:54:54+0000,,haviva@rabbitrescue.ca,(519) 651-2345,,,Cambridge,ON,N3C 0E6,CA,\/v2\/animals\/52739175,\/v2\/types\/rabbit,\/v2\/organizations\/on79,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739175\/2\/?bust=1629579293&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739175\/2\/?bust=1629579293&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739175\/2\/?bust=1629579293&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739175\/2\/?bust=1629579293,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739175\/3\/?bust=1629579293&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739175\/3\/?bust=1629579293&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739175\/3\/?bust=1629579293&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739175\/3\/?bust=1629579293,,,,,,,,,,,,,Friendly,Gentle,Affectionate,,,,,,,,
52739170,AZ103,https:\/\/www.petfinder.com\/cat\/olivander-52739170\/az\/youngtown\/sun-cities-4-paws-rescue-inc-az103\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Young,Male,Medium,,,,,,,,,,Olivander,Please call either 623-876-8778 OR 623-773-2246 to inquire as to which location or which PetSmart a cat is located at....,S2021218,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739170\/1\/?bust=1629579853&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739170\/1\/?bust=1629579853&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739170\/1\/?bust=1629579853&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739170\/1\/?bust=1629579853,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739170\/1\/?bust=1629579853&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739170\/1\/?bust=1629579853&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739170\/1\/?bust=1629579853&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739170\/1\/?bust=1629579853,adoptable,2021-08-21T20:53:59+0000,2021-08-21T20:53:59+0000,,info@4pawsrescue.org,(623) 876-8778,11129 W. Michigan Ave.,,Youngtown,AZ,85363,US,\/v2\/animals\/52739170,\/v2\/types\/cat,\/v2\/organizations\/az103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
