id,organization_id,url,type,species,breeds/primary,breeds/secondary,breeds/mixed,breeds/unknown,colors/primary,colors/secondary,colors/tertiary,age,gender,size,coat,attributes/spayed_neutered,attributes/house_trained,attributes/declawed,attributes/special_needs,attributes/shots_current,environment/children,environment/dogs,environment/cats,name,description,organization_animal_id,primary_photo_cropped,status,status_changed_at,published_at,distance,contact/email,contact/phone,contact/address/address1,contact/address/address2,contact/address/city,contact/address/state,contact/address/postcode,contact/address/country,_links/self/href,_links/type/href,_links/organization/href,photos/0/small,photos/0/medium,photos/0/large,photos/0/full,primary_photo_cropped/small,primary_photo_cropped/medium,primary_photo_cropped/large,primary_photo_cropped/full
52738994,TX1003,https:\/\/www.petfinder.com\/dog\/a355954-52738994\/tx\/conroe\/montgomery-county-animal-shelter-tx1003\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Labrador Retriever,Mixed Breed,,,,,,Adult,Male,Medium,,,,,,,,,,A355954,,A355954,,adoptable,2021-08-21T20:39:45+0000,2021-08-21T20:39:45+0000,,shelter.counter@mctx.org,(936) 442-7738,8535 State Highway 242,,Conroe,TX,77385,US,\/v2\/animals\/52738994,\/v2\/types\/dog,\/v2\/organizations\/tx1003,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738994\/1\/?bust=1629579022&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738994\/1\/?bust=1629579022&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738994\/1\/?bust=1629579022&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738994\/1\/?bust=1629579022,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738994\/1\/?bust=1629579022&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738994\/1\/?bust=1629579022&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738994\/1\/?bust=1629579022&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738994\/1\/?bust=1629579022
52738993,FL164,https:\/\/www.petfinder.com\/cat\/arthur-52738993\/fl\/gainesville\/alachua-county-animal-services-fl164\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Siamese,Domestic Short Hair,,,,,,Baby,Male,Small,,,,,,,,,,ARTHUR,,A641649,,adoptable,2021-08-21T20:39:44+0000,2021-08-21T20:39:44+0000,,ACAS@alachuacounty.us,(352) 264-6870,3400 NE 53rd Avenue,,Gainesville,FL,32609,US,\/v2\/animals\/52738993,\/v2\/types\/cat,\/v2\/organizations\/fl164,,,,,,,,
52738992,CO120,https:\/\/www.petfinder.com\/rabbit\/penelope-52738992\/co\/frisco\/summit-county-animal-shelter-co120\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Rabbit,Rabbit,Bunny Rabbit,Polish,,,,,,Young,Female,Medium,,,,,,,,,,PENELOPE,,A045815,,adoptable,2021-08-21T20:39:43+0000,2021-08-21T20:39:43+0000,,Animal_Control@summitcountyco.gov,(970) 668-3230,0058 Nancy's Place,PO Box 5225,Frisco,CO,80443,US,\/v2\/animals\/52738992,\/v2\/types\/rabbit,\/v2\/organizations\/co120,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738992\/1\/?bust=1629579009&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738992\/1\/?bust=1629579009&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738992\/1\/?bust=1629579009&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738992\/1\/?bust=1629579009,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738992\/1\/?bust=1629579009&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738992\/1\/?bust=1629579009&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738992\/1\/?bust=1629579009&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738992\/1\/?bust=1629579009
52738987,VA75,https:\/\/www.petfinder.com\/cat\/denver-52738987\/va\/leesburg\/loudoun-county-animal-shelter-va75\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Male,Small,,,,,,,,,,DENVER,Looking for a kitten to join your family? Denver might be the guy for you! This little fellow is sweet...,A251833,,adoptable,2021-08-21T20:39:42+0000,2021-08-21T20:39:42+0000,,animals@loudoun.gov,(703) 777-0406,,,Leesburg,VA,20175,US,\/v2\/animals\/52738987,\/v2\/types\/cat,\/v2\/organizations\/va75,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738987\/1\/?bust=1629579000&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738987\/1\/?bust=1629579000&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738987\/1\/?bust=1629579000&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738987\/1\/?bust=1629579000,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738987\/1\/?bust=1629579000&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738987\/1\/?bust=1629579000&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738987\/1\/?bust=1629579000&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738987\/1\/?bust=1629579000
52738984,NM41,https:\/\/www.petfinder.com\/cat\/luca-52738984\/nm\/santa-fe\/santa-fe-animal-shelter-and-humane-society-nm41\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Medium Hair,,,,,,,Baby,Male,Small,,,,,,,,,,LUCA,Meet Luca! Luca is a dapper 4-month-old kitten who came to SFAS as a stray. This little guy is now...,A154465,,adoptable,2021-08-21T20:39:41+0000,2021-08-21T20:39:41+0000,,shelter@sfhumanesociety.org,(505) 983-4309,100 Caja del Rio Road,,Santa Fe,NM,87507,US,\/v2\/animals\/52738984,\/v2\/types\/cat,\/v2\/organizations\/nm41,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738984\/1\/?bust=1629579005&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738984\/1\/?bust=1629579005&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738984\/1\/?bust=1629579005&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738984\/1\/?bust=1629579005,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738984\/1\/?bust=1629579005&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738984\/1\/?bust=1629579005&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738984\/1\/?bust=1629579005&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738984\/1\/?bust=1629579005
52738988,CA767,https:\/\/www.petfinder.com\/cat\/meow-meows-52738988\/ca\/van-nuys\/city-of-los-angeles-east-valley-animal-shelter-ca767\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Adult,Female,Large,,,,,,,,,,MEOW MEOWS,,A1995540,,adoptable,2021-08-21T20:39:41+0000,2021-08-21T20:39:41+0000,,,(888) 452-7381,14409 Vanowen St,,Van Nuys,CA,91405,US,\/v2\/animals\/52738988,\/v2\/types\/cat,\/v2\/organizations\/ca767,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738988\/1\/?bust=1629579006&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738988\/1\/?bust=1629579006&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738988\/1\/?bust=1629579006&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738988\/1\/?bust=1629579006,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738988\/1\/?bust=1629579006&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738988\/1\/?bust=1629579006&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738988\/1\/?bust=1629579006&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738988\/1\/?bust=1629579006
52738983,NM41,https:\/\/www.petfinder.com\/cat\/twilight-52738983\/nm\/santa-fe\/santa-fe-animal-shelter-and-humane-society-nm41\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Young,Female,Small,,,,,,,,,,TWILIGHT,"Twilight is a quiet 7-pound, 1-year-old domestic short -haired female cat who came to SFAS when her guardian could no...",A154452,,adoptable,2021-08-21T20:39:41+0000,2021-08-21T20:39:41+0000,,shelter@sfhumanesociety.org,(505) 983-4309,100 Caja del Rio Road,,Santa Fe,NM,87507,US,\/v2\/animals\/52738983,\/v2\/types\/cat,\/v2\/organizations\/nm41,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738983\/1\/?bust=1629579001&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738983\/1\/?bust=1629579001&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738983\/1\/?bust=1629579001&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738983\/1\/?bust=1629579001,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738983\/1\/?bust=1629579001&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738983\/1\/?bust=1629579001&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738983\/1\/?bust=1629579001&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738983\/1\/?bust=1629579001
52738982,NM41,https:\/\/www.petfinder.com\/cat\/sylvester-52738982\/nm\/santa-fe\/santa-fe-animal-shelter-and-humane-society-nm41\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Long Hair,,,,,,,Young,Male,Medium,,,,,,,,,,SYLVESTER,"Sylvester is a handsome 7-pound, 1-year-old domestic long-haired male cat who came to SFAS when his guardian could no longer...",A154456,,adoptable,2021-08-21T20:39:41+0000,2021-08-21T20:39:41+0000,,shelter@sfhumanesociety.org,(505) 983-4309,100 Caja del Rio Road,,Santa Fe,NM,87507,US,\/v2\/animals\/52738982,\/v2\/types\/cat,\/v2\/organizations\/nm41,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738982\/1\/?bust=1629579001&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738982\/1\/?bust=1629579001&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738982\/1\/?bust=1629579001&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738982\/1\/?bust=1629579001,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738982\/1\/?bust=1629579001&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738982\/1\/?bust=1629579001&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738982\/1\/?bust=1629579001&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738982\/1\/?bust=1629579001
52738979,NM41,https:\/\/www.petfinder.com\/cat\/leland-52738979\/nm\/santa-fe\/santa-fe-animal-shelter-and-humane-society-nm41\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Female,Small,,,,,,,,,,LELAND,Meet Leland! Leland is a sweet 4-month-old kitten who came to SFAS as a stray. This little gal is so...,A154421,,adoptable,2021-08-21T20:39:41+0000,2021-08-21T20:39:41+0000,,shelter@sfhumanesociety.org,(505) 983-4309,100 Caja del Rio Road,,Santa Fe,NM,87507,US,\/v2\/animals\/52738979,\/v2\/types\/cat,\/v2\/organizations\/nm41,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738979\/1\/?bust=1629578998&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738979\/1\/?bust=1629578998&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738979\/1\/?bust=1629578998&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738979\/1\/?bust=1629578998,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738979\/1\/?bust=1629578998&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738979\/1\/?bust=1629578998&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738979\/1\/?bust=1629578998&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738979\/1\/?bust=1629578998
52738981,NM41,https:\/\/www.petfinder.com\/cat\/pebbles-52738981\/nm\/santa-fe\/santa-fe-animal-shelter-and-humane-society-nm41\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Young,Female,Medium,,,,,,,,,,PEBBLES,"Pebbles is a sweet 8-pound, 1-year-old domestic short-haired female cat who came to SFAS when her guardian could no longer...",A154453,,adoptable,2021-08-21T20:39:41+0000,2021-08-21T20:39:41+0000,,shelter@sfhumanesociety.org,(505) 983-4309,100 Caja del Rio Road,,Santa Fe,NM,87507,US,\/v2\/animals\/52738981,\/v2\/types\/cat,\/v2\/organizations\/nm41,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738981\/1\/?bust=1629578998&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738981\/1\/?bust=1629578998&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738981\/1\/?bust=1629578998&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738981\/1\/?bust=1629578998,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738981\/1\/?bust=1629578998&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738981\/1\/?bust=1629578998&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738981\/1\/?bust=1629578998&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738981\/1\/?bust=1629578998
