id,organization_id,url,type,species,breeds/primary,breeds/secondary,breeds/mixed,breeds/unknown,colors/primary,colors/secondary,colors/tertiary,age,gender,size,coat,attributes/spayed_neutered,attributes/house_trained,attributes/declawed,attributes/special_needs,attributes/shots_current,environment/children,environment/dogs,environment/cats,name,description,organization_animal_id,photos/0/small,photos/0/medium,photos/0/large,photos/0/full,primary_photo_cropped/small,primary_photo_cropped/medium,primary_photo_cropped/large,primary_photo_cropped/full,status,status_changed_at,published_at,distance,contact/email,contact/phone,contact/address/address1,contact/address/address2,contact/address/city,contact/address/state,contact/address/postcode,contact/address/country,_links/self/href,_links/type/href,_links/organization/href,photos/1/small,photos/1/medium,photos/1/large,photos/1/full,photos/2/small,photos/2/medium,photos/2/large,photos/2/full,photos/3/small,photos/3/medium,photos/3/large,photos/3/full,primary_photo_cropped
52742470,FL167,https:\/\/www.petfinder.com\/cat\/vienna-52742470\/fl\/orlando\/helping-paws-humane-society-fl167\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Long Hair,,,,,,,Adult,Female,Medium,,,,,,,,,,Vienna,This sweet spunky little fluffball wants to be your lifelong friend. Does best with feline friends!,ps_13346394,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742470\/1\/?bust=1629628474&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742470\/1\/?bust=1629628474&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742470\/1\/?bust=1629628474&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742470\/1\/?bust=1629628474,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742470\/1\/?bust=1629628474&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742470\/1\/?bust=1629628474&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742470\/1\/?bust=1629628474&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742470\/1\/?bust=1629628474,adoptable,2021-08-22T10:24:22+0000,2021-08-22T10:24:22+0000,,donnaclapp.dc@gmail.com,407-484-1042  ,P.O. Box 701157,,Orlando,FL,34770,US,\/v2\/animals\/52742470,\/v2\/types\/cat,\/v2\/organizations\/fl167,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742470\/4\/?bust=1629628474&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742470\/4\/?bust=1629628474&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742470\/4\/?bust=1629628474&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742470\/4\/?bust=1629628474,,,,,,,,,
52742469,FL167,https:\/\/www.petfinder.com\/cat\/edalyn-52742469\/fl\/orlando\/helping-paws-humane-society-fl167\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Adult,Female,Medium,,,,,,,,,,Edalyn,Take home this sweet mama.,ps_72244248,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742469\/1\/?bust=1629628473&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742469\/1\/?bust=1629628473&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742469\/1\/?bust=1629628473&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742469\/1\/?bust=1629628473,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742469\/1\/?bust=1629628473&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742469\/1\/?bust=1629628473&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742469\/1\/?bust=1629628473&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742469\/1\/?bust=1629628473,adoptable,2021-08-22T10:24:22+0000,2021-08-22T10:24:22+0000,,donnaclapp.dc@gmail.com,407-484-1042  ,P.O. Box 701157,,Orlando,FL,34770,US,\/v2\/animals\/52742469,\/v2\/types\/cat,\/v2\/organizations\/fl167,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742469\/3\/?bust=1629628500&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742469\/3\/?bust=1629628500&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742469\/3\/?bust=1629628500&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742469\/3\/?bust=1629628500,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742469\/4\/?bust=1629628497&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742469\/4\/?bust=1629628497&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742469\/4\/?bust=1629628497&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742469\/4\/?bust=1629628497,,,,,
52742466,FL167,https:\/\/www.petfinder.com\/cat\/luz-52742466\/fl\/orlando\/helping-paws-humane-society-fl167\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Female,Medium,,,,,,,,,,Luz,Take home a great kitten!,ps_76217789,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742466\/1\/?bust=1629628484&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742466\/1\/?bust=1629628484&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742466\/1\/?bust=1629628484&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742466\/1\/?bust=1629628484,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742466\/1\/?bust=1629628484&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742466\/1\/?bust=1629628484&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742466\/1\/?bust=1629628484&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742466\/1\/?bust=1629628484,adoptable,2021-08-22T10:24:22+0000,2021-08-22T10:24:22+0000,,donnaclapp.dc@gmail.com,407-484-1042  ,P.O. Box 701157,,Orlando,FL,34770,US,\/v2\/animals\/52742466,\/v2\/types\/cat,\/v2\/organizations\/fl167,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742466\/2\/?bust=1629641204&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742466\/2\/?bust=1629641204&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742466\/2\/?bust=1629641204&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742466\/2\/?bust=1629641204,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742466\/3\/?bust=1629641205&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742466\/3\/?bust=1629641205&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742466\/3\/?bust=1629641205&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742466\/3\/?bust=1629641205,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742466\/4\/?bust=1629641209&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742466\/4\/?bust=1629641209&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742466\/4\/?bust=1629641209&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742466\/4\/?bust=1629641209,
52742463,TX2269,https:\/\/www.petfinder.com\/dog\/ruby-petra-vrs-52742463\/tx\/friendswood\/three-little-pitties-rescue-tx2269\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Catahoula Leopard Dog,Labrador Retriever,,,"Tricolor (Brown, Black, & White)",,,Baby,Female,Medium,,,,,,,,,,Ruby Petra (VRS),"Meet Ruby Petra! 

Sweet lovely Ruby!

Ruby is such a sweetheart. Ruby loves to give you kisses and lay by...",ps_1156150-881797,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742463\/1\/?bust=1629628403&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742463\/1\/?bust=1629628403&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742463\/1\/?bust=1629628403&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742463\/1\/?bust=1629628403,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742463\/1\/?bust=1629628403&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742463\/1\/?bust=1629628403&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742463\/1\/?bust=1629628403&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742463\/1\/?bust=1629628403,adoptable,2021-08-22T10:22:35+0000,2021-08-22T10:22:35+0000,,adopt@threelittlepittiesrescue.org,,,,Friendswood,TX,77546,US,\/v2\/animals\/52742463,\/v2\/types\/dog,\/v2\/organizations\/tx2269,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742463\/2\/?bust=1629628417&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742463\/2\/?bust=1629628417&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742463\/2\/?bust=1629628417&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742463\/2\/?bust=1629628417,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742463\/3\/?bust=1629628428&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742463\/3\/?bust=1629628428&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742463\/3\/?bust=1629628428&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742463\/3\/?bust=1629628428,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742463\/4\/?bust=1629628405&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742463\/4\/?bust=1629628405&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742463\/4\/?bust=1629628405&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742463\/4\/?bust=1629628405,
52742464,TX2269,https:\/\/www.petfinder.com\/dog\/emerald-petra-vrs-52742464\/tx\/friendswood\/three-little-pitties-rescue-tx2269\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Labrador Retriever,Catahoula Leopard Dog,,,Brown \/ Chocolate,,,Baby,Female,Medium,,,,,,,,,,Emerald Petra (VRS),"Meet Emerald Petra! 

Beautiful, outgoing, and loving are words that perfectly describe how Emerald is. 

Emerald loves to give you...",ps_1156148-881797,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742464\/1\/?bust=1629628415&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742464\/1\/?bust=1629628415&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742464\/1\/?bust=1629628415&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742464\/1\/?bust=1629628415,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742464\/1\/?bust=1629628415&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742464\/1\/?bust=1629628415&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742464\/1\/?bust=1629628415&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742464\/1\/?bust=1629628415,adoptable,2021-08-22T10:22:35+0000,2021-08-22T10:22:35+0000,,adopt@threelittlepittiesrescue.org,,,,Friendswood,TX,77546,US,\/v2\/animals\/52742464,\/v2\/types\/dog,\/v2\/organizations\/tx2269,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742464\/2\/?bust=1629628402&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742464\/2\/?bust=1629628402&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742464\/2\/?bust=1629628402&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742464\/2\/?bust=1629628402,,,,,,,,,
52742462,OK427,https:\/\/www.petfinder.com\/dog\/buster-brown-52742462\/ok\/tulsa\/c-dot-ar-dot-e-compassionate-animal-rescue-efforts-ok427\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Boxer,,,,White \/ Cream,,,Adult,Male,Medium,,,,,,,,,,Buster Brown,Looking for a great family pet? Look no further! Buster Brown is such a great dog - everyone in the...,ps_18841804,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742462\/1\/?bust=1629628422&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742462\/1\/?bust=1629628422&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742462\/1\/?bust=1629628422&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742462\/1\/?bust=1629628422,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742462\/1\/?bust=1629628422&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742462\/1\/?bust=1629628422&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742462\/1\/?bust=1629628422&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742462\/1\/?bust=1629628422,adoptable,2021-08-22T10:22:26+0000,2021-08-22T10:22:26+0000,,rescue@carerescueok.org,,,,Tulsa,OK,74108,US,\/v2\/animals\/52742462,\/v2\/types\/dog,\/v2\/organizations\/ok427,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742462\/2\/?bust=1629628388&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742462\/2\/?bust=1629628388&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742462\/2\/?bust=1629628388&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742462\/2\/?bust=1629628388,,,,,,,,,
52742458,NC915,https:\/\/www.petfinder.com\/cat\/nala-jones-52742458\/nc\/greensboro\/triad-independent-cat-rescue-nc915\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,American Shorthair,,,,,,,Adult,Female,Medium,,,,,,,,,,NALA JONES,,ps_35368518,,,,,,,,,adoptable,2021-08-22T10:22:15+0000,2021-08-22T10:22:15+0000,,triadcat@yahoo.com,,,,Greensboro,NC,27455,US,\/v2\/animals\/52742458,\/v2\/types\/cat,\/v2\/organizations\/nc915,,,,,,,,,,,,,
52742459,NC915,https:\/\/www.petfinder.com\/cat\/huey-jones-52742459\/nc\/greensboro\/triad-independent-cat-rescue-nc915\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,American Shorthair,,,,,,,Adult,Male,Medium,,,,,,,,,,HUEY JONES,,ps_54458455,,,,,,,,,adoptable,2021-08-22T10:22:15+0000,2021-08-22T10:22:15+0000,,triadcat@yahoo.com,,,,Greensboro,NC,27455,US,\/v2\/animals\/52742459,\/v2\/types\/cat,\/v2\/organizations\/nc915,,,,,,,,,,,,,
52742460,NC915,https:\/\/www.petfinder.com\/cat\/handsome-jones-52742460\/nc\/greensboro\/triad-independent-cat-rescue-nc915\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,American Shorthair,,,,,,,Adult,Male,Medium,,,,,,,,,,HANDSOME JONES,,ps_17153000,,,,,,,,,adoptable,2021-08-22T10:22:15+0000,2021-08-22T10:22:15+0000,,triadcat@yahoo.com,,,,Greensboro,NC,27455,US,\/v2\/animals\/52742460,\/v2\/types\/cat,\/v2\/organizations\/nc915,,,,,,,,,,,,,
52742461,NC915,https:\/\/www.petfinder.com\/cat\/luey-jones-52742461\/nc\/greensboro\/triad-independent-cat-rescue-nc915\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,American Shorthair,,,,,,,Adult,Male,Medium,,,,,,,,,,LUEY JONES,,ps_73608581,,,,,,,,,adoptable,2021-08-22T10:22:15+0000,2021-08-22T10:22:15+0000,,triadcat@yahoo.com,,,,Greensboro,NC,27455,US,\/v2\/animals\/52742461,\/v2\/types\/cat,\/v2\/organizations\/nc915,,,,,,,,,,,,,
