id,organization_id,url,type,species,breeds/primary,breeds/secondary,breeds/mixed,breeds/unknown,colors/primary,colors/secondary,colors/tertiary,age,gender,size,coat,attributes/spayed_neutered,attributes/house_trained,attributes/declawed,attributes/special_needs,attributes/shots_current,environment/children,environment/dogs,environment/cats,name,description,organization_animal_id,photos/0/small,photos/0/medium,photos/0/large,photos/0/full,primary_photo_cropped/small,primary_photo_cropped/medium,primary_photo_cropped/large,primary_photo_cropped/full,status,status_changed_at,published_at,distance,contact/email,contact/phone,contact/address/address1,contact/address/address2,contact/address/city,contact/address/state,contact/address/postcode,contact/address/country,_links/self/href,_links/type/href,_links/organization/href,tags/0,tags/1,tags/2,tags/3,primary_photo_cropped
52739046,TX1659,https:\/\/www.petfinder.com\/cat\/duke-martin-52739046\/tx\/grand-prairie\/grand-prairie-animal-services-tx1659\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Male,Small,,,,,,,,,,DUKE MARTIN,,A192595,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739046\/1\/?bust=1629579073&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739046\/1\/?bust=1629579073&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739046\/1\/?bust=1629579073&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739046\/1\/?bust=1629579073,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739046\/1\/?bust=1629579073&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739046\/1\/?bust=1629579073&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739046\/1\/?bust=1629579073&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739046\/1\/?bust=1629579073,adoptable,2021-08-21T20:40:14+0000,2021-08-21T20:40:14+0000,,prairiepawsanimalinfo@gptx.org,(972) 237-8575,2222 West Warrior Trail,,Grand Prairie,TX,75052,US,\/v2\/animals\/52739046,\/v2\/types\/cat,\/v2\/organizations\/tx1659,,,,,
52739040,MS14,https:\/\/www.petfinder.com\/cat\/max-52739040\/ms\/starkville\/oktibbeha-county-humane-society-ms14\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,White,Gray \/ Blue \/ Silver,,Adult,Male,Large,,,,,,,,,,Max,,OCHS-A-32559,,,,,,,,,adoptable,2021-08-21T20:40:13+0000,2021-08-21T20:40:13+0000,,shelter@ochsms.org,(662) 338-9093,P.O. Box 297,510 Industrial Park Drive,Starkville,MS,39760,US,\/v2\/animals\/52739040,\/v2\/types\/cat,\/v2\/organizations\/ms14,,,,,
52739032,AZ101,https:\/\/www.petfinder.com\/dog\/a4621106-52739032\/az\/phoenix\/mcacc-west-valley-animal-care-center-az101\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Siberian Husky,,,,,,,Young,Female,Large,,,,,,,,,,A4621106,,A4621106,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739032\/1\/?bust=1629579076&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739032\/1\/?bust=1629579076&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739032\/1\/?bust=1629579076&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739032\/1\/?bust=1629579076,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739032\/1\/?bust=1629579076&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739032\/1\/?bust=1629579076&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739032\/1\/?bust=1629579076&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739032\/1\/?bust=1629579076,adoptable,2021-08-21T20:40:11+0000,2021-08-21T20:40:11+0000,,,(602) 506-2765,2500 S. 27th Avenue,(27th and Durango),Phoenix,AZ,85009,US,\/v2\/animals\/52739032,\/v2\/types\/dog,\/v2\/organizations\/az101,,,,,
52739030,AZ101,https:\/\/www.petfinder.com\/dog\/simon-52739030\/az\/phoenix\/mcacc-west-valley-animal-care-center-az101\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Pit Bull Terrier,,,,,,,Adult,Male,Large,,,,,,,,,,SIMON,,A4604570,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739030\/1\/?bust=1629579068&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739030\/1\/?bust=1629579068&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739030\/1\/?bust=1629579068&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739030\/1\/?bust=1629579068,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739030\/1\/?bust=1629579068&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739030\/1\/?bust=1629579068&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739030\/1\/?bust=1629579068&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739030\/1\/?bust=1629579068,adoptable,2021-08-21T20:40:10+0000,2021-08-21T20:40:10+0000,,,(602) 506-2765,2500 S. 27th Avenue,(27th and Durango),Phoenix,AZ,85009,US,\/v2\/animals\/52739030,\/v2\/types\/dog,\/v2\/organizations\/az101,,,,,
52739031,AZ101,https:\/\/www.petfinder.com\/cat\/buffy-52739031\/az\/phoenix\/mcacc-west-valley-animal-care-center-az101\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Female,Small,,,,,,,,,,BUFFY,,A4615927,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739031\/1\/?bust=1629579064&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739031\/1\/?bust=1629579064&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739031\/1\/?bust=1629579064&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739031\/1\/?bust=1629579064,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739031\/1\/?bust=1629579064&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739031\/1\/?bust=1629579064&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739031\/1\/?bust=1629579064&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739031\/1\/?bust=1629579064,adoptable,2021-08-21T20:40:10+0000,2021-08-21T20:40:10+0000,,,(602) 506-2765,2500 S. 27th Avenue,(27th and Durango),Phoenix,AZ,85009,US,\/v2\/animals\/52739031,\/v2\/types\/cat,\/v2\/organizations\/az101,,,,,
52739028,KY102,https:\/\/www.petfinder.com\/dog\/yuuki-52739028\/ky\/louisville\/louisville-metro-animal-services-ky102\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Pit Bull Terrier,,,,,,,Young,Male,Medium,,,,,,,,,,YUUKI,,A694689,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739028\/1\/?bust=1629579047&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739028\/1\/?bust=1629579047&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739028\/1\/?bust=1629579047&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739028\/1\/?bust=1629579047,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739028\/1\/?bust=1629579047&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739028\/1\/?bust=1629579047&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739028\/1\/?bust=1629579047&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739028\/1\/?bust=1629579047,adoptable,2021-08-21T20:40:08+0000,2021-08-21T20:40:08+0000,,AnimalServicesAdoption@louisvilleky.gov,(502) 473-7387,3528 Newburg Road,,Louisville,KY,40218,US,\/v2\/animals\/52739028,\/v2\/types\/dog,\/v2\/organizations\/ky102,,,,,
52739029,MD247,https:\/\/www.petfinder.com\/dog\/jojo-52739029\/md\/upper-marlboro\/prince-georges-county-animal-services-division-md247\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Labrador Retriever,Mixed Breed,,,,,,Young,Male,Medium,,,,,,,,,,JOJO,,A512474,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739029\/1\/?bust=1629579047&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739029\/1\/?bust=1629579047&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739029\/1\/?bust=1629579047&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739029\/1\/?bust=1629579047,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739029\/1\/?bust=1629579047&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739029\/1\/?bust=1629579047&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739029\/1\/?bust=1629579047&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739029\/1\/?bust=1629579047,adoptable,2021-08-21T20:40:08+0000,2021-08-21T20:40:08+0000,,derpets@co.pg.md.us,(301) 780-7200,,,Upper Marlboro,MD,20772,US,\/v2\/animals\/52739029,\/v2\/types\/dog,\/v2\/organizations\/md247,,,,,
52739027,AZ20,https:\/\/www.petfinder.com\/cat\/riddikulus-52739027\/az\/tucson\/pima-animal-care-center-az20\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,Turkish Van,,,,,,Young,Male,Small,,,,,,,,,,RIDDIKULUS,,A747088,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739027\/1\/?bust=1629579060&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739027\/1\/?bust=1629579060&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739027\/1\/?bust=1629579060&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739027\/1\/?bust=1629579060,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739027\/1\/?bust=1629579060&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739027\/1\/?bust=1629579060&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739027\/1\/?bust=1629579060&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739027\/1\/?bust=1629579060,adoptable,2021-08-21T20:40:07+0000,2021-08-21T20:40:07+0000,,,(520) 724-5900,4000 N. Silverbell RD,,Tucson,AZ,85745,US,\/v2\/animals\/52739027,\/v2\/types\/cat,\/v2\/organizations\/az20,,,,,
52739023,NE73,https:\/\/www.petfinder.com\/dog\/kevin-52739023\/ne\/omaha\/nebraska-humane-society-ne73\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Golden Retriever,Mixed Breed,,,,,,Adult,Male,Medium,,,,,,,,,,KEVIN,"Hi I&amp;#39;m Kevin. I love to be busy, both physically and mentally. Do you like your crosswords to work your...",A1409909,,,,,,,,,adoptable,2021-08-21T20:40:05+0000,2021-08-21T20:40:05+0000,,nhs@nehumanesociety.org,(402) 444-7800,8929 Fort St,,Omaha,NE,68134,US,\/v2\/animals\/52739023,\/v2\/types\/dog,\/v2\/organizations\/ne73,,,,,
52739024,NE73,https:\/\/www.petfinder.com\/dog\/charles-schwab-etfs-52739024\/ne\/omaha\/nebraska-humane-society-ne73\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Boxer,Pit Bull Terrier,,,,,,Young,Male,Medium,,,,,,,,,,CHARLES SCHWAB ETFS,"My name is Charles Schwab ETFs. Looking for a fun loving, energetic canine companion that loves to just goof around?...",A1409592,,,,,,,,,adoptable,2021-08-21T20:40:05+0000,2021-08-21T20:40:05+0000,,nhs@nehumanesociety.org,(402) 444-7800,8929 Fort St,,Omaha,NE,68134,US,\/v2\/animals\/52739024,\/v2\/types\/dog,\/v2\/organizations\/ne73,,,,,
