id,organization_id,url,type,species,breeds/primary,breeds/secondary,breeds/mixed,breeds/unknown,colors/primary,colors/secondary,colors/tertiary,age,gender,size,coat,attributes/spayed_neutered,attributes/house_trained,attributes/declawed,attributes/special_needs,attributes/shots_current,environment/children,environment/dogs,environment/cats,name,description,organization_animal_id,photos/0/small,photos/0/medium,photos/0/large,photos/0/full,primary_photo_cropped/small,primary_photo_cropped/medium,primary_photo_cropped/large,primary_photo_cropped/full,status,status_changed_at,published_at,distance,contact/email,contact/phone,contact/address/address1,contact/address/address2,contact/address/city,contact/address/state,contact/address/postcode,contact/address/country,_links/self/href,_links/type/href,_links/organization/href,photos/1/small,photos/1/medium,photos/1/large,photos/1/full,photos/2/small,photos/2/medium,photos/2/large,photos/2/full,photos/3/small,photos/3/medium,photos/3/large,photos/3/full,photos/4/small,photos/4/medium,photos/4/large,photos/4/full,photos/5/small,photos/5/medium,photos/5/large,photos/5/full,primary_photo_cropped
52742447,IL903,https:\/\/www.petfinder.com\/cat\/jet-52742447\/il\/palatine\/forever-fortunate-felines-il903\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Female,Medium,,,,,,,,,,Jet,"This little cuddle buddy, love bug loves her string toys and he loves wrestling with her brother.

Jet is a...",ps_21493493,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/1\/?bust=1629628291&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/1\/?bust=1629628291&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/1\/?bust=1629628291&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/1\/?bust=1629628291,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/1\/?bust=1629628291&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/1\/?bust=1629628291&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/1\/?bust=1629628291&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/1\/?bust=1629628291,adoptable,2021-08-22T10:21:19+0000,2021-08-22T10:21:19+0000,,cats@foreverfortunatefelines.org,(844) 228-7333,,,Palatine,IL,60078,US,\/v2\/animals\/52742447,\/v2\/types\/cat,\/v2\/organizations\/il903,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/2\/?bust=1629628290&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/2\/?bust=1629628290&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/2\/?bust=1629628290&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/2\/?bust=1629628290,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/3\/?bust=1629628294&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/3\/?bust=1629628294&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/3\/?bust=1629628294&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/3\/?bust=1629628294,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/4\/?bust=1629628295&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/4\/?bust=1629628295&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/4\/?bust=1629628295&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/4\/?bust=1629628295,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/5\/?bust=1629628291&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/5\/?bust=1629628291&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/5\/?bust=1629628291&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/5\/?bust=1629628291,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/6\/?bust=1629628292&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/6\/?bust=1629628292&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/6\/?bust=1629628292&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742447\/6\/?bust=1629628292,
52742446,TX2304,https:\/\/www.petfinder.com\/cat\/little-girl-52742446\/tx\/dallas\/a-voice-for-all-paws-inc-tx2304\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Medium Hair,,,,Gray \/ Blue \/ Silver,,,Baby,Female,Small,,,,,,,,,,Little Girl,Lil Girl is a shy precious little one. She will shy away at your touch initially but as soon as...,ps_60852647,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742446\/1\/?bust=1629628269&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742446\/1\/?bust=1629628269&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742446\/1\/?bust=1629628269&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742446\/1\/?bust=1629628269,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742446\/1\/?bust=1629628269&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742446\/1\/?bust=1629628269&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742446\/1\/?bust=1629628269&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742446\/1\/?bust=1629628269,adoptable,2021-08-22T10:21:05+0000,2021-08-22T10:21:05+0000,,adopt@avoiceforallpaws.com,(972) 533-4813,,,Dallas,TX,75228,US,\/v2\/animals\/52742446,\/v2\/types\/cat,\/v2\/organizations\/tx2304,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742446\/2\/?bust=1629628269&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742446\/2\/?bust=1629628269&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742446\/2\/?bust=1629628269&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742446\/2\/?bust=1629628269,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742446\/3\/?bust=1629628270&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742446\/3\/?bust=1629628270&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742446\/3\/?bust=1629628270&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742446\/3\/?bust=1629628270,,,,,,,,,,,,,
52742442,MS184,https:\/\/www.petfinder.com\/dog\/ecru-52742442\/ms\/pontotoc\/second-chances-ms184\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Hound,,,,,,,Adult,Female,Medium,,,,,,,,,,Ecru,"*Due to state laws regarding out of state adoptions, we cannot adopt to families in Massachusetts or Rhode Island.*

 

Listed...",ps_80050187,,,,,,,,,adoptable,2021-08-22T10:20:57+0000,2021-08-22T10:20:57+0000,,secondchancespontotoc@gmail.com,,,,Pontotoc,MS,38863,US,\/v2\/animals\/52742442,\/v2\/types\/dog,\/v2\/organizations\/ms184,,,,,,,,,,,,,,,,,,,,,
52742434,IL272,https:\/\/www.petfinder.com\/dog\/mona-52742434\/il\/palatine\/fortunate-pooches-and-lab-rescue-il272\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Labrador Retriever,,,,,,,Adult,Female,Medium,,,,,,,,,,Mona,Mona is about 10 11 weeks old and playful smart and very social She is also sweet with kids,ps_24214794,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742434\/1\/?bust=1629628238&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742434\/1\/?bust=1629628238&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742434\/1\/?bust=1629628238&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742434\/1\/?bust=1629628238,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742434\/1\/?bust=1629628238&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742434\/1\/?bust=1629628238&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742434\/1\/?bust=1629628238&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742434\/1\/?bust=1629628238,adoptable,2021-08-22T10:20:11+0000,2021-08-22T10:20:11+0000,,labs@fortunatelabrescue.org,(773) 318-2239,,,Palatine,IL,60078,US,\/v2\/animals\/52742434,\/v2\/types\/dog,\/v2\/organizations\/il272,,,,,,,,,,,,,,,,,,,,,
52742433,NJ898,https:\/\/www.petfinder.com\/dog\/piper-bonita-52742433\/nj\/marlton\/matchdog-rescue-nj898\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Shepherd,,,,Brown \/ Chocolate,,,Adult,Female,Large,,,,,,,,,,PIPER (bonita),"Welcome to MatchDog Rescue&amp;#39;s Garden State Barkway where our pups do jug handles for you!

Greetings to Piper, a 3-year-old...",ps_19086007,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/1\/?bust=1629628211&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/1\/?bust=1629628211&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/1\/?bust=1629628211&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/1\/?bust=1629628211,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/1\/?bust=1629628211&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/1\/?bust=1629628211&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/1\/?bust=1629628211&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/1\/?bust=1629628211,adoptable,2021-08-22T10:20:01+0000,2021-08-22T10:20:01+0000,,mdr.applications@gmail.com,,,,Marlton,NJ,08053,US,\/v2\/animals\/52742433,\/v2\/types\/dog,\/v2\/organizations\/nj898,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/2\/?bust=1629628210&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/2\/?bust=1629628210&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/2\/?bust=1629628210&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/2\/?bust=1629628210,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/3\/?bust=1629628211&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/3\/?bust=1629628211&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/3\/?bust=1629628211&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/3\/?bust=1629628211,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/4\/?bust=1629628209&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/4\/?bust=1629628209&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/4\/?bust=1629628209&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/4\/?bust=1629628209,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/5\/?bust=1629628212&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/5\/?bust=1629628212&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/5\/?bust=1629628212&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/5\/?bust=1629628212,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/6\/?bust=1629628214&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/6\/?bust=1629628214&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/6\/?bust=1629628214&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742433\/6\/?bust=1629628214,
52742416,CO489,https:\/\/www.petfinder.com\/dog\/mama-sophie-puppy-starfish-52742416\/co\/lakewood\/moms-and-mutts-colorado-rescue-for-pregnant-and-nursing-dogs-co489\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Shih Tzu,Chihuahua,,,,,,Baby,Female,Medium,,,,,,,,,,Mama Sophie Puppy - Starfish,"*In order to protect our puppies, we do not allow puppies to attend open events until they have a minimum...",ps_74764563,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742416\/1\/?bust=1629628140&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742416\/1\/?bust=1629628140&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742416\/1\/?bust=1629628140&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742416\/1\/?bust=1629628140,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742416\/1\/?bust=1629628140&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742416\/1\/?bust=1629628140&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742416\/1\/?bust=1629628140&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742416\/1\/?bust=1629628140,adoptable,2021-08-22T10:18:43+0000,2021-08-22T10:18:43+0000,,Info@mamcorescue.org,(720) 532-1668,,,Lakewood,CO,80227,US,\/v2\/animals\/52742416,\/v2\/types\/dog,\/v2\/organizations\/co489,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742416\/2\/?bust=1629628142&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742416\/2\/?bust=1629628142&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742416\/2\/?bust=1629628142&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742416\/2\/?bust=1629628142,,,,,,,,,,,,,,,,,
52742422,CO489,https:\/\/www.petfinder.com\/dog\/mama-zelda-pup-zachary-52742422\/co\/lakewood\/moms-and-mutts-colorado-rescue-for-pregnant-and-nursing-dogs-co489\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,German Shepherd Dog,Saint Bernard,,,,,,Baby,Male,Medium,,,,,,,,,,Mama Zelda Pup - Zachary,"*In order to protect our puppies, we do not allow puppies to attend open events until they have a minimum...",ps_1184033-192495,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742422\/1\/?bust=1629628171&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742422\/1\/?bust=1629628171&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742422\/1\/?bust=1629628171&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742422\/1\/?bust=1629628171,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742422\/1\/?bust=1629628171&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742422\/1\/?bust=1629628171&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742422\/1\/?bust=1629628171&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742422\/1\/?bust=1629628171,adoptable,2021-08-22T10:18:43+0000,2021-08-22T10:18:43+0000,,Info@mamcorescue.org,(720) 532-1668,,,Lakewood,CO,80227,US,\/v2\/animals\/52742422,\/v2\/types\/dog,\/v2\/organizations\/co489,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742422\/2\/?bust=1629628166&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742422\/2\/?bust=1629628166&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742422\/2\/?bust=1629628166&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742422\/2\/?bust=1629628166,,,,,,,,,,,,,,,,,
52742426,CO489,https:\/\/www.petfinder.com\/dog\/furrst-loves-fred-52742426\/co\/lakewood\/moms-and-mutts-colorado-rescue-for-pregnant-and-nursing-dogs-co489\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Border Collie,Corgi,,,"Tricolor (Brown, Black, & White)",,,Baby,Male,Medium,,,,,,,,,,Furrst Loves - Fred,"*In order to protect our puppies, we do not allow puppies to attend open events until they have a minimum...",ps_1187653-192495,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742426\/1\/?bust=1629628153&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742426\/1\/?bust=1629628153&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742426\/1\/?bust=1629628153&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742426\/1\/?bust=1629628153,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742426\/1\/?bust=1629628153&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742426\/1\/?bust=1629628153&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742426\/1\/?bust=1629628153&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742426\/1\/?bust=1629628153,adoptable,2021-08-22T10:18:43+0000,2021-08-22T10:18:43+0000,,Info@mamcorescue.org,(720) 532-1668,,,Lakewood,CO,80227,US,\/v2\/animals\/52742426,\/v2\/types\/dog,\/v2\/organizations\/co489,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742426\/2\/?bust=1629628172&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742426\/2\/?bust=1629628172&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742426\/2\/?bust=1629628172&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742426\/2\/?bust=1629628172,,,,,,,,,,,,,,,,,
52742417,CO489,https:\/\/www.petfinder.com\/dog\/mama-sophie-52742417\/co\/lakewood\/moms-and-mutts-colorado-rescue-for-pregnant-and-nursing-dogs-co489\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Terrier,Chihuahua,,,,,,Adult,Female,Medium,,,,,,,,,,Mama Sophie,"*In order to protect our puppies, we do not allow puppies to attend open events until they have a minimum...",ps_14499713,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742417\/1\/?bust=1629628171&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742417\/1\/?bust=1629628171&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742417\/1\/?bust=1629628171&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742417\/1\/?bust=1629628171,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742417\/1\/?bust=1629628171&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742417\/1\/?bust=1629628171&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742417\/1\/?bust=1629628171&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742417\/1\/?bust=1629628171,adoptable,2021-08-22T10:18:43+0000,2021-08-22T10:18:43+0000,,Info@mamcorescue.org,(720) 532-1668,,,Lakewood,CO,80227,US,\/v2\/animals\/52742417,\/v2\/types\/dog,\/v2\/organizations\/co489,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742417\/2\/?bust=1629628172&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742417\/2\/?bust=1629628172&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742417\/2\/?bust=1629628172&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742417\/2\/?bust=1629628172,,,,,,,,,,,,,,,,,
52742421,CO489,https:\/\/www.petfinder.com\/dog\/mama-sophie-puppy-bonzo-52742421\/co\/lakewood\/moms-and-mutts-colorado-rescue-for-pregnant-and-nursing-dogs-co489\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Shih Tzu,Chihuahua,,,White \/ Cream,,,Baby,Male,Medium,,,,,,,,,,Mama Sophie Puppy - Bonzo,"*In order to protect our puppies, we do not allow puppies to attend open events until they have a minimum...",ps_1178835-192495,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742421\/1\/?bust=1629628172&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742421\/1\/?bust=1629628172&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742421\/1\/?bust=1629628172&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742421\/1\/?bust=1629628172,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742421\/1\/?bust=1629628172&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742421\/1\/?bust=1629628172&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742421\/1\/?bust=1629628172&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742421\/1\/?bust=1629628172,adoptable,2021-08-22T10:18:43+0000,2021-08-22T10:18:43+0000,,Info@mamcorescue.org,(720) 532-1668,,,Lakewood,CO,80227,US,\/v2\/animals\/52742421,\/v2\/types\/dog,\/v2\/organizations\/co489,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742421\/2\/?bust=1629628167&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742421\/2\/?bust=1629628167&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742421\/2\/?bust=1629628167&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742421\/2\/?bust=1629628167,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742421\/3\/?bust=1629628167&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742421\/3\/?bust=1629628167&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742421\/3\/?bust=1629628167&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52742421\/3\/?bust=1629628167,,,,,,,,,,,,,
