id,organization_id,url,type,species,breeds/primary,breeds/secondary,breeds/mixed,breeds/unknown,colors/primary,colors/secondary,colors/tertiary,age,gender,size,coat,attributes/spayed_neutered,attributes/house_trained,attributes/declawed,attributes/special_needs,attributes/shots_current,environment/children,environment/dogs,environment/cats,name,description,organization_animal_id,photos/0/small,photos/0/medium,photos/0/large,photos/0/full,primary_photo_cropped/small,primary_photo_cropped/medium,primary_photo_cropped/large,primary_photo_cropped/full,status,status_changed_at,published_at,distance,contact/email,contact/phone,contact/address/address1,contact/address/address2,contact/address/city,contact/address/state,contact/address/postcode,contact/address/country,_links/self/href,_links/type/href,_links/organization/href,tags/0,tags/1,tags/2,photos/1/small,photos/1/medium,photos/1/large,photos/1/full,photos/2/small,photos/2/medium,photos/2/large,photos/2/full,photos/3/small,photos/3/medium,photos/3/large,photos/3/full,photos/4/small,photos/4/medium,photos/4/large,photos/4/full,primary_photo_cropped
52739084,AZ644,https:\/\/www.petfinder.com\/cat\/gina-52739084\/az\/casa-grande\/valley-kitten-nursery-and-rescue-az644\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Long Hair,,,,Calico,,,Young,Female,Small,,,,,,,,,,Gina,very friendly,VKNR-A-73,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739084\/1\/?bust=1629579120&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739084\/1\/?bust=1629579120&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739084\/1\/?bust=1629579120&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739084\/1\/?bust=1629579120,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739084\/1\/?bust=1629579120&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739084\/1\/?bust=1629579120&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739084\/1\/?bust=1629579120&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739084\/1\/?bust=1629579120,adoptable,2021-08-21T20:40:33+0000,2021-08-21T20:40:33+0000,,ml.eitel@yahoo.com,(602) 460-4475,,,Casa Grande,AZ,85194,US,\/v2\/animals\/52739084,\/v2\/types\/cat,\/v2\/organizations\/az644,,,,,,,,,,,,,,,,,,,,
52739079,TX973,https:\/\/www.petfinder.com\/cat\/a1780655-52739079\/tx\/houston\/city-of-houston-barc-animal-shelter-and-adoptions-tx973\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Male,Small,,,,,,,,,,A1780655,,A1780655,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739079\/1\/?bust=1629579101&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739079\/1\/?bust=1629579101&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739079\/1\/?bust=1629579101&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739079\/1\/?bust=1629579101,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739079\/1\/?bust=1629579101&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739079\/1\/?bust=1629579101&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739079\/1\/?bust=1629579101&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739079\/1\/?bust=1629579101,adoptable,2021-08-21T20:40:29+0000,2021-08-21T20:40:29+0000,,BARCAdoptions@houstontx.gov,(713) 837-0311,3300 Carr Street (Front Entrance),2700 Evella Street (Rear Entrance),Houston,TX,77026,US,\/v2\/animals\/52739079,\/v2\/types\/cat,\/v2\/organizations\/tx973,,,,,,,,,,,,,,,,,,,,
52739080,TX973,https:\/\/www.petfinder.com\/dog\/perlo-52739080\/tx\/houston\/city-of-houston-barc-animal-shelter-and-adoptions-tx973\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Great Pyrenees,Mixed Breed,,,,,,Young,Male,Medium,,,,,,,,,,PERLO,,A1770666,,,,,,,,,adoptable,2021-08-21T20:40:29+0000,2021-08-21T20:40:29+0000,,BARCAdoptions@houstontx.gov,(713) 837-0311,3300 Carr Street (Front Entrance),2700 Evella Street (Rear Entrance),Houston,TX,77026,US,\/v2\/animals\/52739080,\/v2\/types\/dog,\/v2\/organizations\/tx973,,,,,,,,,,,,,,,,,,,,
52739078,TX973,https:\/\/www.petfinder.com\/dog\/perla-52739078\/tx\/houston\/city-of-houston-barc-animal-shelter-and-adoptions-tx973\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,German Shepherd Dog,Mixed Breed,,,,,,Adult,Female,Medium,,,,,,,,,,PERLA,,A1770748,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739078\/1\/?bust=1629579089&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739078\/1\/?bust=1629579089&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739078\/1\/?bust=1629579089&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739078\/1\/?bust=1629579089,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739078\/1\/?bust=1629579089&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739078\/1\/?bust=1629579089&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739078\/1\/?bust=1629579089&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739078\/1\/?bust=1629579089,adoptable,2021-08-21T20:40:29+0000,2021-08-21T20:40:29+0000,,BARCAdoptions@houstontx.gov,(713) 837-0311,3300 Carr Street (Front Entrance),2700 Evella Street (Rear Entrance),Houston,TX,77026,US,\/v2\/animals\/52739078,\/v2\/types\/dog,\/v2\/organizations\/tx973,,,,,,,,,,,,,,,,,,,,
52739077,TX973,https:\/\/www.petfinder.com\/dog\/toby-52739077\/tx\/houston\/city-of-houston-barc-animal-shelter-and-adoptions-tx973\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Great Pyrenees,Mixed Breed,,,,,,Adult,Male,Medium,,,,,,,,,,TOBY,,A1770661,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739077\/1\/?bust=1629579110&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739077\/1\/?bust=1629579110&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739077\/1\/?bust=1629579110&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739077\/1\/?bust=1629579110,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739077\/1\/?bust=1629579110&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739077\/1\/?bust=1629579110&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739077\/1\/?bust=1629579110&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739077\/1\/?bust=1629579110,adoptable,2021-08-21T20:40:28+0000,2021-08-21T20:40:28+0000,,BARCAdoptions@houstontx.gov,(713) 837-0311,3300 Carr Street (Front Entrance),2700 Evella Street (Rear Entrance),Houston,TX,77026,US,\/v2\/animals\/52739077,\/v2\/types\/dog,\/v2\/organizations\/tx973,,,,,,,,,,,,,,,,,,,,
52739076,TX973,https:\/\/www.petfinder.com\/dog\/perucha-52739076\/tx\/houston\/city-of-houston-barc-animal-shelter-and-adoptions-tx973\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,German Shepherd Dog,Mixed Breed,,,,,,Adult,Female,Medium,,,,,,,,,,PERUCHA,,A1770660,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739076\/1\/?bust=1629579115&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739076\/1\/?bust=1629579115&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739076\/1\/?bust=1629579115&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739076\/1\/?bust=1629579115,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739076\/1\/?bust=1629579115&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739076\/1\/?bust=1629579115&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739076\/1\/?bust=1629579115&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739076\/1\/?bust=1629579115,adoptable,2021-08-21T20:40:28+0000,2021-08-21T20:40:28+0000,,BARCAdoptions@houstontx.gov,(713) 837-0311,3300 Carr Street (Front Entrance),2700 Evella Street (Rear Entrance),Houston,TX,77026,US,\/v2\/animals\/52739076,\/v2\/types\/dog,\/v2\/organizations\/tx973,,,,,,,,,,,,,,,,,,,,
52739066,CO316,https:\/\/www.petfinder.com\/small-furry\/cap-and-number-39n-52739066\/co\/denver\/dumb-friends-league-co316\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Small & Furry,Guinea Pig,Guinea Pig,,,,,,,Baby,Male,Small,,,,,,,,,,CAP&#39;N,,A0853271,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739066\/1\/?bust=1629579118&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739066\/1\/?bust=1629579118&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739066\/1\/?bust=1629579118&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739066\/1\/?bust=1629579118,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739066\/1\/?bust=1629579118&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739066\/1\/?bust=1629579118&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739066\/1\/?bust=1629579118&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739066\/1\/?bust=1629579118,adoptable,2021-08-21T20:40:27+0000,2021-08-21T20:40:27+0000,,customercare@ddfl.org,303-751-5772  ,2080 S. Quebec St.,,Denver,CO,80231,US,\/v2\/animals\/52739066,\/v2\/types\/small-furry,\/v2\/organizations\/co316,,,,,,,,,,,,,,,,,,,,
52739067,CO316,https:\/\/www.petfinder.com\/small-furry\/a0853265-52739067\/co\/denver\/dumb-friends-league-co316\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Small & Furry,Guinea Pig,Guinea Pig,,,,,,,Adult,Male,Small,,,,,,,,,,A0853265,,A0853265,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739067\/1\/?bust=1629579116&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739067\/1\/?bust=1629579116&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739067\/1\/?bust=1629579116&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739067\/1\/?bust=1629579116,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739067\/1\/?bust=1629579116&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739067\/1\/?bust=1629579116&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739067\/1\/?bust=1629579116&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739067\/1\/?bust=1629579116,adoptable,2021-08-21T20:40:27+0000,2021-08-21T20:40:27+0000,,customercare@ddfl.org,303-751-5772  ,2080 S. Quebec St.,,Denver,CO,80231,US,\/v2\/animals\/52739067,\/v2\/types\/small-furry,\/v2\/organizations\/co316,,,,,,,,,,,,,,,,,,,,
52739072,CO316,https:\/\/www.petfinder.com\/small-furry\/a0852882-52739072\/co\/denver\/dumb-friends-league-co316\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Small & Furry,Mouse,Mouse,,,,,,,Baby,Male,Small,,,,,,,,,,A0852882,,A0852882,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739072\/1\/?bust=1629579117&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739072\/1\/?bust=1629579117&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739072\/1\/?bust=1629579117&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739072\/1\/?bust=1629579117,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739072\/1\/?bust=1629579117&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739072\/1\/?bust=1629579117&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739072\/1\/?bust=1629579117&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739072\/1\/?bust=1629579117,adoptable,2021-08-21T20:40:27+0000,2021-08-21T20:40:27+0000,,customercare@ddfl.org,303-751-5772  ,2080 S. Quebec St.,,Denver,CO,80231,US,\/v2\/animals\/52739072,\/v2\/types\/small-furry,\/v2\/organizations\/co316,,,,,,,,,,,,,,,,,,,,
52739073,CO316,https:\/\/www.petfinder.com\/cat\/callie-52739073\/co\/denver\/dumb-friends-league-co316\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Adult,Female,Medium,,,,,,,,,,CALLIE,INDOOR HANG OUT BUDDY We recommend Callie going to a quiet home with no small kids. She is a shy...,A0833399,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739073\/1\/?bust=1629579134&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739073\/1\/?bust=1629579134&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739073\/1\/?bust=1629579134&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739073\/1\/?bust=1629579134,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739073\/1\/?bust=1629579134&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739073\/1\/?bust=1629579134&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739073\/1\/?bust=1629579134&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739073\/1\/?bust=1629579134,adoptable,2021-08-21T20:40:27+0000,2021-08-21T20:40:27+0000,,customercare@ddfl.org,303-751-5772  ,2080 S. Quebec St.,,Denver,CO,80231,US,\/v2\/animals\/52739073,\/v2\/types\/cat,\/v2\/organizations\/co316,,,,,,,,,,,,,,,,,,,,
