id,organization_id,url,type,species,breeds/primary,breeds/secondary,breeds/mixed,breeds/unknown,colors/primary,colors/secondary,colors/tertiary,age,gender,size,coat,attributes/spayed_neutered,attributes/house_trained,attributes/declawed,attributes/special_needs,attributes/shots_current,environment/children,environment/dogs,environment/cats,name,description,organization_animal_id,photos/0/small,photos/0/medium,photos/0/large,photos/0/full,primary_photo_cropped/small,primary_photo_cropped/medium,primary_photo_cropped/large,primary_photo_cropped/full,status,status_changed_at,published_at,distance,contact/email,contact/phone,contact/address/address1,contact/address/address2,contact/address/city,contact/address/state,contact/address/postcode,contact/address/country,_links/self/href,_links/type/href,_links/organization/href,primary_photo_cropped
52739055,CO316,https:\/\/www.petfinder.com\/cat\/benjamin-buttons-52739055\/co\/denver\/dumb-friends-league-co316\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Medium Hair,,,,,,,Young,Male,Medium,,,,,,,,,,BENJAMIN BUTTONS,,A0851789,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739055\/1\/?bust=1629579101&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739055\/1\/?bust=1629579101&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739055\/1\/?bust=1629579101&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739055\/1\/?bust=1629579101,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739055\/1\/?bust=1629579101&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739055\/1\/?bust=1629579101&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739055\/1\/?bust=1629579101&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739055\/1\/?bust=1629579101,adoptable,2021-08-21T20:40:26+0000,2021-08-21T20:40:26+0000,,customercare@ddfl.org,303-751-5772  ,2080 S. Quebec St.,,Denver,CO,80231,US,\/v2\/animals\/52739055,\/v2\/types\/cat,\/v2\/organizations\/co316,
52739063,CO316,https:\/\/www.petfinder.com\/small-furry\/poli-52739063\/co\/denver\/dumb-friends-league-co316\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Small & Furry,Mouse,Mouse,,,,,,,Adult,Male,Medium,,,,,,,,,,POLI,,A0852822,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739063\/1\/?bust=1629579102&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739063\/1\/?bust=1629579102&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739063\/1\/?bust=1629579102&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739063\/1\/?bust=1629579102,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739063\/1\/?bust=1629579102&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739063\/1\/?bust=1629579102&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739063\/1\/?bust=1629579102&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739063\/1\/?bust=1629579102,adoptable,2021-08-21T20:40:26+0000,2021-08-21T20:40:26+0000,,customercare@ddfl.org,303-751-5772  ,2080 S. Quebec St.,,Denver,CO,80231,US,\/v2\/animals\/52739063,\/v2\/types\/small-furry,\/v2\/organizations\/co316,
52739060,CO316,https:\/\/www.petfinder.com\/small-furry\/crunch-52739060\/co\/denver\/dumb-friends-league-co316\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Small & Furry,Guinea Pig,Guinea Pig,,,,,,,Baby,Female,Small,,,,,,,,,,CRUNCH,,A0853269,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739060\/1\/?bust=1629579098&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739060\/1\/?bust=1629579098&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739060\/1\/?bust=1629579098&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739060\/1\/?bust=1629579098,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739060\/1\/?bust=1629579098&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739060\/1\/?bust=1629579098&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739060\/1\/?bust=1629579098&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739060\/1\/?bust=1629579098,adoptable,2021-08-21T20:40:26+0000,2021-08-21T20:40:26+0000,,customercare@ddfl.org,303-751-5772  ,2080 S. Quebec St.,,Denver,CO,80231,US,\/v2\/animals\/52739060,\/v2\/types\/small-furry,\/v2\/organizations\/co316,
52739058,CO316,https:\/\/www.petfinder.com\/cat\/matthew-52739058\/co\/denver\/dumb-friends-league-co316\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Young,Male,Small,,,,,,,,,,MATTHEW,,A0851348,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739058\/1\/?bust=1629579099&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739058\/1\/?bust=1629579099&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739058\/1\/?bust=1629579099&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739058\/1\/?bust=1629579099,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739058\/1\/?bust=1629579099&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739058\/1\/?bust=1629579099&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739058\/1\/?bust=1629579099&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739058\/1\/?bust=1629579099,adoptable,2021-08-21T20:40:26+0000,2021-08-21T20:40:26+0000,,customercare@ddfl.org,303-751-5772  ,2080 S. Quebec St.,,Denver,CO,80231,US,\/v2\/animals\/52739058,\/v2\/types\/cat,\/v2\/organizations\/co316,
52739059,CO316,https:\/\/www.petfinder.com\/small-furry\/a0852884-52739059\/co\/denver\/dumb-friends-league-co316\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Small & Furry,Mouse,Mouse,,,,,,,Baby,Male,Small,,,,,,,,,,A0852884,,A0852884,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739059\/1\/?bust=1629579103&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739059\/1\/?bust=1629579103&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739059\/1\/?bust=1629579103&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739059\/1\/?bust=1629579103,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739059\/1\/?bust=1629579103&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739059\/1\/?bust=1629579103&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739059\/1\/?bust=1629579103&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739059\/1\/?bust=1629579103,adoptable,2021-08-21T20:40:26+0000,2021-08-21T20:40:26+0000,,customercare@ddfl.org,303-751-5772  ,2080 S. Quebec St.,,Denver,CO,80231,US,\/v2\/animals\/52739059,\/v2\/types\/small-furry,\/v2\/organizations\/co316,
52739062,CO316,https:\/\/www.petfinder.com\/dog\/dole-52739062\/co\/denver\/dumb-friends-league-co316\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Akita,Pit Bull Terrier,,,,,,Young,Male,Large,,,,,,,,,,DOLE,Dole is a sweet boy looking for his person\/people and a place to call his forever home. He is a...,A0852007,,,,,,,,,adoptable,2021-08-21T20:40:26+0000,2021-08-21T20:40:26+0000,,customercare@ddfl.org,303-751-5772  ,2080 S. Quebec St.,,Denver,CO,80231,US,\/v2\/animals\/52739062,\/v2\/types\/dog,\/v2\/organizations\/co316,
52739057,CO316,https:\/\/www.petfinder.com\/cat\/rascal-52739057\/co\/denver\/dumb-friends-league-co316\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Adult,Male,Medium,,,,,,,,,,RASCAL,,A0851296,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739057\/1\/?bust=1629579087&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739057\/1\/?bust=1629579087&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739057\/1\/?bust=1629579087&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739057\/1\/?bust=1629579087,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739057\/1\/?bust=1629579087&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739057\/1\/?bust=1629579087&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739057\/1\/?bust=1629579087&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739057\/1\/?bust=1629579087,adoptable,2021-08-21T20:40:26+0000,2021-08-21T20:40:26+0000,,customercare@ddfl.org,303-751-5772  ,2080 S. Quebec St.,,Denver,CO,80231,US,\/v2\/animals\/52739057,\/v2\/types\/cat,\/v2\/organizations\/co316,
52739053,GA717,https:\/\/www.petfinder.com\/small-furry\/rocket-52739053\/ga\/acworth\/kindness-matters-ferret-rescue-ga717\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Small & Furry,Ferret,Ferret,,,,,,,Young,Male,Small,,,,,,,,,,Rocket,"Rocket - 5 months old, healthy, neutered, descented. He&#039;s super happy and hyper! He&#039;ll be for adoption to a home...",,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739053\/1\/?bust=1629578423&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739053\/1\/?bust=1629578423&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739053\/1\/?bust=1629578423&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739053\/1\/?bust=1629578423,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739053\/1\/?bust=1629578423&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739053\/1\/?bust=1629578423&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739053\/1\/?bust=1629578423&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739053\/1\/?bust=1629578423,adoptable,2021-08-21T20:40:25+0000,2021-08-21T20:40:25+0000,,kmferretrescue@comcast.net,(770) 235-0070,,,Acworth,GA,30101,US,\/v2\/animals\/52739053,\/v2\/types\/small-furry,\/v2\/organizations\/ga717,
52739054,CO316,https:\/\/www.petfinder.com\/small-furry\/cora-52739054\/co\/denver\/dumb-friends-league-co316\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Small & Furry,Rat,Rat,,,,,,,Adult,Female,Medium,,,,,,,,,,CORA,,A0852835,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739054\/1\/?bust=1629579140&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739054\/1\/?bust=1629579140&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739054\/1\/?bust=1629579140&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739054\/1\/?bust=1629579140,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739054\/1\/?bust=1629579140&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739054\/1\/?bust=1629579140&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739054\/1\/?bust=1629579140&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739054\/1\/?bust=1629579140,adoptable,2021-08-21T20:40:25+0000,2021-08-21T20:40:25+0000,,customercare@ddfl.org,303-751-5772  ,2080 S. Quebec St.,,Denver,CO,80231,US,\/v2\/animals\/52739054,\/v2\/types\/small-furry,\/v2\/organizations\/co316,
52739052,CA766,https:\/\/www.petfinder.com\/cat\/arya-52739052\/ca\/los-angeles\/city-of-los-angeles-south-la-animal-shelter-ca766\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Female,Small,,,,,,,,,,ARYA,,A1993260,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739052\/1\/?bust=1629579074&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739052\/1\/?bust=1629579074&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739052\/1\/?bust=1629579074&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739052\/1\/?bust=1629579074,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739052\/1\/?bust=1629579074&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739052\/1\/?bust=1629579074&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739052\/1\/?bust=1629579074&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52739052\/1\/?bust=1629579074,adoptable,2021-08-21T20:40:22+0000,2021-08-21T20:40:22+0000,,,(213) 485-0214,1850 W. 60th St.,,Los Angeles,CA,90047,US,\/v2\/animals\/52739052,\/v2\/types\/cat,\/v2\/organizations\/ca766,
