id,organization_id,url,type,species,breeds/primary,breeds/secondary,breeds/mixed,breeds/unknown,colors/primary,colors/secondary,colors/tertiary,age,gender,size,coat,attributes/spayed_neutered,attributes/house_trained,attributes/declawed,attributes/special_needs,attributes/shots_current,environment/children,environment/dogs,environment/cats,name,description,organization_animal_id,photos/0/small,photos/0/medium,photos/0/large,photos/0/full,primary_photo_cropped/small,primary_photo_cropped/medium,primary_photo_cropped/large,primary_photo_cropped/full,status,status_changed_at,published_at,distance,contact/email,contact/phone,contact/address/address1,contact/address/address2,contact/address/city,contact/address/state,contact/address/postcode,contact/address/country,_links/self/href,_links/type/href,_links/organization/href,photos/1/small,photos/1/medium,photos/1/large,photos/1/full,photos/2/small,photos/2/medium,photos/2/large,photos/2/full,photos/3/small,photos/3/medium,photos/3/large,photos/3/full,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,primary_photo_cropped
52738954,GA978,https:\/\/www.petfinder.com\/cat\/albany-52738954\/ga\/warner-robins\/the-rescue-ranch-ga978\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,Black & White \/ Tuxedo,,,Young,Male,Medium,Short,,,,,,,,,Albany,"All pets are spayed\/neutered, combo tested, current on vaccinations, dewormed, and treated with a flea preventative.",991003911254093,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738954\/1\/?bust=1629578332&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738954\/1\/?bust=1629578332&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738954\/1\/?bust=1629578332&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738954\/1\/?bust=1629578332,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738954\/1\/?bust=1629578332&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738954\/1\/?bust=1629578332&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738954\/1\/?bust=1629578332&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738954\/1\/?bust=1629578332,adoptable,2021-08-21T20:38:55+0000,2021-08-21T20:38:55+0000,,kittycat6917@yahoo.com,,2730 Watson Blvd,,Warner Robins,GA,31093,US,\/v2\/animals\/52738954,\/v2\/types\/cat,\/v2\/organizations\/ga978,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738954\/2\/?bust=1629578333&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738954\/2\/?bust=1629578333&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738954\/2\/?bust=1629578333&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738954\/2\/?bust=1629578333,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738954\/3\/?bust=1629578333&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738954\/3\/?bust=1629578333&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738954\/3\/?bust=1629578333&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738954\/3\/?bust=1629578333,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738954\/4\/?bust=1629578334&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738954\/4\/?bust=1629578334&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738954\/4\/?bust=1629578334&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738954\/4\/?bust=1629578334,,,,,,,,
52738953,CA2430,https:\/\/www.petfinder.com\/cat\/misty-52738953\/ca\/oceanside\/san-diego-humane-society-oceanside-campus-for-cats-and-small-animals-ca2430\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Adult,Female,Medium,,,,,,,,,,Misty,"How this pet arrived:Misty was brought in by her previous owner on August 3, 2021. Why this pet is the...",751879,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738953\/1\/?bust=1629578941&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738953\/1\/?bust=1629578941&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738953\/1\/?bust=1629578941&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738953\/1\/?bust=1629578941,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738953\/1\/?bust=1629578941&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738953\/1\/?bust=1629578941&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738953\/1\/?bust=1629578941&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738953\/1\/?bust=1629578941,adoptable,2021-08-21T20:38:48+0000,2021-08-21T20:38:48+0000,,info@sdhumane.org,(619) 299-7012,572 Airport Road,,Oceanside,CA,92058,US,\/v2\/animals\/52738953,\/v2\/types\/cat,\/v2\/organizations\/ca2430,,,,,,,,,,,,,,,,,,,,
52738952,IN191,https:\/\/www.petfinder.com\/dog\/patricia-52738952\/in\/miller-beach\/humane-society-northwest-indiana-in191\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Mixed Breed,,,,Bicolor,,,Baby,Female,Medium,Short,,,,,,,,,Patricia,Patricia and her siblings were found in a garbage dump.,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738952\/1\/?bust=1629578279&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738952\/1\/?bust=1629578279&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738952\/1\/?bust=1629578279&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738952\/1\/?bust=1629578279,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738952\/1\/?bust=1629578279&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738952\/1\/?bust=1629578279&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738952\/1\/?bust=1629578279&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738952\/1\/?bust=1629578279,adoptable,2021-08-21T20:38:00+0000,2021-08-21T20:38:00+0000,,millercritters@yahoo.com,219-938-3339  ,6100 Melton Rd. - US 20,,Miller Beach,IN,46403,US,\/v2\/animals\/52738952,\/v2\/types\/dog,\/v2\/organizations\/in191,,,,,,,,,,,,,Friendly,Affectionate,Playful,Smart,Curious,Funny,Loves kisses,
52738951,CO507,https:\/\/www.petfinder.com\/dog\/franny-52738951\/co\/fort-collins\/until-theyre-home-co507\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Bichon Frise,Maltese,,,,,,Adult,Female,Small,,,,,,,,,,Franny,"*** FOSTER OR ADOPTIVE HOME NEEDED ***

Franny is 3 years old and weighs 8lbs

Franny is a sweet little...",17145125,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738951\/1\/?bust=1629578813&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738951\/1\/?bust=1629578813&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738951\/1\/?bust=1629578813&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738951\/1\/?bust=1629578813,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738951\/1\/?bust=1629578813&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738951\/1\/?bust=1629578813&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738951\/1\/?bust=1629578813&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738951\/1\/?bust=1629578813,adoptable,2021-08-21T20:35:55+0000,2021-08-21T20:35:55+0000,,info@untilhome.org,(719) 819-4663,,,Fort Collins,CO,80524,US,\/v2\/animals\/52738951,\/v2\/types\/dog,\/v2\/organizations\/co507,,,,,,,,,,,,,,,,,,,,
52738948,GA717,https:\/\/www.petfinder.com\/small-furry\/patunia-52738948\/ga\/acworth\/kindness-matters-ferret-rescue-ga717\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Small & Furry,Ferret,Ferret,,,,,,,Young,Female,Small,,,,,,,,,,Patunia,"Patunia - for adoption to a home with another young, active ferret. 8 months old, healthy, neutered, descented. Adoption fee...",,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738948\/1\/?bust=1629578140&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738948\/1\/?bust=1629578140&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738948\/1\/?bust=1629578140&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738948\/1\/?bust=1629578140,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738948\/1\/?bust=1629578140&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738948\/1\/?bust=1629578140&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738948\/1\/?bust=1629578140&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738948\/1\/?bust=1629578140,adoptable,2021-08-21T20:35:41+0000,2021-08-21T20:35:41+0000,,kmferretrescue@comcast.net,(770) 235-0070,,,Acworth,GA,30101,US,\/v2\/animals\/52738948,\/v2\/types\/small-furry,\/v2\/organizations\/ga717,,,,,,,,,,,,,,,,,,,,
52738946,AZ180,https:\/\/www.petfinder.com\/dog\/bruno-52738946\/az\/casa-grande\/valley-humane-society-inc-az180\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,English Bulldog,,,,Brown \/ Chocolate,White \/ Cream,,Young,Male,Medium,Short,,,,,,,,,Bruno,Bruno is 4 years old and a friendly and happy boy!  He has that great Bulldog smile and ready to...,,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738946\/1\/?bust=1629578129&width=100,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738946\/1\/?bust=1629578129&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738946\/1\/?bust=1629578129&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738946\/1\/?bust=1629578129,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738946\/1\/?bust=1629578129&width=300,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738946\/1\/?bust=1629578129&width=450,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738946\/1\/?bust=1629578129&width=600,https:\/\/dl5zpyw5k3jeb.cloudfront.net\/photos\/pets\/52738946\/1\/?bust=1629578129,adoptable,2021-08-21T20:35:31+0000,2021-08-21T20:35:31+0000,,vhsmail@valleyhumane.net,(520) 836-0904,15699 W. Aniceto Rd.,PO Box 10480,Casa Grande,AZ,85230,US,\/v2\/animals\/52738946,\/v2\/types\/dog,\/v2\/organizations\/az180,,,,,,,,,,,,,,,,,,,,
52738945,AZ110,https:\/\/www.petfinder.com\/dog\/coco-52738945\/az\/yuma\/humane-society-of-yuma-az110\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Maltese,,,,,,,Adult,Male,Small,,,,,,,,,,COCO,,HSOY-A-73590,,,,,,,,,adoptable,2021-08-21T20:35:15+0000,2021-08-21T20:35:15+0000,,adoptions@hsoyuma.com,(928) 782-1621,4050 S Avenue 4 ½ E,,Yuma,AZ,85365,US,\/v2\/animals\/52738945,\/v2\/types\/dog,\/v2\/organizations\/az110,,,,,,,,,,,,,,,,,,,,
52738939,AZ110,https:\/\/www.petfinder.com\/cat\/charlie-52738939\/az\/yuma\/humane-society-of-yuma-az110\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Baby,Male,Small,,,,,,,,,,Charlie,,HSOY-A-71228,,,,,,,,,adoptable,2021-08-21T20:35:14+0000,2021-08-21T20:35:14+0000,,adoptions@hsoyuma.com,(928) 782-1621,4050 S Avenue 4 ½ E,,Yuma,AZ,85365,US,\/v2\/animals\/52738939,\/v2\/types\/cat,\/v2\/organizations\/az110,,,,,,,,,,,,,,,,,,,,
52738940,AZ110,https:\/\/www.petfinder.com\/dog\/emily-52738940\/az\/yuma\/humane-society-of-yuma-az110\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,Pit Bull Terrier,,,,,,,Adult,Female,Large,,,,,,,,,,Emily,,HSOY-A-72857,,,,,,,,,adoptable,2021-08-21T20:35:14+0000,2021-08-21T20:35:14+0000,,adoptions@hsoyuma.com,(928) 782-1621,4050 S Avenue 4 ½ E,,Yuma,AZ,85365,US,\/v2\/animals\/52738940,\/v2\/types\/dog,\/v2\/organizations\/az110,,,,,,,,,,,,,,,,,,,,
52738941,AZ110,https:\/\/www.petfinder.com\/cat\/daisy-52738941\/az\/yuma\/humane-society-of-yuma-az110\/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,,,,,,Young,Female,Small,,,,,,,,,,Daisy,,HSOY-A-71227,,,,,,,,,adoptable,2021-08-21T20:35:14+0000,2021-08-21T20:35:14+0000,,adoptions@hsoyuma.com,(928) 782-1621,4050 S Avenue 4 ½ E,,Yuma,AZ,85365,US,\/v2\/animals\/52738941,\/v2\/types\/cat,\/v2\/organizations\/az110,,,,,,,,,,,,,,,,,,,,
