id,organization_id,url,type,species,breeds/primary,breeds/secondary,breeds/mixed,breeds/unknown,colors/primary,colors/secondary,colors/tertiary,age,gender,size,coat,attributes/spayed_neutered,attributes/house_trained,attributes/declawed,attributes/special_needs,attributes/shots_current,environment/children,environment/dogs,environment/cats,name,description,organization_animal_id,photos/0/small,photos/0/medium,photos/0/large,photos/0/full,primary_photo_cropped/small,primary_photo_cropped/medium,primary_photo_cropped/large,primary_photo_cropped/full,status,status_changed_at,published_at,distance,contact/email,contact/phone,contact/address/address1,contact/address/address2,contact/address/city,contact/address/state,contact/address/postcode,contact/address/country,_links/self/href,_links/type/href,_links/organization/href,photos/1/small,photos/1/medium,photos/1/large,photos/1/full,photos/2/small,photos/2/medium,photos/2/large,photos/2/full,photos/3/small,photos/3/medium,photos/3/large,photos/3/full,photos/4/small,photos/4/medium,photos/4/large,photos/4/full,primary_photo_cropped
52742358,MO523,https://www.petfinder.com/cat/lois-lane-52742358/mo/ballwin/st-louis-pet-rescue-mo523/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,false,false,,,,Baby,Female,Small,,false,false,false,false,false,,,,Lois Lane,I&amp;#39;m 1of 4 in my litter. We were found WO our momma. 2 of us are Grey Tabby&amp;#39;s and 2...,C-21-03-232,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742358/1/?bust=1629627905&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742358/1/?bust=1629627905&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742358/1/?bust=1629627905&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742358/1/?bust=1629627905,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742358/1/?bust=1629627905&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742358/1/?bust=1629627905&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742358/1/?bust=1629627905&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742358/1/?bust=1629627905,adoptable,2021-08-22T10:11:52+0000,2021-08-22T10:11:52+0000,,contact@stlpetrescue.com,(314) 827-5543,,,Ballwin,MO,63011,US,/v2/animals/52742358,/v2/types/cat,/v2/organizations/mo523,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742358/2/?bust=1629627902&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742358/2/?bust=1629627902&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742358/2/?bust=1629627902&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742358/2/?bust=1629627902,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742358/3/?bust=1629627889&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742358/3/?bust=1629627889&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742358/3/?bust=1629627889&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742358/3/?bust=1629627889,,,,,,,,,
52742360,MO523,https://www.petfinder.com/cat/batgirl-52742360/mo/ballwin/st-louis-pet-rescue-mo523/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,false,false,,,,Baby,Female,Small,,false,false,false,false,false,,,,Batgirl,"Hi, I&amp;#39;m Batgirl! I&amp;#39;m Black and I&amp;#39;m a beautiful sleek little girl! Im a little lovebug who&amp;#39;s loves to be...",C-21-03-235,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742360/1/?bust=1629627881&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742360/1/?bust=1629627881&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742360/1/?bust=1629627881&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742360/1/?bust=1629627881,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742360/1/?bust=1629627881&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742360/1/?bust=1629627881&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742360/1/?bust=1629627881&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742360/1/?bust=1629627881,adoptable,2021-08-22T10:11:52+0000,2021-08-22T10:11:52+0000,,contact@stlpetrescue.com,(314) 827-5543,,,Ballwin,MO,63011,US,/v2/animals/52742360,/v2/types/cat,/v2/organizations/mo523,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742360/2/?bust=1629627894&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742360/2/?bust=1629627894&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742360/2/?bust=1629627894&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742360/2/?bust=1629627894,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742360/3/?bust=1629627904&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742360/3/?bust=1629627904&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742360/3/?bust=1629627904&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742360/3/?bust=1629627904,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742360/4/?bust=1629627885&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742360/4/?bust=1629627885&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742360/4/?bust=1629627885&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742360/4/?bust=1629627885,,,,,
52742357,MO523,https://www.petfinder.com/cat/bruce-aka-bruce-wayne-52742357/mo/ballwin/st-louis-pet-rescue-mo523/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,false,false,,,,Baby,Male,Small,,false,false,false,false,false,,,,Bruce aka Bruce Wayne,"I&amp;#39;m Bruce Wayne! You&amp;#39;ll almost always find me playing with a toy or carrying one around! I&amp;#39;m super playful, but...",C-21-03-233,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742357/1/?bust=1629627825&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742357/1/?bust=1629627825&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742357/1/?bust=1629627825&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742357/1/?bust=1629627825,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742357/1/?bust=1629627825&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742357/1/?bust=1629627825&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742357/1/?bust=1629627825&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742357/1/?bust=1629627825,adoptable,2021-08-22T10:11:51+0000,2021-08-22T10:11:51+0000,,contact@stlpetrescue.com,(314) 827-5543,,,Ballwin,MO,63011,US,/v2/animals/52742357,/v2/types/cat,/v2/organizations/mo523,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742357/2/?bust=1629627858&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742357/2/?bust=1629627858&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742357/2/?bust=1629627858&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742357/2/?bust=1629627858,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742357/3/?bust=1629627883&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742357/3/?bust=1629627883&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742357/3/?bust=1629627883&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742357/3/?bust=1629627883,,,,,,,,,
52742356,OK401,https://www.petfinder.com/dog/turner-52742356/ok/tulsa/animal-aid-of-tulsa-inc-ok401/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Dog,Dog,American Staffordshire Terrier,,false,false,,,,Adult,Male,Large,,true,false,,false,true,,,,Turner,Turner is a sweet young boy who loves to play with other dogs. He enjoys long hikes and anything outside!...,I2021065,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742356/1/?bust=1629627961&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742356/1/?bust=1629627961&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742356/1/?bust=1629627961&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742356/1/?bust=1629627961,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742356/1/?bust=1629627961&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742356/1/?bust=1629627961&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742356/1/?bust=1629627961&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742356/1/?bust=1629627961,adoptable,2021-08-22T10:11:50+0000,2021-08-22T10:11:50+0000,,animalaidoftulsa@gmail.com,(918) 794-6688,3307 E 15th St,,Tulsa,OK,74112,US,/v2/animals/52742356,/v2/types/dog,/v2/organizations/ok401,,,,,,,,,,,,,,,,,
52742353,MI75,https://www.petfinder.com/cat/tala-52742353/mi/muskegon/faithful-to-felines-mi75/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,false,false,,,,Baby,Female,Medium,,true,true,false,false,true,,,,Tala,She loves wet food and treats. Very sweet little girlFaithful to Felines is OPEN to the public! Visit our Shelter...,2021181,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742353/1/?bust=1629627908&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742353/1/?bust=1629627908&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742353/1/?bust=1629627908&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742353/1/?bust=1629627908,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742353/1/?bust=1629627908&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742353/1/?bust=1629627908&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742353/1/?bust=1629627908&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742353/1/?bust=1629627908,adoptable,2021-08-22T10:11:33+0000,2021-08-22T10:11:33+0000,,info@faithful2felines.com,(231) 773-3030,2525 Hall Road,,Muskegon,MI,49442,US,/v2/animals/52742353,/v2/types/cat,/v2/organizations/mi75,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742353/2/?bust=1629627991&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742353/2/?bust=1629627991&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742353/2/?bust=1629627991&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742353/2/?bust=1629627991,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742353/3/?bust=1629627916&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742353/3/?bust=1629627916&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742353/3/?bust=1629627916&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742353/3/?bust=1629627916,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742353/4/?bust=1629627905&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742353/4/?bust=1629627905&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742353/4/?bust=1629627905&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742353/4/?bust=1629627905,,,,,
52742354,MI75,https://www.petfinder.com/cat/zarahmay-52742354/mi/muskegon/faithful-to-felines-mi75/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,false,false,,,,Baby,Female,Medium,,true,true,false,false,true,,,,Zarahmay,"Very sweet little girl. Loves wet food and treats. Likes attention, but not a big fan of being held.Faithful to...",2021180,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742354/1/?bust=1629627966&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742354/1/?bust=1629627966&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742354/1/?bust=1629627966&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742354/1/?bust=1629627966,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742354/1/?bust=1629627966&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742354/1/?bust=1629627966&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742354/1/?bust=1629627966&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742354/1/?bust=1629627966,adoptable,2021-08-22T10:11:33+0000,2021-08-22T10:11:33+0000,,info@faithful2felines.com,(231) 773-3030,2525 Hall Road,,Muskegon,MI,49442,US,/v2/animals/52742354,/v2/types/cat,/v2/organizations/mi75,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742354/2/?bust=1629627910&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742354/2/?bust=1629627910&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742354/2/?bust=1629627910&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742354/2/?bust=1629627910,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742354/3/?bust=1629627933&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742354/3/?bust=1629627933&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742354/3/?bust=1629627933&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742354/3/?bust=1629627933,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742354/4/?bust=1629627995&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742354/4/?bust=1629627995&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742354/4/?bust=1629627995&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742354/4/?bust=1629627995,,,,,
52742349,MI75,https://www.petfinder.com/cat/spencer-52742349/mi/muskegon/faithful-to-felines-mi75/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,false,false,,,,Baby,Male,Medium,,true,false,false,false,true,,,,Spencer,"Faithful to Felines is OPEN to the public! Visit our Shelter at 2525 Hall Street in Muskegon, MI. 

Our open...",2021197,,,,,,,,,adoptable,2021-08-22T10:11:32+0000,2021-08-22T10:11:32+0000,,info@faithful2felines.com,(231) 773-3030,2525 Hall Road,,Muskegon,MI,49442,US,/v2/animals/52742349,/v2/types/cat,/v2/organizations/mi75,,,,,,,,,,,,,,,,,
52742350,MI75,https://www.petfinder.com/cat/charlie-52742350/mi/muskegon/faithful-to-felines-mi75/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,false,false,,,,Baby,Male,Medium,,true,false,false,false,true,,,,Charlie,"Faithful to Felines is OPEN to the public! Visit our Shelter at 2525 Hall Street in Muskegon, MI. 

Our open...",2021196,,,,,,,,,adoptable,2021-08-22T10:11:32+0000,2021-08-22T10:11:32+0000,,info@faithful2felines.com,(231) 773-3030,2525 Hall Road,,Muskegon,MI,49442,US,/v2/animals/52742350,/v2/types/cat,/v2/organizations/mi75,,,,,,,,,,,,,,,,,
52742352,MI75,https://www.petfinder.com/cat/chaplain-52742352/mi/muskegon/faithful-to-felines-mi75/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,false,false,,,,Baby,Male,Medium,,true,false,false,false,true,,,,Chaplain,"Faithful to Felines is OPEN to the public! Visit our Shelter at 2525 Hall Street in Muskegon, MI. 

Our open...",2021195,,,,,,,,,adoptable,2021-08-22T10:11:32+0000,2021-08-22T10:11:32+0000,,info@faithful2felines.com,(231) 773-3030,2525 Hall Road,,Muskegon,MI,49442,US,/v2/animals/52742352,/v2/types/cat,/v2/organizations/mi75,,,,,,,,,,,,,,,,,
52742351,MI75,https://www.petfinder.com/cat/liberty-52742351/mi/muskegon/faithful-to-felines-mi75/?referrer_id=addbfbad-b6a1-45d8-aa0d-9951f349edc0,Cat,Cat,Domestic Short Hair,,false,false,,,,Baby,Female,Medium,,true,true,false,false,true,,,,Liberty,"Liberty came from Hudson, MI along with her siblings and mom, Lola. A volunteers brother in law owned an assisted...",2021190,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742351/1/?bust=1629627922&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742351/1/?bust=1629627922&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742351/1/?bust=1629627922&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742351/1/?bust=1629627922,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742351/1/?bust=1629627922&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742351/1/?bust=1629627922&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742351/1/?bust=1629627922&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742351/1/?bust=1629627922,adoptable,2021-08-22T10:11:32+0000,2021-08-22T10:11:32+0000,,info@faithful2felines.com,(231) 773-3030,2525 Hall Road,,Muskegon,MI,49442,US,/v2/animals/52742351,/v2/types/cat,/v2/organizations/mi75,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742351/2/?bust=1629627929&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742351/2/?bust=1629627929&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742351/2/?bust=1629627929&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/52742351/2/?bust=1629627929,,,,,,,,,,,,,
