dog_ID,dog_name,url_petfinder,dog_age,dog_gender,dog_size,dog_coat,published_at,distance_miles_from_07090,breed_ID,breed,colors.primary,attributes.spayed_neutered,attributes.house_trained,attributes.special_needs,attributes.shots_current,environment.children,environment.dogs,environment.cats,contact.email,contact.phone,contact.address.address1,contact.address.city,contact.address.state,contact.address.postcode
52231128,Morro,https://www.petfinder.com/dog/morro-52231128/nj/fanwood/wagging-happy-tails-dog-rescue-nj990/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Male,Medium,Short,2021-07-04T17:03:43+0000,2.157,43,Border Collie,Brindle,FALSE,TRUE,FALSE,TRUE,,FALSE,,wagginghappytailsrescue@gmail.com,(908) 280-5463,,Fanwood,NJ,7023
52231120,Puddin',https://www.petfinder.com/dog/puddin-52231120/nj/fanwood/wagging-happy-tails-dog-rescue-nj990/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Female,Medium,Short,2021-07-04T17:01:56+0000,2.157,72,Chocolate Labrador Retriever,Brown / Chocolate,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,wagginghappytailsrescue@gmail.com,(908) 280-5463,,Fanwood,NJ,7023
52603545,Tinkerbell ,https://www.petfinder.com/dog/tinkerbell-52603545/nj/clark/crazy-rescue-ladies-inc-fl1536/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Female,Medium,Short,2021-08-07T22:00:59+0000,2.4614,152,Labrador Retriever,Black,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,Crazyrescueladiesinc@gmail.com,(908) 884-4744,,Clark,NJ,7066
51007507,Dutch,https://www.petfinder.com/dog/dutch-51007507/nj/linden/all-star-pet-rescue-nj451/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Senior,Male,Large,,2021-03-26T09:18:00+0000,4.7945,28,Belgian Shepherd / Malinois,Golden,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,allstarpets@comcast.net,,,Linden,NJ,7036
51007335,Brownie,https://www.petfinder.com/dog/brownie-51007335/nj/linden/all-star-pet-rescue-nj451/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Senior,Male,Large,,2021-03-26T08:55:11+0000,4.7945,194,Pit Bull Terrier,Brown / Chocolate,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,allstarpets@comcast.net,,,Linden,NJ,7036
52036937,Izzy,https://www.petfinder.com/dog/izzy-52036937/nj/millburn/sedona-shepherd-sanctuary-nj811/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Large,Short,2021-06-20T16:31:36+0000,5.6943,89,Dutch Shepherd,"Tricolor (Brown, Black, & White)",TRUE,TRUE,FALSE,TRUE,,TRUE,TRUE,contact@sedonashepherd.com,(646) 228-5494,PO Box 834,Millburn,NJ,7041
52408105,Gamo,https://www.petfinder.com/dog/gamo-52408105/nj/millburn/sedona-shepherd-sanctuary-nj811/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Large,Medium,2021-07-20T01:12:00+0000,5.6943,12,American Staffordshire Terrier,White / Cream,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,contact@sedonashepherd.com,(646) 228-5494,PO Box 834,Millburn,NJ,7041
50950906,Champ,https://www.petfinder.com/dog/champ-50950906/nj/millburn/sedona-shepherd-sanctuary-nj811/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Large,Medium,2021-03-21T15:18:24+0000,5.6943,112,German Shepherd Dog,"Tricolor (Brown, Black, & White)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,contact@sedonashepherd.com,(646) 228-5494,PO Box 834,Millburn,NJ,7041
51277905,Gal,https://www.petfinder.com/dog/gal-51277905/nj/short-hills/big-fluffy-dog-rescue-tn401/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,Medium,2021-04-20T12:39:06+0000,6.3786,23,Beagle,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,corey@bigfluffydogs.com,,,Short Hills,NJ,7078
50423779,Tank,https://www.petfinder.com/dog/tank-50423779/nj/short-hills/your-new-best-friend-dog-rescue-nj962/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Medium,,2021-02-01T23:53:59+0000,6.3786,48,Boxer,Apricot / Beige,TRUE,FALSE,FALSE,TRUE,TRUE,,,yournewbestfrienddogrescue@yahoo.com,(973) 464-5592,,Short Hills,NJ,7078
51261563,Aggie,https://www.petfinder.com/dog/aggie-51261563/nj/short-hills/your-new-best-friend-dog-rescue-nj962/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,Short,2021-04-18T20:19:41+0000,6.3786,194,Pit Bull Terrier,Brown / Chocolate,FALSE,TRUE,FALSE,TRUE,TRUE,,,yournewbestfrienddogrescue@yahoo.com,(973) 464-5592,,Short Hills,NJ,7078
51653114,Carl,https://www.petfinder.com/dog/carl-51653114/nj/short-hills/your-new-best-friend-dog-rescue-nj962/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Medium,Short,2021-05-24T22:17:06+0000,6.3786,194,Pit Bull Terrier,Brindle,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,yournewbestfrienddogrescue@yahoo.com,(973) 464-5592,,Short Hills,NJ,7078
52159169,Canella,https://www.petfinder.com/dog/canella-52159169/nj/short-hills/your-new-best-friend-dog-rescue-nj962/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Female,Large,Short,2021-06-29T01:50:31+0000,6.3786,194,Pit Bull Terrier,Brown / Chocolate,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,yournewbestfrienddogrescue@yahoo.com,(973) 464-5592,,Short Hills,NJ,7078
52393600,Sunny,https://www.petfinder.com/dog/sunny-52393600/nj/short-hills/your-new-best-friend-dog-rescue-nj962/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,Short,2021-07-18T19:51:50+0000,6.3786,12,American Staffordshire Terrier,Bicolor,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,yournewbestfrienddogrescue@yahoo.com,(973) 464-5592,,Short Hills,NJ,7078
52525962,Fred ,https://www.petfinder.com/dog/fred-52525962/nj/short-hills/your-new-best-friend-dog-rescue-nj962/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Medium,,2021-07-30T22:47:44+0000,6.3786,107,Fox Terrier,White / Cream,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,yournewbestfrienddogrescue@yahoo.com,(973) 464-5592,,Short Hills,NJ,7078
50762114,Yasmina,https://www.petfinder.com/dog/yasmina-50762114/nj/short-hills/big-fluffy-dog-rescue-tn401/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Small,Medium,2021-03-06T15:08:19+0000,6.3786,23,Beagle,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,corey@bigfluffydogs.com,,,Short Hills,NJ,7078
52606419,Mattie,https://www.petfinder.com/dog/mattie-52606419/nj/short-hills/2-hands-saving-4-paws-ga960/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Large,Medium,2021-08-08T11:14:57+0000,6.3786,78,Collie,Black,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,2handssaving4pawshumanesociety@gmail.com,,,Short hills,NJ,7078
52606424,Mazie,https://www.petfinder.com/dog/mazie-52606424/nj/short-hills/2-hands-saving-4-paws-ga960/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Female,Large,Medium,2021-08-08T11:19:13+0000,6.3786,78,Collie,Brindle,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,2handssaving4pawshumanesociety@gmail.com,,,Short hills,NJ,7078
52606425,Monroe,https://www.petfinder.com/dog/monroe-52606425/nj/short-hills/2-hands-saving-4-paws-ga960/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Female,Large,Medium,2021-08-08T11:22:35+0000,6.3786,130,Husky,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,2handssaving4pawshumanesociety@gmail.com,,,Short hills,NJ,7078
52606433,Leslie,https://www.petfinder.com/dog/leslie-52606433/nj/short-hills/2-hands-saving-4-paws-ga960/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Female,Medium,Short,2021-08-08T11:41:09+0000,6.3786,170,Mixed Breed,Golden,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,2handssaving4pawshumanesociety@gmail.com,,,Short hills,NJ,7078
52606435,Lolli,https://www.petfinder.com/dog/lolli-52606435/nj/short-hills/2-hands-saving-4-paws-ga960/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Female,Medium,Short,2021-08-08T11:44:48+0000,6.3786,170,Mixed Breed,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,2handssaving4pawshumanesociety@gmail.com,,,Short hills,NJ,7078
52606436,link,https://www.petfinder.com/dog/link-52606436/nj/short-hills/2-hands-saving-4-paws-ga960/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Medium,Short,2021-08-08T11:46:13+0000,6.3786,170,Mixed Breed,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,2handssaving4pawshumanesociety@gmail.com,,,Short hills,NJ,7078
52606438,Lombardi,https://www.petfinder.com/dog/lombardi-52606438/nj/short-hills/2-hands-saving-4-paws-ga960/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Medium,Short,2021-08-08T11:47:28+0000,6.3786,170,Mixed Breed,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,2handssaving4pawshumanesociety@gmail.com,,,Short hills,NJ,7078
52606439,licorice ,https://www.petfinder.com/dog/licorice-52606439/nj/short-hills/2-hands-saving-4-paws-ga960/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Medium,Short,2021-08-08T11:47:52+0000,6.3786,170,Mixed Breed,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,2handssaving4pawshumanesociety@gmail.com,,,Short hills,NJ,7078
52606440,lionis,https://www.petfinder.com/dog/lionis-52606440/nj/short-hills/2-hands-saving-4-paws-ga960/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Medium,Short,2021-08-08T11:48:20+0000,6.3786,170,Mixed Breed,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,2handssaving4pawshumanesociety@gmail.com,,,Short hills,NJ,7078
52606450,Franco,https://www.petfinder.com/dog/franco-52606450/nj/short-hills/2-hands-saving-4-paws-ga960/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Medium,Short,2021-08-08T11:55:45+0000,6.3786,170,Mixed Breed,Golden,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,2handssaving4pawshumanesociety@gmail.com,,,Short hills,NJ,7078
52606451,Fable,https://www.petfinder.com/dog/fable-52606451/nj/short-hills/2-hands-saving-4-paws-ga960/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Medium,Short,2021-08-08T11:56:48+0000,6.3786,170,Mixed Breed,Golden,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,2handssaving4pawshumanesociety@gmail.com,,,Short hills,NJ,7078
52606453,Fargo ,https://www.petfinder.com/dog/fargo-52606453/nj/short-hills/2-hands-saving-4-paws-ga960/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Medium,Short,2021-08-08T11:59:13+0000,6.3786,170,Mixed Breed,Golden,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,2handssaving4pawshumanesociety@gmail.com,,,Short hills,NJ,7078
52606456,Frannie,https://www.petfinder.com/dog/frannie-52606456/nj/short-hills/2-hands-saving-4-paws-ga960/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Medium,Short,2021-08-08T12:00:16+0000,6.3786,170,Mixed Breed,Golden,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,2handssaving4pawshumanesociety@gmail.com,,,Short hills,NJ,7078
52606470,wilma,https://www.petfinder.com/dog/wilma-52606470/nj/short-hills/2-hands-saving-4-paws-ga960/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Female,Medium,Short,2021-08-08T12:27:59+0000,6.3786,152,Labrador Retriever,"Tricolor (Brown, Black, & White)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,2handssaving4pawshumanesociety@gmail.com,,,Short hills,NJ,7078
52606474,Hanna,https://www.petfinder.com/dog/hanna-52606474/nj/short-hills/2-hands-saving-4-paws-ga960/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Female,Large,Short,2021-08-08T12:18:50+0000,6.3786,152,Labrador Retriever,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,2handssaving4pawshumanesociety@gmail.com,,,Short hills,NJ,7078
52041848,Dawson,https://www.petfinder.com/dog/dawson-52041848/nj/short-hills/big-fluffy-dog-rescue-tn401/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Large,Short,2021-06-20T22:00:45+0000,6.3786,12,American Staffordshire Terrier,Gray / Blue / Silver,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,nicole@bigfluffydogs.com,,,Short Hills,NJ,7078
52505603,Nelly ,https://www.petfinder.com/dog/nelly-52505603/nj/short-hills/your-new-best-friend-dog-rescue-nj962/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Female,Small,,2021-07-29T03:36:21+0000,6.3786,152,Labrador Retriever,White / Cream,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,yournewbestfrienddogrescue@yahoo.com,(973) 464-5592,,Short Hills,NJ,7078
52525936,Eltin,https://www.petfinder.com/dog/eltin-52525936/nj/short-hills/your-new-best-friend-dog-rescue-nj962/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Medium,,2021-07-30T22:43:22+0000,6.3786,107,Fox Terrier,White / Cream,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,yournewbestfrienddogrescue@yahoo.com,(973) 464-5592,,Short Hills,NJ,7078
52445345,Doc,https://www.petfinder.com/dog/doc-52445345/nj/short-hills/big-fluffy-dog-rescue-tn401/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Male,Medium,Short,2021-07-22T23:44:03+0000,6.3786,152,Labrador Retriever,Black,TRUE,TRUE,FALSE,TRUE,,TRUE,,jay@bigfluffydogs.com,,,Short Hills,NJ,7078
52662981,Ryan,https://www.petfinder.com/dog/ryan-52662981/nj/short-hills/your-new-best-friend-dog-rescue-nj962/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Medium,Medium,2021-08-14T03:35:46+0000,6.3786,61,Cattle Dog,Brown / Chocolate,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,yournewbestfrienddogrescue@yahoo.com,(973) 464-5592,,Short Hills,NJ,7078
52630652,Marley,https://www.petfinder.com/dog/marley-52630652/nj/short-hills/your-new-best-friend-dog-rescue-nj962/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Female,Medium,Short,2021-08-11T00:10:11+0000,6.3786,152,Labrador Retriever,Black,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,yournewbestfrienddogrescue@yahoo.com,(973) 464-5592,,Short Hills,NJ,7078
52609911,Pebble ,https://www.petfinder.com/dog/pebble-52609911/nj/short-hills/your-new-best-friend-dog-rescue-nj962/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Male,Large,Medium,2021-08-08T20:53:36+0000,6.3786,72,Chocolate Labrador Retriever,Brown / Chocolate,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,yournewbestfrienddogrescue@yahoo.com,(973) 464-5592,,Short Hills,NJ,7078
52674887,Thor ,https://www.petfinder.com/dog/thor-52674887/nj/short-hills/your-new-best-friend-dog-rescue-nj962/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Large,Medium,2021-08-15T19:38:28+0000,6.3786,112,German Shepherd Dog,Brown / Chocolate,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,yournewbestfrienddogrescue@yahoo.com,(973) 464-5592,,Short Hills,NJ,7078
52662981,Ryan,https://www.petfinder.com/dog/ryan-52662981/nj/short-hills/your-new-best-friend-dog-rescue-nj962/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Medium,Medium,2021-08-14T03:35:46+0000,6.3786,61,Cattle Dog,Brown / Chocolate,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,yournewbestfrienddogrescue@yahoo.com,(973) 464-5592,,Short Hills,NJ,7078
52675803,Spencer,https://www.petfinder.com/dog/spencer-52675803/nj/short-hills/your-new-best-friend-dog-rescue-nj962/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Small,Short,2021-08-15T21:55:34+0000,6.3786,71,Chiweenie,Brown / Chocolate,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,yournewbestfrienddogrescue@yahoo.com,(973) 464-5592,,Short Hills,NJ,7078
52675798,Emily ,https://www.petfinder.com/dog/emily-52675798/nj/short-hills/your-new-best-friend-dog-rescue-nj962/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Female,Small,Short,2021-08-15T21:54:27+0000,6.3786,71,Chiweenie,Brown / Chocolate,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,yournewbestfrienddogrescue@yahoo.com,(973) 464-5592,,Short Hills,NJ,7078
52675793,Hanna ,https://www.petfinder.com/dog/hanna-52675793/nj/short-hills/your-new-best-friend-dog-rescue-nj962/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Female,Small,Short,2021-08-15T21:52:05+0000,6.3786,71,Chiweenie,White / Cream,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,yournewbestfrienddogrescue@yahoo.com,(973) 464-5592,,Short Hills,NJ,7078
52730361,Coby Rabbit ,https://www.petfinder.com/dog/coby-rabbit-52730361/nj/short-hills/your-new-best-friend-dog-rescue-nj962/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Medium,,2021-08-20T22:21:48+0000,6.3786,83,Dachshund,Black,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,yournewbestfrienddogrescue@yahoo.com,(973) 464-5592,,Short Hills,NJ,7078
52630479,Thor,https://www.petfinder.com/dog/thor-52630479/nj/short-hills/your-new-best-friend-dog-rescue-nj962/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Medium,Medium,2021-08-11T00:06:14+0000,6.3786,229,Shepherd,Brown / Chocolate,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,yournewbestfrienddogrescue@yahoo.com,(973) 464-5592,,Short Hills,NJ,7078
50762107,Wren,https://www.petfinder.com/dog/wren-50762107/nj/short-hills/big-fluffy-dog-rescue-tn401/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Small,Medium,2021-03-06T15:05:40+0000,6.3786,67,Chihuahua,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,corey@bigfluffydogs.com,,,Short Hills,NJ,7078
52662992,libby,https://www.petfinder.com/dog/libby-52662992/nj/short-hills/your-new-best-friend-dog-rescue-nj962/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Female,Medium,Medium,2021-08-14T03:40:00+0000,6.3786,61,Cattle Dog,White / Cream,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,yournewbestfrienddogrescue@yahoo.com,(973) 464-5592,,Short Hills,NJ,7078
51668818,Thanos,https://www.petfinder.com/dog/thanos-51668818/nj/short-hills/your-new-best-friend-dog-rescue-nj962/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Medium,,2021-05-25T23:50:16+0000,6.3786,61,Cattle Dog,Black,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,yournewbestfrienddogrescue@yahoo.com,(973) 464-5592,,Short Hills,NJ,7078
51479173,Lucy,https://www.petfinder.com/dog/lucy-51479173/nj/short-hills/your-new-best-friend-dog-rescue-nj962/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,2021-05-09T02:53:40+0000,6.3786,21,Basenji,Bicolor,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,yournewbestfrienddogrescue@yahoo.com,(973) 464-5592,,Short Hills,NJ,7078
52749550,Amy,https://www.petfinder.com/dog/amy-52749550/nj/short-hills/big-fluffy-dog-rescue-tn401/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Female,Medium,,2021-08-23T14:10:54+0000,6.3786,112,German Shepherd Dog,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,jay@bigfluffydogs.com,,,Short Hills,NJ,7078
